PG.ProteinAccessions	L1_000101	M1_000106	M1_000127	M1_000139	L1_000142	M1_000142	L1_000236	M1_000236	L1_000316	M1_000316	M1_000366	L2_999004	M2_999006	M2_999007	M2_999008	M2_999009	M2_999014	L2_999017	M2_999017	L2_999090	M2_999090	L2_999092	M2_999092	L2_000255	L2_999015	M2_999015
A0A075B6I0	NA	NA	NA	NA	21037.849609375	50076.625	76128.140625	23632.267578125	3053.8818359375	220718.296875	1809.78576660156	NA	754.884887695313	3374.15112304688	6926.3037109375	NA	4137.580078125	8401.5146484375	10834.7431640625	2398.21875	3328.43481445313	3011.11376953125	4920.17138671875	NA	NA	NA
A0A075B6P5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A075B6S5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q03252	30747.96875	NA	34173.50390625	NA	21800.796875	47912.84765625	37816.41796875	10206.9033203125	5743.69873046875	139963.59375	NA	31812.111328125	NA	NA	NA	NA	NA	4968.263671875	NA	NA	NA	NA	NA	NA	NA	NA
Q03591	28958.0859375	NA	87544.953125	14224.892578125	43268.01953125	100618.953125	75050.546875	39546.0078125	NA	1048712.375	28288.216796875	134382.5	NA	NA	NA	NA	18272.423828125	66901.125	25700.828125	14952.6923828125	15474.0341796875	19081.638671875	12201.8818359375	53317.625	NA	NA
Q04446	1032.59118652344	NA	15808.984375	NA	1904.06396484375	8876.7119140625	NA	6196.1513671875	NA	8969.7861328125	NA	18880.853515625	NA	NA	NA	NA	184.045913696289	731.093688964844	NA	NA	NA	NA	NA	NA	NA	NA
Q04760	14218.68359375	6404.35107421875	7524.62451171875	4629.2998046875	8988.7880859375	4326.173828125	6321.0703125	9855.1142578125	9766.767578125	12429.8330078125	NA	4703.427734375	NA	NA	NA	2909.03784179688	6947.30126953125	12342.9111328125	3282.94873046875	7474.134765625	NA	5993.8671875	NA	5195.7939453125	5573.7861328125	NA
Q04828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q04837	2062.33154296875	NA	NA	NA	6052.2978515625	7313.74462890625	NA	NA	NA	80598.671875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05682	3481.44213867188	NA	NA	NA	10840.056640625	14663.1337890625	4451.98193359375	2463.22143554688	NA	41001.2890625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05707	549435.9375	133148.484375	1093901.375	312742.125	404816.6875	83999.0546875	351517.46875	25963.53515625	39048.3359375	158286.65625	165839.5	10134.85546875	182645.46875	284052.59375	91503.578125	667528.25	82616.640625	49219.9375	442479.6875	239214.59375	389617.1875	191767.625	134660.703125	268392.96875	367524.21875	1262424
Q06033	2800.29345703125	NA	14692.275390625	NA	15585.986328125	19239.57421875	5233.9462890625	9495.2734375	1254.61706542969	36384.48046875	NA	24734.96484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2873.14892578125	5697.98486328125
Q06124	575.860595703125	NA	NA	NA	954.263427734375	589.094604492188	NA	24.6049671173096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13846.265625	NA	NA	NA	NA	NA	NA	NA	NA
Q06828	17388952	9508718	29295540	5441429	20804532	16282221	14732047	3624502.5	5427743.5	4554943.5	8054779	40267720	11161435	5541752	14822720	3793266.5	12179845	9505795	3390056.75	14088111	5724859	10019618	6999764	8167913	6150405.5	1349375.5
Q06830	165848.703125	34267.44921875	284256.8125	71211.15625	167241.015625	234101.078125	200780.875	96239.2578125	64681.52734375	866792	21661.10546875	397003.65625	15023.146484375	26330.958984375	27748.34765625	38434.8671875	43400.10546875	74619.0625	23433.51953125	44674.9140625	19870.56640625	39378.93359375	22218.322265625	48064.0625	38468.86328125	29570.646484375
Q07020	15942.7666015625	4637.72998046875	34355.00390625	6606.1279296875	31127.12890625	51753.703125	27444.5234375	12419.3759765625	7095.36767578125	154524.78125	3192.58666992188	48963.64453125	2884.89477539063	3547.99633789063	6563.17529296875	5206.01171875	6748.4052734375	6475.73681640625	9017.2890625	5698.12255859375	3435.60961914063	5709.7041015625	8087.2265625	7831.64453125	8872.146484375	9115.458984375
Q07021	NA	NA	NA	NA	NA	NA	NA	NA	NA	64274.76953125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07092	127173.6875	65810.6875	59176.84765625	32691.90234375	160498.09375	225787.9375	134453.75	196152.109375	122803.0703125	83168.421875	21153.650390625	214910.8125	28465	46106.13671875	75782.59375	27086.669921875	51590.09375	114988.9765625	46584.625	115457.40625	31102.361328125	55488.34765625	50904.12890625	51648.6015625	83662.984375	50125.30859375
Q07507	1497065	860647.875	3262122.25	701938.8125	3195799.5	6133559.5	3474329.5	790836.1875	613191.1875	7143663.5	454473.84375	8892211	1345719.625	839939.75	618337.125	1027442	1417571.875	674005.25	598359.1875	712744.25	567720.6875	664061.25	518751.46875	1002170.4375	624398.5625	746796.125
Q07954	24274.734375	9216.05078125	12421.078125	2982.00341796875	27338.3203125	19009.8125	18222.75390625	13350.34765625	9083.427734375	38318.5625	5823.1787109375	25553.021484375	5834.125	8724.419921875	13161.341796875	8172.384765625	12063.9814453125	46008.88671875	29346.986328125	18719.46484375	19811.73828125	8423.5107421875	8463.1337890625	16548.595703125	9102.16796875	7142.3916015625
Q07955	15287.900390625	NA	28665.267578125	NA	28710.078125	46676.48828125	24806.466796875	10254.4228515625	NA	156623.640625	NA	39237.7109375	NA	NA	NA	NA	4969.2529296875	4468.29541015625	NA	2849.28369140625	NA	NA	NA	3151.6787109375	NA	NA
Q07960	4156.4228515625	NA	NA	NA	8514.5009765625	19812.783203125	NA	NA	NA	17096.619140625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08257	8852.1396484375	NA	13250.396484375	2926.60595703125	13508.291015625	13117.5283203125	17527.984375	9662.2138671875	7552.123046875	32896.31640625	NA	13403.1650390625	2841.07421875	8232.73046875	4471.68603515625	5855.91796875	10195.9365234375	12975.2939453125	NA	9284.564453125	3852.19213867188	3275.3994140625	4834.24267578125	3705.76342773438	NA	3995.09155273438
Q08431	439221.09375	158391.359375	1633428.625	327569.34375	327737.5625	542532.1875	897490.375	155537.109375	179806.984375	639593.3125	70647.25	3010290.25	92068.3828125	105168.5703125	118807.8046875	188941.90625	311607.46875	373095.9375	190150.78125	238601.34375	206434.921875	224375.3125	128084.203125	386349.09375	126915.984375	95607.7109375
Q08722	38502.6875	15930.92578125	37774.3984375	39528.37890625	32561.66015625	59781.33984375	92342.09375	27526.0859375	32985.38671875	17508.21875	11390.638671875	53051.765625	NA	25517.94921875	15920.775390625	17996.703125	37870.28125	60179.6953125	24907.583984375	39066.359375	6563.453125	28564.041015625	14417.03515625	26328.314453125	21868.0625	12687.208984375
Q09666	88277.6875	7084.6181640625	146427.109375	12870.0224609375	172971.6875	223493.296875	52515.65625	51664.01953125	31396.8046875	1497870.625	4362.09033203125	145755.75	4157.94482421875	2897.71166992188	10040.69140625	7806.380859375	9367.974609375	20684.447265625	5594.1953125	14572.513671875	8041.82421875	8437.41796875	4883.2685546875	7354.16064453125	9403.53515625	20092.85546875
Q12805	11909.6298828125	9757.04296875	9874.9130859375	14753.7275390625	25703.326171875	69747.8046875	43816.14453125	137943.515625	4054.5830078125	193996.09375	20614.642578125	189710.921875	7429.45263671875	9017.0498046875	5304.02294921875	23591.3359375	8811.6513671875	12062.521484375	23119.12890625	4282.2080078125	17802.611328125	9370.193359375	5455.701171875	14916.693359375	21593.3359375	86896.3125
Q12840	375343.6875	40226.984375	273144.59375	NA	659722.5	1423457.5	511640.6875	241150.203125	43528.6015625	3089377.75	NA	3164437.5	25186.541015625	73107.203125	20381.619140625	NA	117767.4140625	121216.140625	143364.640625	34892.4140625	49935.65234375	NA	58821.296875	198909.34375	75768	NA
Q12906	5875.59619140625	1399.33361816406	9827.1474609375	NA	7145.19287109375	12558.8701171875	6314.45947265625	2959.14697265625	2296.66259765625	35165.7890625	NA	13568.1171875	NA	NA	NA	NA	2092.33374023438	1666.43627929688	NA	NA	NA	NA	NA	NA	NA	2110.71899414063
Q13151	NA	NA	12682.771484375	NA	7375.2763671875	8656.5341796875	6308.08203125	NA	NA	66126.5234375	NA	17678.517578125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13162	8515.255859375	5278.310546875	17239.37890625	4532.8759765625	10708.263671875	14469.1162109375	6855.541015625	5834.92626953125	5104.37060546875	23333.337890625	NA	12054.494140625	NA	NA	NA	NA	6054.41845703125	5479.2412109375	NA	3804.11059570313	NA	2831.55737304688	NA	2661.4736328125	NA	NA
Q13214	5282.6416015625	480.353454589844	NA	NA	3822.00244140625	NA	NA	620.129211425781	1504.01928710938	NA	NA	17816.451171875	NA	981.590881347656	667.504943847656	NA	748.430358886719	3708.47216796875	3950.90942382813	969.890808105469	4878.22607421875	4268.673828125	561.135192871094	NA	1024.10168457031	NA
Q13228	42555.83984375	3940.67358398438	4713.591796875	4305.9912109375	20049.23828125	9897.521484375	7756.46533203125	11933.7197265625	6870.6865234375	53323.09765625	NA	8756.982421875	NA	NA	NA	NA	10146.2216796875	7134.2177734375	927.139099121094	10783.6796875	NA	3783.3271484375	NA	1993.42822265625	NA	12248.7900390625
Q13361	4508.02685546875	NA	1853.15270996094	NA	3005.53662109375	7502.384765625	3495.05444335938	13429.0517578125	3623.0458984375	87090.40625	NA	27759.83203125	7432.2421875	4517.1640625	NA	NA	NA	4676.462890625	10403.2236328125	NA	NA	NA	2164.28491210938	NA	6433.28076171875	NA
Q13561	7989.2646484375	NA	2511.62866210938	NA	7052.1220703125	5689.83642578125	3708.33618164063	1839.13146972656	NA	17109.44140625	NA	3954.2333984375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13642	58858.21875	6031.244140625	216400.0625	27068.765625	66753.90625	117108.953125	53839.78125	72485.9140625	27702.58203125	795262.875	12579.90625	95565.1328125	5962.73681640625	7463.98388671875	7572.07666015625	10595.240234375	10914.78125	11687.9462890625	3593.84155273438	10416.2978515625	8104.59765625	10039.9013671875	3870.056640625	11396.28515625	9149.1162109375	9552.02734375
Q13813	6474.3466796875	NA	2794.3037109375	NA	9741.2138671875	5470.77880859375	2028.17211914063	2967.83422851563	3934.98999023438	54776.12890625	NA	1762.34997558594	NA	NA	NA	NA	256.039764404297	1530.25915527344	NA	NA	NA	NA	NA	NA	NA	NA
Q13822	NA	NA	1169.73413085938	NA	2689.33984375	2354.78076171875	2938.5107421875	1333.33337402344	NA	NA	NA	2413.69604492188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2814.34448242188	NA	NA
Q13885	7181.7470703125	6755.13330078125	21753.0625	NA	12300.3623046875	23334.380859375	15223.046875	6875.73193359375	7777.02490234375	69094.1484375	NA	15680.802734375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13938	1946.54919433594	3420.3603515625	5343.80908203125	4275.5517578125	888.621276855469	785.492980957031	559.405700683594	5028.10498046875	5720.552734375	47368.62109375	NA	17657.314453125	NA	NA	NA	2056.14208984375	NA	1428.5546875	NA	NA	NA	NA	NA	NA	NA	NA
Q14011	27132.873046875	1039.19738769531	25529.0859375	6484.44775390625	13264.017578125	29984.76953125	12606.8203125	17044.263671875	11283.125	442271.3125	NA	20434.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	895.204467773438	NA	NA	33043.390625
Q14103	17790.6875	NA	29134.982421875	9443.029296875	21327.201171875	28756.69140625	23558.806640625	10811.291015625	9219.359375	58608.30078125	NA	31675.009765625	NA	NA	NA	NA	9751.6044921875	11620.3330078125	NA	NA	NA	2395.705078125	4594.96044921875	7465.7548828125	NA	5055.91015625
Q14112	10948.8017578125	4532.12548828125	32380.546875	39883.3671875	31148.916015625	76004.7578125	10472.048828125	13126.7197265625	5324.9931640625	116702.484375	6064.84814453125	105375.7890625	10951.638671875	NA	NA	NA	2187.0419921875	5014.3876953125	NA	NA	NA	31643.634765625	NA	NA	NA	NA
Q14152	NA	NA	720.49951171875	NA	835.2216796875	656.0576171875	330.726379394531	NA	NA	2368.9423828125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14195	44500.0234375	6200.00634765625	76218.7265625	9701.931640625	90598.6171875	124148.8125	45447.81640625	25673.021484375	18965.740234375	517474.65625	2482.21435546875	57771.8828125	3426.6171875	NA	5390.9130859375	5505.18359375	11974.419921875	15165.7451171875	3941.19775390625	9521.322265625	NA	4587.44677734375	3146.14428710938	5180.8330078125	5629.66015625	8551.583984375
Q14247	9476.2900390625	NA	7679.4384765625	NA	15683.943359375	18794.462890625	6037.267578125	3789.02368164063	NA	35122.140625	NA	16097.2861328125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14498	NA	NA	379.887725830078	NA	858.865295410156	382.657836914063	236.067672729492	NA	NA	2552.41430664063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14520	6411.6494140625	NA	4336.0732421875	NA	11734.16796875	37104.9921875	21843.611328125	5210.8798828125	NA	55796.66796875	NA	71361.9453125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4468.73974609375	NA	NA
Q14624	40560.1796875	6947.63427734375	9922.6328125	NA	69146.578125	79489.625	35689.140625	35965.80078125	6435.76806640625	266722.125	5389.3251953125	238746.5	4982.0283203125	12791.564453125	11758.958984375	5507.125	10761.970703125	13935.888671875	18503.89453125	5547.33935546875	8735.28515625	6412.15478515625	7401.43505859375	15299.1962890625	11986.0126953125	9350.267578125
Q14697	19070.8828125	8563.2216796875	14420.638671875	4981.66650390625	13487.298828125	16891.962890625	15596.177734375	7988.16357421875	12213.171875	28840.1953125	4013.373046875	14373.8076171875	1599.48669433594	7544.603515625	6883.07861328125	12972.373046875	5636.3779296875	26004.400390625	19276.921875	7338.412109375	14128.125	12613.1552734375	8393.0830078125	12749.099609375	7142.5419921875	837.483154296875
Q14764	4404.18603515625	NA	5227.650390625	6178.76513671875	11677.900390625	12949.92578125	2690.17797851563	3031.9873046875	2116.34204101563	32923.66015625	NA	5156.4365234375	NA	NA	NA	NA	NA	2332.4599609375	NA	861.606323242188	NA	NA	NA	NA	NA	6235.46337890625
Q14767	760238.5	20111.078125	1023335.25	302583.25	341822.28125	526661.25	1159634.75	2328445.5	1532563	166359.125	12656.3466796875	1084428.25	29030.904296875	15727.861328125	25349.81640625	240695.484375	40309.109375	2061093.25	129301.1875	61743.95703125	61486.34765625	176602.265625	12511.390625	422636.53125	53915.4765625	6563.244140625
Q14847	15138.08203125	NA	8668.7724609375	13788.10546875	14634.1796875	16095.8447265625	10380.7080078125	5054.7509765625	1421.62426757813	79851.6171875	NA	3399.88891601563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14993	64019.7890625	159389.765625	21152.8515625	96471.0390625	45175.19921875	16283.6767578125	39003.4375	33221.6640625	96510.3125	67196.984375	502349.625	12074.2978515625	344071.78125	1112817	277062.53125	524212.28125	149502.65625	171490.34375	542012.6875	403537.28125	526009.125	175704.34375	370069.03125	249558.625	837476.875	258245.90625
Q15019	10902.40625	1902.51049804688	22412.078125	13344.0517578125	34811.80859375	37951.9921875	17235.599609375	6644.97705078125	4833.51171875	109862.71875	NA	24157.958984375	NA	NA	1555.17358398438	NA	2910.30615234375	5308.4306640625	NA	2561.60205078125	NA	NA	NA	NA	1359.40295410156	2163.42138671875
Q15063	31568.30859375	3820.98901367188	NA	2934.93139648438	26106	172385.375	8250.5546875	16596.267578125	NA	27321.50390625	16193.630859375	850.696228027344	NA	NA	NA	NA	NA	3158.9306640625	NA	NA	NA	NA	NA	NA	NA	2355.64575195313
Q15084	11850.43359375	6310.2236328125	13338.767578125	10547.2138671875	16690.232421875	18599.130859375	9929.8330078125	11143.3154296875	5883.9755859375	62326.953125	14233.9208984375	13585.99609375	4964.2724609375	8470.740234375	4529.3759765625	6417.6796875	6101.62109375	5583.083984375	NA	12536.4287109375	14158.1005859375	6267.77880859375	9313.0888671875	3128.35546875	3830.64331054688	5705.705078125
Q15113	687292.5625	250348.953125	624138.5625	202807.0625	922660.9375	2230733	1401835.75	731618.25	172739.015625	915374.625	319348.78125	1188742.625	91574.7421875	80235.546875	159384.5	147484.25	318571.96875	475567.625	112326.9921875	311217.5	159347.453125	232932.984375	121150.0078125	520297.375	80738.640625	73833.6015625
Q15149	7377.48828125	948.591857910156	11080.73828125	1747.80346679688	19413.62109375	28600.59375	10552.302734375	7426.806640625	6064.71484375	120139.7421875	NA	20847.939453125	NA	NA	NA	NA	750.485473632813	5287.04638671875	NA	1318.88818359375	NA	NA	NA	8249.7216796875	2981.69067382813	4505.76904296875
Q15198	33217.9296875	13345.7060546875	49857.08203125	17994.41015625	25339.158203125	64944.0625	39562.08984375	17277.650390625	13467.822265625	67968	16262.62890625	57473.17578125	3148.90283203125	1997.75219726563	5087.7587890625	21204.685546875	5757.3349609375	34838.41796875	20894.560546875	4919.51611328125	13897.8623046875	10669.53125	5557.6826171875	27971.60546875	4413.73779296875	2537.43017578125
Q15233	NA	NA	NA	NA	NA	12984.3779296875	NA	NA	NA	16236.0771484375	NA	9267.580078125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15293	NA	NA	15191.416015625	NA	NA	776.7978515625	NA	4726.93505859375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15365	8381.40234375	4992.4697265625	18158.25	NA	25093.896484375	46526.76171875	22377.1015625	21912.919921875	5360.63330078125	70222.8828125	NA	12442.2060546875	NA	NA	NA	NA	3765.66357421875	6287.08203125	3612.6005859375	7256.728515625	NA	5181.1337890625	NA	NA	NA	6449.46142578125
Q15436	1569.58801269531	4679.5283203125	617.965148925781	NA	1731.36596679688	1666.9912109375	974.002136230469	NA	7994.4482421875	6942.8525390625	NA	710.392761230469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15485	74390.203125	76283.859375	NA	114427.1796875	20805.615234375	40060.3828125	79417.578125	132694.984375	119037.828125	NA	65149.05859375	NA	NA	337622.375	91007.125	237924.09375	179866.375	99363.15625	260448.078125	52978.69921875	195061.578125	39681.10546875	218278.78125	NA	156435.59375	180424.15625
Q15582	68662.828125	102984.90625	1787968.5	272012.375	673893.5625	1569892.375	362268.1875	1525742.25	118913.984375	7142972	683381	641566.6875	710128.5625	111665.53125	219850.90625	68439.859375	46881.73828125	122380.8984375	84366.28125	197979.53125	90811.78125	80074.859375	140580.03125	55197.046875	172321.09375	344891.71875
Q15758	1882.40222167969	9678.1318359375	1158.17065429688	NA	567.424438476563	1493.03002929688	3027.84423828125	2714.31005859375	10253.3564453125	NA	9340.2333984375	507.673492431641	2564.98559570313	12552.017578125	3716.6708984375	9140.8994140625	5888.67578125	6360.22607421875	10214.1708984375	10669.775390625	5066.56005859375	7845.30322265625	5580.5009765625	3455.326171875	6932.27587890625	NA
Q15782	2775.15478515625	NA	4768.6875	NA	15221.1806640625	29496.923828125	7747.01220703125	3664.279296875	NA	NA	NA	8647.482421875	NA	NA	NA	NA	NA	45550.0546875	61352.40625	NA	NA	NA	NA	11594.0029296875	NA	NA
Q15848	121461.0078125	85704.7109375	182538.90625	418888.40625	61487.375	138392.125	98428.6640625	146737.28125	91152.421875	748625.375	433223.84375	167971.171875	229467.421875	309993.8125	138537.25	664301.875	103314.234375	110306.015625	519019.0625	109679.515625	302743.78125	413382.375	150942.40625	371768.0625	139423.1875	99549.3125
Q15911	76212.921875	72125.6953125	522963.75	453733.25	80876.046875	287824.9375	177299.0625	133293.984375	96034.6953125	1362966.625	310541.5625	331933.25	180197	165452.359375	97180.4453125	631458.875	87152.6484375	140382.65625	275243.40625	89998.2734375	265255.75	362967.6875	149989.3125	378358.625	177472.875	71229.9921875
Q16222	NA	14692.4892578125	69994.828125	13758.546875	22934.197265625	17942.23828125	8730.748046875	17237.990234375	21110.333984375	116568.3359375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16270	18743.849609375	8404.9716796875	23078	NA	12007.8203125	15172.599609375	16038.455078125	8567.3828125	8067.4599609375	22120.060546875	NA	48867.953125	NA	NA	NA	NA	2526.53515625	2702.68676757813	NA	3660.80859375	NA	6035.6787109375	1351.92077636719	2033.14465332031	NA	NA
Q16363	3674.23828125	NA	6632.8359375	NA	12766.8310546875	8508.7490234375	5035.03955078125	3061.58862304688	2002.90197753906	17839.98046875	NA	28351.123046875	NA	NA	NA	NA	1504.52893066406	3204.18017578125	NA	NA	NA	NA	NA	NA	NA	NA
Q16473	11483.849609375	26399.3984375	9424.287109375	96625.6015625	7079.62060546875	7958.06298828125	18049.888671875	77039.25	47697.83984375	153826.15625	NA	14941.1669921875	NA	NA	80124.8046875	NA	NA	NA	NA	66543.15625	NA	NA	NA	NA	121552.4375	NA
Q16555	52349.6640625	12738.5009765625	140287.78125	25539.59765625	124543.5546875	178190.046875	61516.9296875	57177.53515625	34695.8359375	735494.5	7073.6494140625	102679.625	5541.1552734375	6386.412109375	8923.626953125	9718.3671875	13517.8896484375	24343.791015625	3490.43359375	17629.978515625	2322.90551757813	10663.73046875	5015.01123046875	10226.171875	13045.8427734375	19163.736328125
