PG.ProteinAccessions	L1_000101	M1_000106	M1_000127	M1_000139	L1_000142	M1_000142	L1_000236	M1_000236	L1_000316	M1_000316	M1_000366	L2_999004	M2_999006	M2_999007	M2_999008	M2_999009	M2_999014	L2_999017	M2_999017	L2_999090	M2_999090	L2_999092	M2_999092	L2_000255	L2_999015	M2_999015
A0A075B6I0	NA	NA	NA	NA	21037.849609375	50076.625	76128.140625	23632.267578125	3053.8818359375	220718.296875	1809.78576660156	NA	754.884887695313	3374.15112304688	6926.3037109375	NA	4137.580078125	8401.5146484375	10834.7431640625	2398.21875	3328.43481445313	3011.11376953125	4920.17138671875	NA	NA	NA
A0A075B6P5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A075B6S5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25067	141473.28125	23228.689453125	361924.21875	111255.0546875	98749.75	71051.4765625	197746.890625	157916.421875	95827.765625	758231.1875	16348.609375	56064.8046875	38836.953125	21555.029296875	27733.9765625	45253.05859375	23473.880859375	161074.84375	51567.1796875	43902.8359375	22268.828125	55282.93359375	13545.44921875	59900.79296875	70178.109375	28527.98046875
P25311	62925.60546875	6455.89453125	47223.6171875	10942.1142578125	74142.8984375	179324.546875	85153.1171875	45121.2109375	10760.818359375	1302455.25	21825.064453125	372556.03125	5456.7490234375	16678.095703125	11494.98828125	41665.13671875	26304.140625	13882.4453125	8727.0029296875	10293.6845703125	15117.0263671875	7288.79833984375	11627.3857421875	25049.30859375	16602.28125	16760.634765625
P25325	5616.82568359375	NA	1813.00158691406	NA	2500.49609375	1463.158203125	1561.49621582031	882.136535644531	NA	1918.43200683594	NA	1447.17028808594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25705	33246.65625	4904.705078125	41094.15625	5946.94580078125	43348.50390625	56074.6328125	20317.53125	16312.7080078125	13006.728515625	382839.03125	4076.23217773438	26920.40234375	1737.26953125	1916.63598632813	4995.38720703125	7633.68701171875	8037.72412109375	12438.2197265625	NA	8626.0869140625	NA	7817.46240234375	3924.0224609375	7327.65771484375	8971.3759765625	15145.2841796875
P25788	4225.5048828125	NA	4870.146484375	NA	4605.796875	6637.32421875	4820.19921875	3696.9130859375	1229.12634277344	19271.77734375	NA	9086.17578125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25789	8482.79296875	NA	5750.72998046875	NA	7045.4375	5241.365234375	5350.1083984375	5124.4091796875	3547.09155273438	8985.9521484375	NA	6489.44677734375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25940	1203123.125	2266965	673350.5625	973758.4375	1018618.4375	707855.25	1072873.375	917543.5	1742007	440498.8125	1236695.75	563298.3125	1587856.875	1871674.25	2411804.5	1553402.75	1511163.625	1397559.75	1447901.75	2145922.5	1244254.25	1434648.375	1148560.125	1413557.375	1278775.25	3352871.5
P26022	NA	NA	NA	NA	584.253845214844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P26038	64938.2421875	15447.6904296875	103995.6640625	43711.1640625	114678.1328125	196868	124500.65625	54749.1328125	28620.08984375	542569.5	9751.98046875	150395.453125	4598.03369140625	15398.828125	5132.8798828125	34325.7890625	25472.3046875	65383.140625	32497.19921875	21885.185546875	9182.025390625	19449.982421875	9629.498046875	46263.37890625	22044.56640625	15523.603515625
P26373	22544.49609375	NA	53254.57421875	11232.8466796875	47368.265625	76917.390625	39288.9609375	22024.916015625	6611.85302734375	275207.15625	NA	83417.4765625	NA	NA	NA	NA	NA	5565.294921875	NA	NA	NA	7451.861328125	NA	10750.6845703125	NA	NA
P26447	57388.0546875	18128.796875	70710.203125	58477.421875	57625.1484375	84934.796875	47538.35546875	40882.42578125	20136.0546875	155230.4375	15543.5517578125	89718.3125	11362.826171875	10734.6484375	9714.484375	34382.24609375	14595.033203125	42901.93359375	16301.90625	10811.931640625	11240.2646484375	28421.365234375	6301.6650390625	24704.314453125	13977.4892578125	14451.7666015625
P26583	4352.0478515625	NA	NA	NA	6798.21875	NA	6754.92236328125	NA	NA	44072.08203125	NA	12234.203125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P26599	2856.95654296875	NA	3523.79760742188	NA	3331.40209960938	2195.61767578125	NA	NA	NA	7146.82568359375	NA	2177.7177734375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P26641	2453.39208984375	2090.63525390625	4636.67529296875	NA	4091.15478515625	7404.03125	2173.640625	1956.7314453125	1643.78283691406	41946.08203125	NA	11537.2666015625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	648.464904785156	NA	NA
P26927	6322.89013671875	1838.98974609375	16888.412109375	1600.9501953125	11935.10546875	38997.671875	51508.14453125	26004.625	828.130798339844	22754.9296875	2253.45678710938	52974.328125	2587.8818359375	NA	NA	6741.22705078125	491.015258789063	2622.537109375	2224.83740234375	6310.15234375	5277.87109375	6048.2421875	3957.38305664063	13944.853515625	3944.79663085938	NA
P27169	12721.73828125	NA	663.27197265625	NA	27069.15234375	26600.578125	48113.2890625	28613.619140625	NA	73352.6328125	6673.0380859375	206649.28125	NA	19198.873046875	4916.19921875	NA	2373.60302734375	NA	10322.0126953125	NA	10942.9228515625	NA	NA	4005.35595703125	7182.4873046875	NA
P27348	5170.58837890625	3021.15991210938	12485.791015625	13260.3828125	12086.244140625	16228.7744140625	7723.55224609375	8670.1083984375	7503.68798828125	67936.1875	NA	15027.5537109375	2716.44067382813	NA	NA	4264.17041015625	806.371826171875	4102.1396484375	NA	NA	1785.24975585938	3335.77685546875	NA	5271.93603515625	NA	NA
P27635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P27658	1182884.5	1763169.375	2100022.5	2888984	715024.6875	1727641.875	1508962.5	3247683.25	2443615.5	2931233	2779131.75	1043397.25	3640018.75	2615087.5	1660984.75	2089688.875	2375948.25	1421224.5	2261969.25	4065238	2809100	2458704	3671909.5	1351666.125	1545356.5	18689.513671875
P27797	28527.486328125	10670.5751953125	76200.078125	12878.51171875	52148.171875	79650.765625	42239.84375	23492.4609375	9397.6337890625	292019.84375	11001.9267578125	79302.515625	5316.69287109375	NA	9553.35546875	NA	8598.57421875	5661.6748046875	NA	8758.1650390625	9783.1875	7210.71337890625	7920.31982421875	12602.4501953125	5055.60693359375	11038.4384765625
P27816	468345.0625	4011152.5	66843.0703125	NA	385898.03125	238885.703125	13692.1728515625	80529.515625	816.647521972656	80612.984375	NA	959374.5	NA	NA	5990234	NA	NA	NA	NA	NA	1320383.25	NA	NA	1381639.375	NA	NA
P27918	7746.763671875	1258.75427246094	9316.5478515625	NA	28902.75	32714.017578125	39998.56640625	19016.509765625	2794.24340820313	72619.1875	3723.66943359375	124533.546875	NA	NA	1926.99938964844	NA	5098.8671875	8913.259765625	NA	2970.96118164063	NA	1151.35729980469	1766.5654296875	7634.37646484375	NA	NA
P28066	4218.66064453125	NA	NA	NA	3338.36010742188	4180.982421875	2252.748046875	2061.42602539063	NA	22584.056640625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28300	35061.12109375	40893.66015625	132492.5625	39653.91796875	46607.64453125	101911.7109375	35299.7578125	16025.6298828125	19960.720703125	50220.859375	62287.12890625	412157.5	91436.5703125	39996.9140625	62408.01953125	50005.83984375	27056.107421875	19695.904296875	46423.265625	47040.55078125	53014.1640625	51321.21875	38295.375	40960.84375	54513.65625	34648.765625
P28838	4833.38232421875	NA	2276.56372070313	NA	6419.46533203125	73884.859375	3412.46435546875	1450.73742675781	1439.54321289063	37908.04296875	NA	22875.732421875	NA	NA	NA	NA	NA	29235.68359375	NA	NA	NA	NA	87669.9765625	NA	NA	NA
P28906	5024.63427734375	NA	NA	NA	13328.4970703125	2555.951171875	NA	NA	NA	5947.96630859375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29279	23818.302734375	9467.955078125	24318.376953125	7185.4033203125	26529.01953125	28001.0703125	22937.333984375	11923.01171875	12333.884765625	38970.97265625	NA	23207.90234375	NA	NA	NA	12997.390625	NA	11486.505859375	2727.57958984375	NA	NA	11119.70703125	NA	9849.5263671875	NA	NA
P29400	148973.828125	200837.9375	278279.8125	387659.96875	193473.9375	203123.734375	200898.5625	166158	326035.5	166035.375	876676.75	194800.40625	339779.09375	325491.5625	172767.671875	335113.9375	258376.578125	196977.65625	441429.28125	324195.625	242948.234375	338304.625	211984.40625	367764.1875	235640.578125	290454.3125
P29401	38303.83203125	11089.8271484375	46183.296875	13489.630859375	23507.240234375	36901.5	38274.75390625	19947.22265625	13151.7802734375	104311.2421875	3684.45434570313	42989.44921875	3186.8828125	8037.2060546875	8663.365234375	9024.220703125	16675.95703125	12772.783203125	6635.740234375	11796.9375	4702.70263671875	7147.427734375	8463.4072265625	7776.6455078125	8690.9287109375	7772.6962890625
P29622	28529.244140625	13942.5947265625	14894.3681640625	9926.53125	42443.84765625	87409.25	60089.796875	24533.8359375	5862.287109375	73997.0390625	13230.123046875	185159.296875	2382.83251953125	22547.810546875	14243.966796875	21639.986328125	7838.31884765625	23537.513671875	32576.45703125	25648.759765625	35277.88671875	20740.939453125	13836.9677734375	38119.3203125	11382.40234375	9261.05078125
P29692	7045.4130859375	2036.57604980469	10553.8828125	NA	10559.2705078125	14571.400390625	7386.328125	5918.220703125	3033.70458984375	58387.96875	NA	11421.92578125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29966	3624.3193359375	NA	NA	NA	12720.0595703125	15959.572265625	2075.73168945313	NA	NA	25523.890625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30041	72895.25	18296.984375	33541.96484375	29243.201171875	52001.125	38165.16796875	46233.74609375	50803.21875	33421.0234375	95545.6875	15219.63671875	40685.99609375	7826.23388671875	13601.361328125	11823.5771484375	10396.025390625	18342.90234375	35567.94921875	18682.7109375	18849.619140625	9424.267578125	15817.8349609375	14226.33984375	22318.140625	15829.6015625	18545.96484375
P30043	66705.484375	4104.3359375	13976.2705078125	8590.34765625	18938.52734375	21015.046875	8573.953125	23778.865234375	7427.36865234375	211726.171875	NA	26620.82421875	NA	1326.81481933594	682.477905273438	8136.21142578125	2140.84936523438	7555.51220703125	4483.1708984375	2097.98608398438	2965.31591796875	4041.3369140625	4575.255859375	7453.69140625	2981.45556640625	1176.92126464844
P30085	12777.634765625	4887.71484375	816575.25	4524.263671875	24430.826171875	44972.38671875	78281.875	10553.501953125	1273.38635253906	17167.857421875	NA	44593.78515625	NA	NA	906.564514160156	NA	3606.88208007813	5906.54345703125	2685.7841796875	NA	NA	NA	2600.24389648438	NA	3280.56225585938	964.818542480469
P30086	132193.875	13797.51171875	136608.078125	25729.544921875	146951.34375	189401.359375	184658.90625	55618.4296875	28654.841796875	675417.5	13525.1484375	203373.921875	4840.03271484375	17805.359375	19736.7734375	24863.1484375	43792.51953125	37925.125	15080.4287109375	33679.14453125	14249.96484375	20602.591796875	9430.8837890625	40218.51953125	17931.09765625	22899.19921875
P30101	27848.298828125	25556.71484375	42123.90625	17914.75	44549.34765625	40602.25390625	26057.34765625	29824.00390625	25335.02734375	115331.4296875	16247.0400390625	28834.83984375	11542.4873046875	15946.013671875	14001.83203125	10996.2802734375	21092.876953125	11535.9140625	4994.6591796875	20358.640625	10389.31640625	11402.435546875	14541.16015625	10429.38671875	15158.853515625	18878.662109375
P30153	2998.37084960938	NA	1041.17663574219	NA	3309.28076171875	1615.37866210938	1282.84558105469	1397.00402832031	1489.81091308594	7329.56298828125	NA	2015.83483886719	NA	NA	NA	NA	NA	430.296508789063	NA	NA	NA	NA	NA	NA	NA	NA
P30740	2445.84057617188	NA	4113.60546875	NA	7962.36962890625	6222.18115234375	3259.70751953125	3076.1943359375	NA	12162.1142578125	NA	6804.15478515625	NA	NA	NA	NA	6550.265625	3045.18090820313	NA	2479.927734375	NA	NA	NA	NA	NA	NA
P31040	NA	NA	9815.26953125	NA	6456.64599609375	11092.5830078125	8773.294921875	NA	NA	41273.29296875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31431	11878.833984375	3773.69921875	9961.3896484375	2575.71557617188	7089.13134765625	14947.9482421875	4669.84228515625	10603.9189453125	7707.14208984375	48694.015625	2903.65087890625	7626.03564453125	NA	NA	2589.99975585938	6512.70263671875	4891.08203125	5724.94921875	NA	1184.37561035156	NA	1748.74914550781	5037.9619140625	NA	8260.283203125	23064.09375
P31942	4651.26953125	NA	10140.251953125	NA	7961.62890625	14986.7294921875	6212.099609375	3530.916015625	1220.73376464844	56318.59375	NA	12173.767578125	NA	NA	NA	NA	1703.98559570313	1240.32275390625	NA	NA	NA	NA	NA	NA	NA	NA
P31943	NA	NA	11747.8369140625	NA	6588.17822265625	7251.0673828125	5850.63671875	1081.0576171875	NA	3936.18823242188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31946	15239.9921875	2083.30444335938	17804.376953125	1590.55590820313	37049.53125	43730.078125	4963.96044921875	9296.421875	2459.3955078125	189590.375	NA	47999.625	NA	NA	NA	NA	2092.80712890625	2636.14990234375	NA	1571.72473144531	NA	NA	NA	NA	NA	NA
P31948	17992.896484375	3595.587890625	11405.490234375	NA	13163.02734375	14145.875	12735.5546875	8667.94140625	4826.71484375	40218.91796875	NA	14163.990234375	NA	NA	NA	NA	5885.2958984375	4625.646484375	NA	3258.2431640625	NA	NA	NA	2715.25927734375	NA	NA
P32119	565625.625	69236.625	84913.1953125	37523.86328125	168897.421875	90721.1953125	138922.53125	164002	96908.0078125	1516614.25	13816.767578125	146929.078125	19255.80859375	15984.111328125	25458.880859375	18459.578125	21953.6171875	34816.99609375	12279.037109375	37940.9296875	8875.5087890625	19601.1640625	18315.326171875	46447.7734375	17211.498046875	30495.134765625
P33176	NA	NA	NA	NA	NA	NA	NA	NA	NA	10088.8271484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34096	49125.03515625	34545.55859375	68233.1640625	43354.8125	29216.82421875	53892.83203125	40733.921875	20910.37109375	38355.23046875	58382.63671875	14761.4912109375	90515.171875	10448.62109375	8266.4453125	16122.3720703125	30647.625	23883.6484375	105430.21875	56744.94921875	16532.7421875	13328.63671875	21654.052734375	12789.94140625	59021.62109375	11934.486328125	13116.587890625
P35030	93218.671875	81997.859375	117588.15625	11923.7763671875	54609.39453125	55352.1640625	32448.916015625	74392.09375	52161.515625	607770.625	65444.34375	110161.1015625	90574.7734375	70094.3515625	89377.7109375	115187.75	86815.4296875	104079.34375	51654.2734375	98434.96875	45865.015625	27202.5625	65410.08984375	53263.4921875	83387.203125	11069.5419921875
P35237	12161.81640625	12363.5302734375	7526.66845703125	NA	15663.140625	10907.21484375	10629.5322265625	9325.1796875	10194.2294921875	17227.609375	6147.00146484375	8307.8623046875	4937.2216796875	13448.7802734375	11958.576171875	9913.0458984375	11231.1640625	10688.2421875	9423.873046875	19311.896484375	8436.1787109375	5409.6494140625	9986.033203125	6336.013671875	12579.08984375	20085.853515625
P35268	23641.158203125	5178.89892578125	54368.7421875	4310.7255859375	39977.96875	71374.671875	33415.3046875	15987.787109375	6135.4658203125	231260.21875	NA	71972.1015625	NA	1404.81494140625	4180.0029296875	NA	6217.63525390625	5613.1484375	NA	6185.64794921875	NA	3334.25830078125	2459.451171875	6870.65576171875	3492.85961914063	4840.64501953125
P35442	47772.41796875	5992.79736328125	33710.60546875	9760.8046875	13726.2529296875	72585.203125	29794.0859375	3854.65087890625	10477.802734375	22686.1015625	3706.55322265625	111181.203125	2694.0771484375	NA	6582.07763671875	7244.134765625	19433.943359375	21652.75390625	7922.51416015625	15458.3818359375	11246.0107421875	19409.212890625	2639.06958007813	35453.97265625	2698.9443359375	NA
P35443	144917.234375	23676.8125	23734.423828125	30682.4609375	153242.890625	79351.015625	162344.90625	56389.01171875	95958.25	229494.21875	10213.1494140625	39608.2578125	24544.65234375	30065.220703125	23746.544921875	49127.71875	43719.8046875	181011.921875	23918.794921875	53358.265625	19294.2265625	34813.32421875	4299.7236328125	48932.2734375	22638.767578125	40281.14453125
P35527	16313.232421875	25254.392578125	88256.03125	11767.404296875	75380.609375	49312.078125	155568.1875	30695.46875	11564.9140625	525455.5625	9554.3623046875	203585.65625	6877.0751953125	9875.759765625	7679.69580078125	11319.546875	28438.9921875	11510.259765625	5682.8759765625	36988.953125	7545.17333984375	15857.3447265625	5917.7568359375	13513.361328125	18056.28125	13138.9375
P35542	35248.96484375	NA	14736.9306640625	NA	44171.35546875	74591.125	104148.7109375	21682.89453125	NA	89539.4765625	7891.89453125	257568.25	NA	20920.771484375	NA	NA	NA	4530.39501953125	54308.9765625	NA	NA	NA	10418.404296875	NA	31681.359375	NA
P35555	154649.8125	73446.6875	269245.25	244616.484375	153026.828125	173322.328125	76795.8515625	379151.625	256577.109375	555292.75	69706.859375	120278.515625	264560.59375	85629.96875	104528.5078125	71194.296875	68014.546875	200399.828125	99094.953125	135820.8125	85602.7734375	204979.203125	52464.7265625	148776.875	134007.359375	41766.2578125
P35579	40896.60546875	5489.6904296875	30652.5625	20444.162109375	54670.29296875	59554.68359375	26268.357421875	33084.96484375	19237.259765625	189698.796875	3634.19018554688	19691.29296875	NA	473.463745117188	2956.17065429688	NA	736.534484863281	13250.201171875	NA	4742.83935546875	NA	6018.5185546875	NA	12421.099609375	3126.2587890625	3621.84912109375
P35613	15813.486328125	25244.3359375	41849.8203125	46549.8671875	14824.080078125	32184.861328125	45771.7109375	14092.0791015625	18725.318359375	38558.15234375	7955.5302734375	33228.01953125	NA	18958.03125	9779.1328125	23161.134765625	19607.978515625	14477.0224609375	NA	16786.685546875	NA	14999.5205078125	NA	18995.654296875	NA	10358.1298828125
P35625	79044.734375	21311.474609375	56207.7265625	48547.8515625	52041.53125	65430.23828125	27926.63671875	29161.23046875	64003.43359375	130248.4921875	9747.017578125	92690.5234375	2954.87280273438	27030.419921875	6792.8046875	53416.32421875	27623.94140625	254145.578125	191611.3125	23651.71484375	40327.1875	37066.140625	11171.0361328125	158186.609375	58749.3671875	31987.65234375
P35637	1699.57885742188	NA	3627.57373046875	NA	2900.58178710938	4218.2470703125	1932.20581054688	NA	NA	9701.2802734375	NA	5346.94384765625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35858	10907.42578125	4709.74755859375	2561.07104492188	NA	30067.681640625	31691.771484375	30536.958984375	11974.9599609375	NA	27348.42578125	7272.455078125	57222.06640625	6274.390625	26047.724609375	19795.869140625	17797.78125	8282.0224609375	20888.41015625	83807.3984375	11686.865234375	59223.70703125	8905.603515625	18604.345703125	16851.77734375	9656.994140625	5416.67236328125
P35908	140833.265625	12778.0224609375	14391.96875	96950.1640625	31848.00390625	55763.37890625	24806.15234375	7349.2099609375	80357.25	121430.671875	44905.890625	161498.359375	30932.6015625	64327.8046875	6670.55224609375	122438.8515625	12849.7265625	46041.203125	78794.6953125	15129.5673828125	3672.43139648438	97516.2265625	15367.845703125	32701.677734375	33923.8984375	7435.87158203125
P36222	36735.046875	19169.9921875	25982.990234375	12280.888671875	66034.5234375	123597.6875	120933.484375	14512.90234375	6567.6376953125	13791.787109375	15316.599609375	32094.798828125	14536.7080078125	5800.72021484375	8448.2158203125	13241.00390625	11405.7451171875	63283.41796875	28113.677734375	11488.1083984375	NA	9995.650390625	11288.328125	43891.515625	8634.1767578125	9324.9501953125
P36578	12731.140625	5683.353515625	14074.3125	22312.2734375	18584.947265625	22345.431640625	19450.8125	12038.53515625	7578.86865234375	37081.6875	3889.04248046875	15528.0771484375	3712.89379882813	NA	5825.4794921875	2803.81787109375	6427.08984375	4280.0673828125	796.304260253906	4830.84130859375	3618.34106445313	4641.931640625	9224.9775390625	6488.23828125	3736.77880859375	5045.23095703125
P36871	21391.80078125	10723.173828125	11650.7822265625	10710.296875	18364.265625	26570.564453125	21650.1484375	10249.99609375	9523.6416015625	23079.15625	3138.92529296875	46561	467.714080810547	5287.08984375	4215.66064453125	4642.75244140625	4202.9375	15394.212890625	6337.98974609375	7951.875	4590.03857421875	6985.67822265625	3402.10595703125	9439.6484375	4550.1943359375	5332.65283203125
P36955	611284.0625	131022.03125	5063662.5	644400.8125	819190.8125	6373870.5	3302827	647892.5625	66649.578125	5373832.5	861156.6875	5851656.5	317604.09375	251463.421875	200113.109375	297163.03125	440783	314881.53125	121400.7265625	294595.75	296935.78125	244407.671875	444138.0625	484533.65625	103996.8046875	100588.96875
P36957	NA	NA	NA	NA	5131	4880.60498046875	NA	NA	2375.60180664063	57921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	611.699951171875	NA
P36980	5474.7509765625	12341.0537109375	2078.45971679688	NA	18674.4609375	38211.76953125	15882.4208984375	10247.5234375	NA	118820.609375	NA	60886.4453125	NA	4060.8134765625	8676.720703125	21797.841796875	6307.02392578125	27035.654296875	NA	NA	15260.27734375	10722.962890625	3745.07763671875	6237.4658203125	9827.77734375	NA
P37802	8005.12646484375	6373.89892578125	12852.0908203125	10439.1708984375	17229.556640625	16961.87890625	3591.60131835938	15742.9228515625	8603.9482421875	117888.9921875	7013.8251953125	9723.65234375	3111.69995117188	2999.48608398438	5117.53564453125	3599.36669921875	5702.09375	9245.708984375	9172.4677734375	9591.6357421875	10755.3076171875	4858.4873046875	4476.859375	3829.578125	5667.267578125	15285.4091796875
P37837	24748.01953125	4685.884765625	27628.599609375	10827.0927734375	18161.822265625	29347.302734375	29391.244140625	16673.36328125	6794.76708984375	106841.5078125	38715.50390625	69025.8515625	9935.5390625	5438.57177734375	7121.6796875	20338.12890625	13317.666015625	15770.1474609375	6997.63037109375	7548.51806640625	3614.9560546875	12072.9814453125	3674.64111328125	6279.84814453125	2364.50219726563	4304.51611328125
P37840	17876.71484375	NA	NA	NA	3012.12548828125	NA	2060.67358398438	3990.40307617188	1456.47375488281	15127.0234375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P38159	4823.62158203125	NA	11480.4931640625	NA	11479.6611328125	13099.755859375	NA	3166.09008789063	1418.41442871094	44556.97265625	NA	15570.3525390625	NA	NA	NA	NA	1684.8330078125	NA	NA	NA	NA	NA	NA	NA	NA	NA
P38646	13738.283203125	NA	6955.3662109375	NA	21438.74609375	13641.7734375	12088.125	3901.18310546875	2771.5068359375	82879.53125	NA	18330.546875	NA	NA	NA	NA	1906.4892578125	NA	NA	2129.72998046875	NA	NA	NA	NA	NA	NA
P39023	1067.39892578125	NA	1098.44165039063	NA	1356.21362304688	1294.88244628906	1320.90808105469	1550.53747558594	NA	64407.96484375	NA	675.494812011719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39059	317328.59375	310115.5625	1009264.75	223119.8125	316905.15625	538878	329480.75	583169.5625	186945.328125	686299.625	137225.296875	811674.125	116826.9453125	59088.50390625	120740.515625	70308.7578125	107691.390625	148559.46875	107665.3359375	109606.640625	80479.6328125	122525.2578125	90745.9453125	164458.265625	76744.6640625	42999.94140625
P39060	57536.81640625	15450.8681640625	89906.5703125	23041.86328125	50536.1875	105753.9140625	71259.7734375	39830.73046875	21373.470703125	187613.703125	9167.2685546875	191409.25	9151.6640625	14641.7646484375	16834.25	20008.033203125	24412.560546875	80595.015625	41324.0859375	19756.33984375	48534.69140625	46589.1640625	34646.59765625	39906.42578125	10179.19921875	10140.751953125
P39900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40121	18333.755859375	13720.12890625	37155.7578125	6428.4033203125	33611.7421875	39240.08203125	24286.1328125	12335.3515625	11603.951171875	144707.75	NA	57540.859375	7338.99462890625	10733.00390625	12908.935546875	7024.78955078125	18514.208984375	13206.1572265625	8455.333984375	17893.330078125	9365.3349609375	6873.27685546875	18324.412109375	1608.37902832031	8285.04296875	8489.4169921875
P40925	38106.671875	12982.1201171875	32282.595703125	18760.255859375	36770.84765625	34396.140625	29093.400390625	15290.6318359375	11595.48828125	92272.75	6829.0517578125	54880.8515625	NA	NA	11601.626953125	10959.9638671875	17593.978515625	20983.5859375	NA	14010.091796875	NA	NA	NA	14720.416015625	NA	12167.8818359375
P40926	8003.91015625	3505.14892578125	5574.7509765625	NA	7675.115234375	10086.3681640625	3329.58984375	3885.306640625	6754.13330078125	84773.34375	NA	4918.48095703125	NA	NA	NA	NA	3348.78491210938	9001.7373046875	NA	NA	NA	2956.33178710938	NA	3719.75146484375	NA	NA
P40939	2981.34692382813	NA	4179.6083984375	NA	6644.31494140625	10440.0751953125	2337.81103515625	2365.02221679688	6165.0927734375	54064.37109375	NA	5208.46240234375	NA	NA	NA	NA	NA	936.68212890625	NA	2185.80712890625	NA	NA	NA	NA	11873.72265625	NA
P41222	15044.5712890625	24520.44921875	24360.314453125	24685.66796875	20171.5	33502.44140625	41271.3515625	22215.94140625	NA	49261.1640625	53006.5078125	80982.9609375	2251.59985351563	6332.611328125	11331.208984375	5741.09765625	16082.48828125	21001.080078125	37040.5546875	15216.912109375	20795.80859375	8056.00927734375	20864.9921875	44394.9921875	11858.384765625	13863.8662109375
P43007	6561.11962890625	20965.236328125	6716.521484375	12563.5712890625	2964.43139648438	5529.73095703125	13269.0126953125	5948.486328125	23210.515625	NA	7332.2939453125	2665.00048828125	6998.61376953125	29022.0625	11924.0517578125	20738.037109375	22909.82421875	20255.263671875	18169.20703125	26106.1796875	7032.35302734375	18028.6640625	17843.990234375	8190.92138671875	16714.83984375	11006.4326171875
P43652	29532.404296875	4337.04833984375	NA	NA	26612.2109375	58726.46484375	24073.88671875	17330.22265625	5501.984375	114283.8828125	NA	67384.3359375	NA	10888.380859375	1064.51721191406	NA	3986.41162109375	NA	NA	NA	NA	NA	NA	9305.15625	4438.46044921875	4352.95703125
P43686	490.31591796875	NA	NA	NA	NA	2905.55517578125	1955.18298339844	373.950836181641	NA	7088.82763671875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P45877	44663.63671875	22063.556640625	49016.1640625	NA	9625.9951171875	29931.984375	27479.1796875	16642.330078125	16667.92578125	11425.0830078125	24514.23828125	32139.76171875	2489.93310546875	20161.453125	11225.53515625	17817.455078125	15644.890625	81651.0625	66233.3203125	12769.2158203125	34532.2265625	27484.90625	27577.55078125	32093.03515625	7114.291015625	NA
P45880	4129.3388671875	NA	10984.498046875	NA	5020.31884765625	8208.005859375	5032.96923828125	2586.876953125	NA	53094.8671875	NA	NA	NA	NA	NA	NA	NA	4062.7509765625	NA	NA	NA	NA	NA	NA	NA	NA
P46093	NA	NA	449010.46875	115750.109375	13242.5302734375	942898.0625	910202.8125	NA	NA	504887.40625	40701.4921875	99586.4921875	115020.671875	65110.2578125	NA	144281.5	NA	NA	82190.0625	NA	102967.4453125	177182.71875	77269.234375	200081.390625	48897.89453125	NA
