Gene ID	wild.type.genotype_1	Hunk.knockout_2	Hunk.knockout_3	wild.type.genotype_4	wild.type.genotype_5	Hunk.knockout_6	wild.type.genotype_7	wild.type.genotype_8	Hunk.knockout_9	wild.type.genotype_10	Hunk.knockout_11	Hunk.knockout_12
ENSMUSG00000029346	7.118223761	7.218978861	7.159038967	7.142585541	7.127836246	7.170452886	6.893287916	7.06405606	7.255896709	7.179323666	7.105166263	7.18241426
ENSMUSG00000029352	7.325857405	7.263711588	7.141925383	7.395567298	7.29999487	7.455311258	7.329248743	7.225112275	7.667509221	7.327086876	7.344337837	7.499596336
ENSMUSG00000029359	7.082386548	9.981688609	6.317991806	7.507819286	9.405828102	7.358467754	10.09109333	8.847620612	6.505949086	8.080545594	7.104952682	6.33959297
ENSMUSG00000029361	6.543052005	6.288389074	6.424277641	6.429970573	6.258260547	6.206045534	6.076463624	6.388050063	6.381369086	6.248926749	6.255626391	6.339503224
ENSMUSG00000029364	8.249928353	8.36611105	8.361446005	8.102542242	7.923126975	8.337041847	7.9290313	8.005611352	8.174952902	7.915799517	8.315806055	8.146305614
ENSMUSG00000029366	7.57715609	7.223085349	7.280429665	7.276001095	7.241047346	7.134159292	7.631764354	7.217835318	7.143155062	7.096784135	7.202115783	6.982289136
ENSMUSG00000029368	7.455826067	7.215160552	7.262125811	7.305400916	7.297608333	7.307467672	7.106815834	7.394719801	7.599352857	7.212679998	7.22444242	7.437600555
ENSMUSG00000029369	7.336520964	6.98986464	7.208773222	7.216075833	7.163925591	7.020704599	7.193860083	7.216151493	7.407274877	7.052368702	7.103233147	7.353522016
ENSMUSG00000029371	4.768372158	4.268842081	4.151110374	4.490969614	4.186723975	4.297708137	4.253844953	4.158702453	4.314453462	4.228435256	4.19314982	4.364048374
ENSMUSG00000029372	4.449305217	4.295076409	4.281944301	4.282698034	4.292295894	4.510480017	4.26920724	4.270743715	4.698889418	4.372722157	4.296133617	4.446921468
ENSMUSG00000029373	7.014616735	6.963623382	7.197456413	6.914638444	7.210694284	6.721174075	7.192895742	6.898395967	7.14113398	6.881800904	6.866184763	7.359321133
ENSMUSG00000029375	5.868596926	5.550947305	5.79612869	5.720572529	5.831711165	5.91010809	5.563238734	5.838650423	6.049856962	5.77915935	5.716724723	5.933055992
ENSMUSG00000029377	4.599596763	4.239243999	4.557859409	4.496297892	4.435080416	4.624451286	4.455453851	4.469677768	4.743371852	4.593712901	4.350387152	4.651641635
ENSMUSG00000029378	5.094017505	5.115098543	5.388223229	6.547189314	5.22765597	5.187558671	4.937354897	5.178624785	5.473726107	7.199511303	5.213375162	5.64741445
ENSMUSG00000029380	7.361269944	5.497781492	5.564176811	5.816143973	5.524568943	5.466442458	5.926245957	4.944307499	5.856416923	5.532047706	5.546260768	5.459908565
ENSMUSG00000029381	8.648647624	8.805900767	8.348742752	8.645068997	8.752382825	8.992723483	8.789134548	8.71469721	8.685053025	8.630786886	8.895615069	8.567713187
ENSMUSG00000029385	6.95951352	7.237725124	7.350132997	7.131402914	7.084347238	7.046716345	7.337321768	7.063712004	6.997557215	7.176733343	7.365480534	7.466925456
ENSMUSG00000029386	7.171910816	6.89829425	6.717073845	6.902585237	7.183171914	7.19241174	7.103664469	7.008186869	7.063276748	6.985417368	7.136768826	7.035723899
ENSMUSG00000029387	8.794132166	8.320863432	8.529563026	8.311509088	8.376101275	8.401488145	8.527095266	8.4811534	8.385747369	8.417084831	8.441003945	8.307851645
ENSMUSG00000029388	9.443589176	9.267284127	9.468953131	9.411973144	9.241576196	9.518208044	9.189505028	9.376699936	9.265785643	9.429033842	9.475716794	9.279501925
ENSMUSG00000029390	11.14743494	10.79701598	11.09719076	10.77397173	10.77949752	10.59046538	10.74359659	10.80457716	10.64151473	10.48067574	10.75178694	10.70417831
ENSMUSG00000029392	5.072656422	5.306743765	5.029930483	5.361962084	5.134864808	4.941592076	5.426370705	5.179522422	5.30224264	5.457541087	5.085723808	5.171702908
ENSMUSG00000029397	8.239049533	8.389035993	8.173229283	8.344298656	8.162781066	7.788196064	8.761420267	8.214712902	8.128433832	8.304944926	7.951762902	8.069853158
ENSMUSG00000029401	8.021318098	7.755742936	7.979062908	7.926906441	7.857110402	7.635615636	7.988525846	7.936363138	7.680910112	7.775022221	7.441451974	7.884986168
ENSMUSG00000029403	5.038714336	5.120718832	5.352903139	5.180563608	5.051789931	5.751291788	5.433159394	5.1174945	5.500745201	5.338055927	5.707964636	5.529727181
ENSMUSG00000029404	8.519976767	8.709850759	8.262306473	8.215896096	8.271820584	8.379689281	8.360581076	8.333165254	7.926420903	8.572205985	8.303742063	8.19008196
ENSMUSG00000029405	9.051893735	8.384268781	8.426858925	8.261582747	8.302598421	8.745534724	8.408491757	8.499432508	8.268712543	8.462413514	8.789178479	8.368068671
ENSMUSG00000029406	7.417334697	7.299369819	7.557042149	7.498712178	7.427435369	7.358753355	7.453696068	7.476409423	7.607293064	7.444470555	7.533115779	7.597208095
ENSMUSG00000029407	8.212107068	8.460293524	8.385487905	8.048734057	8.018000916	8.015061692	7.908767419	7.884131611	7.718900596	7.708597629	7.969119038	7.962210904
ENSMUSG00000029408	6.944472198	7.296220992	7.007842794	6.833190905	6.792294452	6.971560458	6.887553006	6.937913186	6.800618924	6.701865685	7.118374818	6.686929306
ENSMUSG00000029409	8.043021131	7.655643439	7.975319866	8.039850094	8.065197923	8.035488774	7.914590408	7.955516489	8.398704247	8.002999007	7.973451503	8.251842152
ENSMUSG00000029410	4.654778336	4.647407893	4.644457739	4.744631295	4.662769554	4.786655019	4.592672263	4.614860912	4.563893909	4.676744338	4.807482696	4.784918737
ENSMUSG00000029413	7.637491871	7.501243136	7.488864386	7.572808376	7.61277426	7.757575758	7.606993501	7.532998987	7.627740323	7.579245776	7.57839759	7.560166952
ENSMUSG00000029415	6.707532924	6.195012059	6.135819747	6.273127543	6.128699468	6.412357375	6.412951752	6.533029685	5.753499989	6.243946592	6.41634213	5.983839087
ENSMUSG00000029416	6.632734854	7.309552441	6.926326532	6.644574166	6.524343704	6.676611443	6.642926326	6.733204135	6.073297991	6.57160902	6.576743216	6.033376101
ENSMUSG00000029417	7.131379606	6.337833231	6.470327339	6.627163075	6.512000546	6.544350929	6.432217682	6.942476421	7.000226772	6.604959009	6.585560645	6.737422177
ENSMUSG00000029422	8.06619885	7.606107835	7.558807018	7.58929213	7.67305869	7.429497033	7.878633179	7.743494633	7.03670262	7.720557964	7.635287658	7.665424102
ENSMUSG00000029423	5.672618897	5.480803152	5.485730977	5.469387349	5.468003025	5.480372355	5.427559645	5.491913423	5.704978144	5.540200388	5.485933843	5.469478111
ENSMUSG00000029426	9.191952411	9.570056542	9.581382478	9.032925027	9.330604717	8.949893341	9.496507019	8.886163873	9.46507332	9.571691616	8.912899124	9.862629556
ENSMUSG00000029427	6.945003772	6.39359924	6.660386713	6.679015208	6.636095111	6.64919965	6.766952634	6.869811597	6.144997826	6.597142811	6.576827697	6.661270039
ENSMUSG00000029428	6.272115315	6.009456378	5.826815038	6.101393381	5.963582797	6.202521588	6.062558811	6.100057811	6.079759515	6.289699745	6.008168512	6.06849596
ENSMUSG00000029430	8.294984508	7.657503635	8.230195169	7.806210191	8.017244365	8.338158462	8.035745598	7.98152612	7.693001851	8.198166173	8.520828042	7.673323471
ENSMUSG00000029431	5.961815231	5.733898345	5.76760368	5.80773116	5.724539721	5.845425682	5.529661695	5.910919811	6.28728018	5.823468245	5.929614699	6.039901767
ENSMUSG00000029432	7.083861819	7.410267308	7.470110257	7.116291859	7.117158113	7.021096172	7.215524684	7.050052899	7.253559367	7.291631737	6.659137155	6.910683704
ENSMUSG00000029433	5.801957179	5.744262385	5.758544232	5.859824978	5.777413805	5.632187906	5.661863326	5.816473719	5.758203069	5.835874091	5.721985193	5.77094256
ENSMUSG00000029436	5.283371901	5.078834892	5.231796756	5.236195301	5.027758403	5.116229631	5.063557062	5.074213699	5.467436519	5.157105967	5.059628608	5.236991683
ENSMUSG00000029438	6.121659503	5.885654811	6.121818963	5.998587225	6.045066137	6.137524093	5.924807483	5.970576227	6.241665996	6.050098622	6.098087616	6.289118363
ENSMUSG00000029439	5.896158438	5.921831163	5.919739634	5.935408934	5.906015367	5.962709115	5.725635445	5.915688152	5.937046062	5.899599739	5.914151582	5.883379384
ENSMUSG00000029440	7.570576512	7.678419485	7.649299796	7.576035632	7.476628632	7.644027648	7.568107866	7.627562879	7.668974866	7.641990813	7.634637381	7.545756057
ENSMUSG00000029445	5.319740099	5.246571009	5.396494755	5.35192062	5.291499105	5.172921632	5.29638522	5.402442201	5.617846223	5.232679424	5.25208536	5.489298194
ENSMUSG00000029446	6.893348571	7.100817096	6.303108221	6.05724402	6.691807862	6.127750308	6.341325663	6.311964423	5.532689506	6.34849383	6.220619027	5.477181121
ENSMUSG00000029447	11.51497379	10.95913661	11.51324116	11.2538839	11.36454656	11.21432151	11.39954981	11.47335839	11.13935522	11.45454361	11.15293616	11.06737187
ENSMUSG00000029452	6.211554805	6.143386144	6.091047277	6.160513502	6.09575596	6.254804225	6.109718557	6.189683399	6.496442886	6.087538777	6.250758356	6.21301686
ENSMUSG00000029455	7.772700459	8.250029053	8.05504288	8.606866986	8.075089466	7.582104076	9.062276086	7.965038005	7.650153305	8.232265805	7.303278144	7.878655089
ENSMUSG00000029458	6.361371104	6.8181289	6.519824484	6.174989365	6.149355398	6.226466789	5.915934792	6.060039808	6.215527676	6.295296898	6.345709112	6.122402483
ENSMUSG00000029462	8.284454089	7.816353896	8.48949329	8.021746987	7.908818974	7.995702517	8.41231126	8.072706952	7.594830498	7.755411009	8.127669824	7.747938658
ENSMUSG00000029463	7.538398412	7.215521983	7.489571467	7.667697559	7.461233577	7.423767921	7.605874296	7.524292943	7.228385776	7.454367743	7.197373003	7.063681247
ENSMUSG00000029464	8.466378953	8.306221464	8.539487793	8.385411819	8.228963644	8.145870286	8.3736951	8.37087093	8.201172272	8.197355002	8.274617438	8.177893987
ENSMUSG00000029465	9.652431204	9.678789094	9.94826482	9.551194694	9.403443178	9.685860167	9.743867962	9.549230585	9.226361025	9.353741695	9.672749931	9.422757801
ENSMUSG00000029466	9.034726071	8.799964096	8.853221369	8.746947811	8.844086796	9.051813795	8.845698384	8.809079886	8.573856112	8.791396107	8.981216808	8.443673669
ENSMUSG00000029467	9.898153194	9.911762706	9.801963585	9.859332964	9.700226868	9.587905774	9.449909595	9.743618565	9.184223297	9.396410512	9.789013606	9.618359445
ENSMUSG00000029468	7.766587435	7.903583301	7.71056378	8.003514705	7.801675805	8.021282207	7.751188798	7.947758016	7.665352071	8.033683701	7.908144778	7.858892261
ENSMUSG00000029469	6.838839321	6.695803202	6.938043571	7.01621947	7.264804096	6.528592577	7.745269827	6.892646741	6.585287251	7.458787066	6.742939345	6.823257418
ENSMUSG00000029470	8.171380981	9.237086053	8.1988589	8.543174929	8.47281949	8.361457899	8.735524805	8.423657754	8.315788169	8.530566858	8.194649995	8.368229821
ENSMUSG00000029471	7.129871916	6.356588848	6.537600267	6.971506089	7.087664762	7.291132956	7.098593575	6.655645791	6.80502079	7.118335055	6.989970573	6.74773109
ENSMUSG00000029472	10.99581478	10.72984866	10.52907898	10.70054372	10.81173441	10.73022896	10.69741749	10.85971327	10.53842377	10.93020839	10.65402893	10.52618888
ENSMUSG00000029474	8.26558614	8.08607181	8.250166136	8.018009839	8.090747411	8.109991313	8.343422474	7.861175396	7.885903236	7.775160393	8.052803675	7.860735113
ENSMUSG00000029477	4.223509387	4.361732677	4.107686049	4.23931228	4.274072551	4.425955232	4.179052115	4.195639326	4.360286369	4.149722696	4.22627301	4.122464634
ENSMUSG00000029478	7.667903702	7.421353741	7.476417534	8.538401767	8.183732955	8.217065411	8.34370153	8.012449363	7.550529106	8.487836889	8.260713821	8.136922599
ENSMUSG00000029482	7.137746465	7.508080652	7.459992971	7.220461823	6.993810904	7.167173792	7.002197354	7.350305395	7.09903069	7.212325846	7.281293155	7.104585941
ENSMUSG00000029484	8.134226158	7.398012091	7.92230668	8.599196954	8.560855302	8.851733319	8.793588589	7.897285226	7.832442331	9.37281849	9.011797769	7.848052231
ENSMUSG00000029486	7.436927289	7.107130638	7.367896997	7.37225736	7.294392023	7.24840953	7.274649131	7.382567144	7.327903052	7.222054646	7.256333641	7.225185894
ENSMUSG00000029491	6.177703779	6.041464693	6.147637284	6.161979589	6.273426398	6.016087687	6.084426851	6.097066037	6.256893916	6.115535574	6.161256157	6.189609652
ENSMUSG00000029499	8.511271538	8.267832246	8.410541432	8.442900686	8.403109209	8.473083255	8.417479702	8.330721819	8.551592457	8.195394976	8.501385927	8.432232832
ENSMUSG00000029500	8.308547765	7.731025455	8.229319392	8.09917621	7.845327109	7.793910784	7.880662552	8.017485859	7.673292741	7.935037124	7.978407781	7.507420598
ENSMUSG00000029502	7.380066466	7.322381533	7.110460157	7.277821764	7.261193304	7.51009304	7.030037168	7.208904465	7.481295268	7.270924138	7.320160219	7.453785724
ENSMUSG00000029504	8.4609335	7.875240733	8.122260565	8.103729451	7.958911311	8.001407659	7.942441678	7.999220012	8.067400956	7.91650476	8.080701886	7.853381134
ENSMUSG00000029505	8.913362705	8.522071311	8.314296067	8.861479449	8.524441561	8.762672871	8.602773489	8.661801607	8.719713828	8.744460681	8.865115831	8.762808218
ENSMUSG00000029507	9.048873474	9.006819306	9.069724893	9.001871428	8.965029054	9.201417949	9.030190761	9.193602828	8.713541054	8.968141437	9.106082039	8.603070926
ENSMUSG00000029512	7.513374498	7.463266467	7.387488989	7.650956691	7.497588245	7.599441524	7.503462753	7.402531063	7.401298878	7.442539661	7.488956803	7.655577639
ENSMUSG00000029513	9.294643755	9.010383886	8.692888493	8.949572121	9.032711701	9.038874978	9.191131997	9.047174975	8.841729877	9.205125159	8.923688764	8.808331304
ENSMUSG00000029516	6.388988409	6.228077759	6.259910909	6.218438784	6.376937805	6.320993413	6.214769092	6.345327871	6.436665462	6.296764935	6.212889053	6.389978891
ENSMUSG00000029521	7.679956753	7.868957804	7.753294528	7.553482169	7.703300479	7.439863899	7.403380575	7.44110412	7.861112916	7.187390491	7.375430169	7.601305035
ENSMUSG00000029522	7.008186869	6.999626624	7.16416635	7.116733564	7.095760634	7.210622347	6.992944248	7.10408592	7.250958811	7.13143732	7.213836486	7.11103223
ENSMUSG00000029524	7.020277053	7.029048566	7.080534856	7.03929122	6.97449377	7.063403463	6.914811848	6.987475491	7.262139402	7.011791588	7.132667095	7.097257069
ENSMUSG00000029526	5.47698209	5.481638669	5.354281064	5.659035411	5.575301094	5.594049906	5.408105463	5.357921809	5.73752609	5.380383502	5.542662874	5.379184319
ENSMUSG00000029528	8.001259408	8.137608559	7.828179651	8.238341625	7.983792669	8.194183884	8.367049321	7.990295256	7.990500366	8.474875431	8.566328971	8.281439347
ENSMUSG00000029530	5.505278011	5.240388153	5.385097559	5.315587631	5.246010213	5.488549007	5.326788598	5.39316971	5.41545366	5.450072117	5.287485772	5.498132786
ENSMUSG00000029534	5.434107122	5.325201503	5.511328955	5.476516189	5.740467139	5.129437619	5.631788105	5.576431503	5.441506781	5.348498989	5.269265973	5.592176139
ENSMUSG00000029535	7.544796529	7.474776937	7.717110827	7.361050951	7.307028093	7.454251331	7.773182564	7.361265141	7.246198326	7.199855233	7.257497535	7.405720332
ENSMUSG00000029536	7.734245578	8.034892953	7.905701422	7.656577301	7.649582524	7.460614989	7.701092453	7.848174093	7.767528473	7.678431428	7.744625149	7.613252662
ENSMUSG00000029538	9.775552207	9.465519283	9.586896503	9.449291671	9.415734255	9.835501595	9.28767864	9.396849275	8.964140245	9.609746589	9.679229093	9.265560289
ENSMUSG00000029544	4.489035948	4.641642323	4.589934645	4.580814415	4.536856169	4.757047044	4.47476292	4.615722764	4.659789787	4.538897752	4.653737543	4.695715163
ENSMUSG00000029545	9.074936167	9.09383843	9.148968554	9.01208534	8.923121294	9.179724593	9.049290323	8.857056719	9.180188148	9.182929077	9.109673917	9.125680283
ENSMUSG00000029546	5.541843935	5.284911716	5.325223143	5.284814547	5.289393868	5.62973677	5.163130854	5.231630799	5.369554567	5.303839719	5.322201352	5.442782432
ENSMUSG00000029547	8.650153119	8.087386551	7.793160351	8.199922907	8.1635754	8.472691797	7.890231824	8.266880317	8.160959701	8.347997605	8.284374364	7.868122682
ENSMUSG00000029550	9.792036435	9.66916244	9.49739579	9.614617677	9.54270534	9.860963246	9.612976789	9.607467538	9.732761549	9.62813763	9.703995769	9.692829896
ENSMUSG00000029551	8.649821881	7.892149312	8.556917788	8.207556361	8.000929042	8.237401302	8.201549022	8.342965231	7.923900992	8.062824111	8.158795634	7.898383265
ENSMUSG00000029552	7.432012595	8.02952534	8.097200831	8.152346039	7.782181446	8.362778116	7.987562732	7.531883303	8.031077864	8.625057107	8.43744136	8.127121578
ENSMUSG00000029553	5.014784949	4.880786257	4.943613336	4.946597603	4.826930216	4.905687267	4.785323531	4.828224297	5.133555261	4.865353117	4.696313672	4.776474529
ENSMUSG00000029554	6.905239007	6.823940922	6.28182703	6.825107677	6.977983509	7.026007663	6.435798984	6.838634695	6.757731488	6.915294545	6.775322537	6.821827588
ENSMUSG00000029557	5.378971102	5.275614134	5.040598422	5.119271777	5.174872504	5.378846964	5.25451092	5.28128597	5.330270501	5.157123388	5.301288378	5.250485356
ENSMUSG00000029559	7.713794447	7.47759025	7.459946428	7.541236395	7.413496276	7.650147222	7.64029655	7.570011254	7.590486989	7.709728613	7.635439761	7.488494561
ENSMUSG00000029561	6.485065912	5.423671379	5.63627538	5.191380143	5.362229961	5.394695363	5.327324562	7.07499407	5.984324491	5.232249619	5.438461517	6.505747821
ENSMUSG00000029563	5.738932666	5.614704716	5.585424946	5.753238389	5.750609466	6.008476671	5.582519885	5.759778071	6.155634477	5.720899724	5.661145411	5.81068164
ENSMUSG00000029569	7.140096755	7.071983447	7.170542435	7.687748679	7.215807704	7.181003213	7.510424376	7.221752	7.123488273	7.03729235	7.19097436	7.05750541
ENSMUSG00000029570	7.280905525	6.664727674	6.49664852	6.697605456	6.632528741	7.063164516	6.528152715	6.916444382	6.903846252	6.720440154	6.782808977	6.677446122
ENSMUSG00000029571	8.050047965	8.231370634	8.366010651	8.281263022	8.049081119	8.066062087	8.29150352	8.034710153	8.212787089	8.055300326	7.891258169	8.157208125
ENSMUSG00000029575	8.164002341	7.860677972	8.054227719	8.052636976	7.999449207	7.891951609	7.958219094	8.008362168	8.139133592	7.900515359	8.006225558	8.112497789
ENSMUSG00000029577	8.07353445	7.906382598	7.678694954	7.945969867	7.883946301	7.783332507	7.812486592	7.778229974	7.686315869	7.952549895	7.764128803	7.914550964
ENSMUSG00000029578	7.77123965	7.472749936	7.44331627	7.516385331	7.500480789	7.514214416	7.560657619	7.578621275	7.550934622	7.588622825	7.732148571	7.53795273
ENSMUSG00000029580	13.26310449	13.19611252	13.16372302	13.30009182	13.3062762	12.97556797	13.17738168	13.17241743	13.0515917	13.24586794	12.88268507	13.17529058
ENSMUSG00000029581	9.431939926	9.393306106	9.418906933	9.523351521	9.433388749	9.243201717	9.408846077	9.485548495	9.421530503	9.576629111	9.253178999	9.430330396
ENSMUSG00000029591	7.694274061	6.751495372	7.282782517	7.03050828	7.222311638	7.114920813	7.146332395	7.068581278	6.721389606	6.96648135	7.125088227	6.84982357
ENSMUSG00000029594	8.011795276	7.177079935	7.432418909	7.505906016	7.357874218	7.739436749	7.19937875	7.684128861	7.517155904	7.512490298	7.652667663	7.194948777
ENSMUSG00000029595	5.355945834	5.024517873	5.312217802	5.294010365	5.326792362	5.531695354	5.123744324	5.171290921	5.330270501	5.226787188	5.157241041	5.357934338
ENSMUSG00000029596	6.41837795	6.327256137	6.393301596	6.455352744	6.36816175	6.482156391	6.315216906	6.357825574	6.650488167	6.357964346	6.462609248	6.438744119
ENSMUSG00000029597	6.660360066	6.64360407	6.378369817	6.556536168	6.338712441	6.567814965	6.362242023	6.565078076	6.808490249	6.332651435	6.498180869	6.716831315
ENSMUSG00000029598	7.957749988	8.015206087	7.806621313	8.102728752	7.792067321	7.978503741	7.863662946	7.96513445	7.994092082	7.908848418	7.986233482	8.02213578
ENSMUSG00000029599	8.188220316	7.82319823	7.732780739	7.824666354	7.623980436	8.280879938	7.38761723	7.842894831	7.922942049	7.953166519	8.141044343	7.731697545
ENSMUSG00000029600	7.248229166	7.269703017	7.499573356	7.662409408	7.383465292	7.441823472	7.632057501	7.513094777	7.592533382	7.42668198	7.446246027	7.474466171
ENSMUSG00000029602	8.447376912	8.53596228	8.454165878	8.397134759	8.176824282	8.542515952	8.211354612	8.245912074	8.63887016	8.056537885	8.468171319	8.651569053
ENSMUSG00000029603	8.036469613	7.719026201	8.042624235	8.093373922	7.97644294	8.020381253	7.965995664	8.029806081	8.191437213	8.019166334	7.911746966	8.23114603
ENSMUSG00000029605	8.028256231	7.447982748	7.689725904	7.467964705	7.626237459	7.613820061	7.660937418	7.745273938	7.95452097	7.464806912	7.607478018	7.999275151
