Gene ID	wild.type.genotype_1	Hunk.knockout_2	Hunk.knockout_3	wild.type.genotype_4	wild.type.genotype_5	Hunk.knockout_6	wild.type.genotype_7	wild.type.genotype_8	Hunk.knockout_9	wild.type.genotype_10	Hunk.knockout_11	Hunk.knockout_12
ENSMUSG00000040006	6.755025361	7.476156459	6.867641939	6.841719918	6.959212045	7.027658251	7.054535788	6.852878646	6.927440278	7.000459019	7.146710265	7.009337218
ENSMUSG00000040009	4.644674095	4.44029271	4.645346302	4.664878003	4.64726342	4.61808017	4.64802542	4.595600797	4.802484039	4.669419954	4.580228233	4.722691966
ENSMUSG00000040010	10.31727972	10.11478774	10.69738412	10.16276092	10.19077545	10.31290381	9.843086212	10.30142729	11.44796318	10.12625938	10.24377253	10.77299363
ENSMUSG00000040013	8.693009149	8.616232775	8.870297819	8.699197284	8.65187219	9.063870598	8.610736639	8.662567397	8.801040821	8.772674374	8.898199094	8.81423508
ENSMUSG00000040016	4.501915346	4.42479436	4.438573418	4.457688662	4.403120024	4.386513969	4.271951515	4.469364305	4.728540675	4.253202638	4.319613988	4.473485604
ENSMUSG00000040017	7.318666481	7.085958574	7.060611349	7.130768151	7.224239981	7.191311944	7.058162479	7.053175785	7.37664281	7.164325149	7.137470787	7.225706611
ENSMUSG00000040018	6.56615022	6.677533278	6.624597568	6.580915365	6.547800846	6.364559429	6.580170844	6.552805981	6.484984633	6.555623872	6.51882841	6.51049059
ENSMUSG00000040021	4.597618689	4.607702246	4.462570086	4.622811443	4.426787689	4.495584306	4.384792606	4.441397987	4.745637448	4.382360668	4.441370712	4.462653925
ENSMUSG00000040025	7.998693986	7.928616962	8.12457438	8.009875048	7.921854182	7.624733143	7.842097186	8.012428995	7.72487737	7.850086533	7.868697435	7.767855206
ENSMUSG00000040026	8.080610494	7.893548016	10.5003514	7.832211972	7.700867136	8.342587475	7.652181369	7.769158612	9.311231857	7.619671472	8.085236564	9.661299932
ENSMUSG00000040028	8.608726844	8.322433911	8.438008477	8.324752613	8.295084048	8.345826418	8.052022326	8.439358135	8.282428033	8.347451432	8.790551618	8.125420515
ENSMUSG00000040029	7.660078863	7.551973295	7.498736993	7.685685047	7.619129804	7.687504406	7.631463071	7.660858372	7.67697578	7.464678159	7.520922784	7.594699502
ENSMUSG00000040033	6.928056273	6.78644696	6.754708034	6.730329812	6.808358362	6.799306049	6.673951331	6.812628858	7.000743484	6.735733903	6.692089656	7.065387828
ENSMUSG00000040034	7.778281009	7.480940304	7.668898344	7.557477481	7.700867136	7.710990486	7.69798848	7.841960045	7.439445033	7.785474038	7.78231004	7.452658899
ENSMUSG00000040040	7.126746586	7.05395406	6.996918301	7.1975378	7.202889677	7.134623825	7.119956958	7.063252801	7.451100426	7.153244668	6.948517166	7.245097743
ENSMUSG00000040043	7.844848552	7.832346954	7.808690802	7.769278186	7.932013114	8.090329377	8.07464165	7.874635269	7.947882774	7.763510937	7.966856471	7.965541921
ENSMUSG00000040044	7.785428742	7.42764625	7.807572871	7.761010544	7.70398704	7.902822576	8.001828135	7.789874548	7.687470774	7.70708719	7.743187813	7.77354054
ENSMUSG00000040046	6.078463416	5.679636107	5.971761964	5.85121628	5.862169076	5.825702829	5.685248864	5.805641184	6.259431753	5.734801942	5.79496599	5.954951102
ENSMUSG00000040048	8.185511241	8.780776755	8.693844418	7.964880298	8.015211482	8.171361137	8.149722588	8.041352264	7.889992697	8.131739481	8.042039464	8.170653386
ENSMUSG00000040054	7.973399591	7.927056722	7.602954852	8.073906116	7.914840009	8.054505039	8.00631178	8.036497643	7.730221605	8.028983278	7.997816959	7.953161459
ENSMUSG00000040055	4.928503762	4.961629279	4.941684419	5.04258874	5.145209227	5.000442565	4.827018404	4.930802797	4.986628979	4.89773086	4.959905318	5.010725613
ENSMUSG00000040061	6.906761341	6.493698993	6.614127806	6.640236642	6.663532683	6.699147794	6.572312332	6.464067855	6.886386957	6.467082175	6.694977998	6.600584553
ENSMUSG00000040065	5.941634998	5.60841036	5.71863924	5.66578479	5.717208839	5.728964037	5.654236545	5.726314374	6.129205229	5.35247231	5.653137099	6.05909498
ENSMUSG00000040084	8.751580552	8.687057596	8.583941352	8.790557158	8.75165698	8.66499532	8.42580576	8.856750107	8.5355433	8.965507614	8.61483791	8.557866366
ENSMUSG00000040093	5.39255934	5.351918306	5.235013002	5.444684407	5.36044342	5.395242609	5.448115226	5.46413186	5.267594154	5.254884108	5.256945598	5.401806877
ENSMUSG00000040097	6.945938251	7.040065019	7.050462049	7.310452669	6.996900064	7.121452295	6.97292825	7.177109334	7.240461917	7.012247035	7.079974305	7.075034522
ENSMUSG00000040102	6.481940886	6.466719089	6.348990394	6.719646666	6.239728707	6.022495262	6.563974224	6.324063807	6.183276495	6.107792683	6.007481078	6.218597651
ENSMUSG00000040112	7.988538575	7.875257488	8.267854656	8.380369981	8.065973452	8.139381541	8.370526215	8.058731189	7.889676125	8.462413514	7.989992609	7.913124585
ENSMUSG00000040118	5.905200849	5.731031669	5.794185242	5.893608733	5.770874953	5.886771304	5.663793152	5.710248253	5.955764783	5.801168628	5.773120424	5.768143618
ENSMUSG00000040123	5.289845505	5.361086129	5.533471832	5.44853983	5.263422573	5.470511748	5.650717631	5.42275369	5.642740425	5.337005322	5.599061827	5.720330787
ENSMUSG00000040128	8.444342963	9.699314006	9.19687658	8.948211486	8.789598508	9.143506747	9.239514257	8.911413788	8.717187509	9.0179519	9.134097357	9.161503906
ENSMUSG00000040132	3.433647248	3.625305451	3.411455347	3.352412181	3.443539894	5.082279651	3.332703164	3.435040123	3.437907284	3.302303993	4.823683879	3.404753266
ENSMUSG00000040134	6.50942772	6.414897702	6.399232055	6.591738697	6.498941928	6.848632353	6.388231855	6.376201508	6.640621337	6.542178173	6.495868836	6.694448249
ENSMUSG00000040136	4.993620551	4.779031526	4.838257073	5.099416831	4.819366304	5.017035226	4.861951171	4.950880608	5.268957135	5.018028974	4.701537912	4.969119231
ENSMUSG00000040138	5.529913418	5.364312135	5.300231181	5.56090091	5.436975139	5.385443891	5.301742617	5.529942259	5.517660796	5.317385642	5.450351935	5.418519959
ENSMUSG00000040146	6.320901971	6.166676471	6.421981055	6.341540039	6.376456563	5.942810206	6.427109794	6.307323002	6.40316581	6.219043565	6.294826111	6.536824116
ENSMUSG00000040148	5.153857936	5.182334216	5.057849759	5.205989061	5.146651892	5.27043709	4.999899582	5.184886164	5.213879952	5.188600169	5.127425081	5.233797544
ENSMUSG00000040151	8.135051216	8.001019892	8.084580564	8.156929503	8.226628775	8.159510775	8.104927708	8.190687045	7.852182205	8.132645206	8.234833275	7.991198017
ENSMUSG00000040152	7.510233157	7.311526424	7.582337263	7.421496188	7.98583054	7.733496549	9.176395655	7.658242784	7.920849701	7.675759918	7.882804869	7.806338658
ENSMUSG00000040154	7.004854035	7.120195883	7.052697738	6.929113186	7.094552775	7.20912141	6.643249175	7.180206788	7.189934753	7.221702271	7.07225469	7.311777045
ENSMUSG00000040164	6.793158482	6.878304354	6.388980704	6.290977907	6.406966115	7.674274426	6.382263644	7.014741931	6.775839295	6.305207861	7.405822374	6.697547754
ENSMUSG00000040165	5.830251834	5.995143987	5.878100895	6.054801964	5.868059684	5.766668554	5.895327019	5.816388143	6.153281117	5.808857062	5.987846744	6.095743477
ENSMUSG00000040170	8.093776517	8.158976195	8.159782295	8.511551752	8.004410925	8.196542336	7.850807611	8.19003068	8.593440191	8.170314711	8.004690546	8.220109508
ENSMUSG00000040181	7.961069398	7.809344036	7.846102807	7.830483296	7.713373064	7.870790425	7.580048152	7.916844628	8.20066629	7.845410498	8.013658055	8.028472412
ENSMUSG00000040183	6.88856797	7.006950285	6.979190654	6.975399325	6.858363895	6.992422566	6.800529056	7.117722201	7.034567991	6.932651297	6.666945937	6.994903743
ENSMUSG00000040187	7.708084	7.659748097	7.700655939	7.744651414	7.589739926	7.630418407	7.697515703	7.636211792	7.86010968	7.412671235	7.685873754	7.784415699
ENSMUSG00000040188	8.670658339	8.95130515	8.798749711	8.886705845	8.671840956	8.652923678	8.725353811	8.688690976	8.863156832	8.779977477	8.822686147	8.926798855
ENSMUSG00000040189	6.976152866	6.909886291	6.755956159	6.783324892	6.929048335	7.061198692	6.892087498	6.898690592	7.026450271	6.866180552	6.893984988	7.086644821
ENSMUSG00000040197	6.264850999	5.942737168	6.136434542	6.010096938	6.133724668	6.211221175	6.055067954	6.185016343	6.472390462	5.946328218	6.341796095	6.350319149
ENSMUSG00000040204	5.281875341	5.392384803	6.349213463	5.029265613	5.766921289	5.202099567	5.764431187	6.067262663	5.360623744	5.133095014	4.935009548	5.298067622
ENSMUSG00000040205	7.638022686	7.443216242	7.567302638	7.608739713	7.616268849	7.482352632	7.34534613	7.570666824	7.712019699	7.597710166	7.524913686	7.533727963
ENSMUSG00000040209	7.335471227	6.873698407	6.929685102	7.383948741	7.363429872	7.242476149	7.285814536	7.442053457	7.33167953	7.344743807	7.286939251	7.344175178
ENSMUSG00000040212	6.30337448	6.519837508	6.308543471	6.273402391	6.457961186	6.590976649	6.233660124	6.210473811	6.485530486	6.658342637	6.432595264	6.629123145
ENSMUSG00000040213	7.700660114	7.433550977	7.835133395	7.607351414	7.78620599	7.865221036	7.710880255	7.751362009	7.674181293	7.719086452	7.82591872	7.5267331
ENSMUSG00000040220	7.025015053	6.857928214	7.184212212	7.180715666	6.948784003	6.841644509	7.01287148	6.94057733	7.432534651	7.009529422	6.89536979	7.260115432
ENSMUSG00000040229	4.504818326	4.352021986	4.687878476	4.450095595	4.526936276	4.577219816	4.613755196	4.530971963	4.661420595	4.500351605	4.37080414	4.515715624
ENSMUSG00000040231	6.932583922	6.799695517	6.871725602	6.977606097	6.930136861	6.756855257	6.661377072	6.997312495	7.097375732	6.684795529	6.761184532	6.871929508
ENSMUSG00000040234	6.56707292	6.18776399	5.98669636	6.552005842	6.375827893	6.08205008	6.772385507	6.254231712	6.092575779	6.293459498	5.914949902	6.109538268
ENSMUSG00000040236	7.874479439	8.10758308	7.815868314	7.682127589	7.674471461	7.987186623	7.822715101	7.842146475	7.680027234	8.078860555	7.88133832	7.803419204
ENSMUSG00000040242	8.255657242	8.248606969	8.534033219	8.746014245	8.260060974	8.000257115	9.294503886	8.184253102	8.127808332	8.268601682	8.24191902	8.093047584
ENSMUSG00000040249	7.231639001	7.296523728	7.02425389	7.351710028	7.154426503	7.110390361	7.103508179	7.15367002	7.192771469	7.055228534	7.353806645	7.370369064
ENSMUSG00000040250	7.88551073	7.598858543	7.520683716	7.918858566	7.537549637	7.631172137	7.93295144	7.649703234	7.091334284	7.733946145	7.775920448	7.356214601
ENSMUSG00000040253	7.606112793	7.284373355	7.218070449	7.194217578	7.238940418	7.222354	7.199516868	7.516304886	7.464616351	7.242952231	7.261573476	7.443770099
ENSMUSG00000040263	7.644228765	7.239426884	7.220905874	7.347233719	7.294436775	7.4510639	7.059947988	7.311656279	7.42315797	7.213135459	7.307346384	7.493181356
ENSMUSG00000040264	6.520920251	6.398334396	6.838693469	6.557472024	6.568227067	6.451724575	6.378056536	7.56672784	6.625134672	6.431152271	6.440705279	7.314402745
ENSMUSG00000040265	7.244656167	7.238000246	7.296211522	7.403529049	7.2996504	7.426431644	7.364419776	7.307009743	7.372860852	7.300454049	7.27753463	7.259711669
ENSMUSG00000040268	7.035107461	7.331337756	7.572938737	7.054678478	7.147203661	7.321047607	6.912110881	7.092519851	7.226122838	6.798702678	7.526872406	7.441802743
ENSMUSG00000040269	7.642808587	7.4451852	7.818297767	7.558265305	7.671985083	7.409492857	7.62595614	7.471829758	7.221465002	7.79139512	7.233341701	7.046503172
ENSMUSG00000040270	6.973890837	6.897901367	5.989209874	6.205336466	6.953461951	6.074671335	6.907094055	6.735023268	6.05909498	7.398535815	5.715824727	6.040109528
ENSMUSG00000040274	6.881241883	6.435982674	6.402657099	6.503116478	6.662933869	6.679520474	6.539602633	6.609424817	6.845889054	6.549172964	6.737787849	6.617587541
ENSMUSG00000040276	5.68187611	5.6153528	5.458363171	5.619813344	5.51675886	5.430452974	5.441107532	5.368334117	5.693797574	5.531827418	5.429784482	5.55082605
ENSMUSG00000040284	4.016461305	4.017736172	4.02746194	4.116747777	3.87771655	4.067772319	3.8761397	4.041067245	4.107423149	3.881480764	4.025544515	4.122831144
ENSMUSG00000040289	7.851624197	7.53430193	7.547621878	8.346691151	8.10200667	7.564701678	8.409267953	8.003139165	7.666557964	8.087833891	7.437661147	7.829841607
ENSMUSG00000040297	5.416202793	5.367844733	5.826815038	5.589830356	5.487203715	5.441738022	5.679593881	5.630243329	5.497533581	5.456687795	5.360926017	5.879760731
ENSMUSG00000040310	6.718458355	6.199575532	6.206312918	6.525212214	6.426639655	6.60071354	6.540002236	6.372410933	6.556372216	6.594780934	6.497694039	6.612221711
ENSMUSG00000040314	5.644070866	5.53489823	5.660909098	5.757181197	5.566353883	5.60851378	5.596093709	5.626097257	5.927897513	5.619700911	5.578975908	5.834057719
ENSMUSG00000040322	5.060995702	4.833071805	5.08522851	4.839480509	4.824523244	4.901747786	5.034730765	4.81347572	4.90650538	5.287793502	5.038785984	5.126389885
ENSMUSG00000040325	8.464286928	8.151230302	8.561390985	8.597941568	8.531609059	8.591308478	8.65142307	8.465544104	8.3176382	8.604994217	8.625861427	8.427632436
ENSMUSG00000040327	5.45551952	5.241123618	5.317966155	5.396609797	5.589645979	5.406905153	5.312191506	5.375644327	5.485772083	5.369883397	5.387448571	5.453993998
ENSMUSG00000040329	5.926300937	5.779152076	5.758563511	5.917987804	6.068170415	5.931629346	5.925662439	6.04804825	6.133473357	5.869929517	6.145274136	6.00729222
ENSMUSG00000040331	8.065067175	8.09433047	7.81121594	7.786090258	8.31699724	8.036422491	7.739126184	7.957895056	7.438472777	7.784637132	7.736511333	7.287973651
ENSMUSG00000040345	8.4302387	8.729254097	9.278505783	8.741433293	8.641383481	8.760782431	8.736056759	8.738491288	9.037894997	8.48582239	8.750323719	9.308767052
ENSMUSG00000040350	5.112636038	5.042756621	4.930061422	5.08312645	5.113370641	5.217344893	5.136247918	5.167733021	5.164793591	5.151012176	4.963841693	5.171896257
ENSMUSG00000040351	6.508270881	6.913748679	6.798697909	6.739312478	6.67007892	6.514973787	6.495629275	6.754082427	6.312310801	6.556354173	6.822836408	6.455556574
ENSMUSG00000040356	5.436950725	5.691997244	5.405588848	5.525798886	5.544679237	5.820267916	5.568784617	5.524850295	5.437958805	5.529647466	5.697700944	5.475333679
ENSMUSG00000040364	5.53168714	5.283634129	5.40177946	5.298980221	5.166978248	5.457489826	5.330344329	5.25927769	5.467742981	5.227442074	5.339682984	5.439856556
ENSMUSG00000040365	7.36198489	7.351898062	7.191473793	7.47220084	7.688284962	7.453001579	7.594187201	7.585262873	7.249400838	7.799110811	7.447292831	7.475714386
ENSMUSG00000040370	7.288204422	7.495744364	7.730940702	8.022680282	7.70039595	7.590960683	8.758306977	7.280105396	7.396607036	7.759541143	7.74463878	7.567544866
ENSMUSG00000040372	6.741286133	6.644375552	6.704274668	6.650561835	6.667741421	6.751224127	6.485874342	6.575978538	6.950596883	6.628585641	6.556415985	6.787858351
ENSMUSG00000040373	7.26126427	6.921061736	7.13243201	7.03481829	7.124345084	6.778422208	7.11221982	7.165596202	7.131499243	7.054907252	7.125277852	7.286905267
ENSMUSG00000040374	7.509112675	7.509884392	8.207721898	7.542118062	7.480577153	7.23051039	7.912336981	7.578041592	7.404020403	7.480726615	7.417932823	7.368098684
ENSMUSG00000040380	6.576285486	6.403086313	6.448906256	6.516045887	6.529379774	6.626631425	6.388625319	6.437300546	6.800417224	6.430796992	6.521577869	6.724353784
ENSMUSG00000040383	8.503907487	8.476872683	8.122483148	8.149314652	8.54475774	8.366485139	7.826675371	8.341776609	8.000630844	8.586649429	8.390079231	8.026495586
ENSMUSG00000040385	9.792036435	10.24711038	10.34877065	10.2285284	10.15759316	9.906712841	10.55773914	10.12707968	9.585283516	10.23083267	9.79430079	9.864495454
ENSMUSG00000040405	5.303628846	5.201025598	5.124457955	5.524810116	5.118692794	5.50995343	5.229882727	5.132086567	5.416966193	5.261469863	5.190631333	5.438098245
ENSMUSG00000040407	5.855297407	5.642289996	5.459157047	6.062935875	5.885864063	5.743003883	5.552562726	5.718084843	5.802875062	5.375568416	5.722148101	5.528028785
ENSMUSG00000040412	6.861118365	8.87976198	7.507675104	7.719370946	6.745985262	6.644650037	7.280413103	7.232465034	7.321601045	7.056920394	6.534372119	7.206114383
ENSMUSG00000040413	7.735766406	7.798265414	7.684122729	7.864325929	7.864939359	7.743027624	7.752228146	7.831011381	7.907368139	7.75234696	7.591750213	7.809759882
ENSMUSG00000040414	8.229724233	8.555911861	8.377275127	8.275048056	8.477798527	8.20932728	8.141780148	8.440028623	8.349001315	8.378576419	8.2970083	8.228645881
ENSMUSG00000040415	8.224590611	8.266486861	8.234652917	8.538172047	8.484618758	8.450046568	8.819336319	8.369975176	8.597697283	8.828228546	8.515962595	8.538292393
ENSMUSG00000040428	7.54991075	7.449369576	7.407592145	7.48375717	7.375140109	7.429411893	7.30152871	7.440480882	7.840924345	7.387453023	7.388468246	7.556248532
ENSMUSG00000040430	8.121399427	7.865119946	7.587796085	7.72516149	8.186617729	7.886394172	7.990939871	8.108735133	7.79932521	8.294444453	7.857098441	7.493256004
ENSMUSG00000040432	6.529152951	6.133500726	6.228743777	6.412739283	6.209876556	6.199373382	6.396153101	6.186274086	6.426158147	6.083400869	6.508874441	6.429903249
ENSMUSG00000040435	8.061657444	7.949858911	7.872925478	7.916000386	8.211941231	8.173625769	8.002384471	8.001895852	8.202428665	8.07852273	8.150017846	8.323005833
ENSMUSG00000040446	7.922763627	7.690684757	7.933741688	7.9901538	8.023198759	8.446106726	7.995482547	8.013904181	7.903307148	7.859748783	8.33322998	7.779807392
ENSMUSG00000040447	7.56423816	9.389516831	8.733161799	7.887113708	8.822475122	8.994465377	7.910486519	8.229198347	9.356559168	8.446016837	9.062549797	8.97288121
ENSMUSG00000040451	6.952790804	7.170542435	6.84147562	6.889095268	7.338667551	7.041050499	6.735362672	7.212899937	7.193308634	7.052604618	6.874757686	6.81273552
ENSMUSG00000040455	5.694329429	5.299830462	5.7404009	5.545060287	5.519999531	5.530043826	5.739673656	5.640024701	5.324921494	5.570964689	5.55711226	5.457592267
ENSMUSG00000040456	4.918461688	4.751999451	4.828782805	4.759795718	4.615091164	4.767435608	4.781369149	4.862722908	5.212681878	4.573396716	4.934051182	5.031265045
ENSMUSG00000040459	8.880894466	8.965513732	8.776324388	8.881731284	8.82634655	9.023425937	8.740545037	8.889557664	8.957059309	8.899210333	8.892250795	8.7362997
ENSMUSG00000040462	8.390716611	8.652563218	8.805666175	8.769642013	8.503795469	8.943575902	8.840261709	8.667239351	8.809974678	8.7853227	8.698329972	8.892679309
ENSMUSG00000040463	9.538729278	9.272575578	9.391569803	9.417467137	9.827442091	9.900808982	9.286773164	9.741640998	9.440654665	10.26150465	9.6621957	9.23310042
ENSMUSG00000040466	7.094662724	7.417833714	7.306093218	7.127806323	7.248117018	7.232000231	7.202911364	7.177785718	7.131119396	7.122164473	7.121240794	7.310003988
ENSMUSG00000040472	8.232947239	8.153334703	8.338537241	8.237750355	8.141707265	8.438372916	8.136944623	8.264663205	8.394976937	8.401060672	8.375650311	8.148358608
ENSMUSG00000040479	9.965022846	9.498262661	9.576557498	10.063482	9.693376542	9.288354637	10.59251105	10.05621799	9.602116506	10.6332544	9.278476043	9.748151588
ENSMUSG00000040481	8.826624233	8.522048789	7.837183355	8.579495905	8.875749247	8.578754908	8.348992655	8.787002359	8.380013331	8.939502891	8.599683785	8.38148262
ENSMUSG00000040482	8.123616791	8.209440639	8.050337626	8.028138356	8.08350444	8.243423053	7.95190781	8.006202999	7.876485959	8.046062431	8.08051798	8.001818422
ENSMUSG00000040488	7.832032716	8.303910972	7.996012566	8.111535184	7.809896496	8.34536264	7.853546718	7.776536988	8.033119923	7.964681291	8.272410491	7.883653185
ENSMUSG00000040495	6.388640843	6.184203964	5.962825976	6.299702766	6.286074207	6.515603748	6.089629445	6.262108461	6.272888192	6.20921836	6.216600384	6.318240611
ENSMUSG00000040502	6.452024434	6.553083354	6.425872583	6.425349933	6.442436234	6.359865112	6.450706992	6.465907074	6.656250781	6.626995625	6.294460268	6.384101688
ENSMUSG00000040505	6.828923933	6.585334513	6.513054007	6.540876007	6.694627023	6.595891358	6.497601029	6.559426549	7.099288555	6.604604793	6.640956801	6.866711633
ENSMUSG00000040506	6.605672374	6.934764725	6.634284805	6.491588815	6.677961162	7.029202507	6.571448585	6.713354096	6.736296866	7.104275957	7.052860324	6.600756886
ENSMUSG00000040511	7.821607251	8.205007757	8.060105332	8.192949805	8.192867274	8.359211223	8.03242934	8.017950505	8.424984908	8.285614845	8.227110146	8.363163623
ENSMUSG00000040522	7.985915044	7.97597369	7.97931496	7.946506564	7.967080921	8.038279678	7.93529873	7.935970211	8.314409371	7.924070458	8.010189811	8.262580198
ENSMUSG00000040525	7.858985755	8.123141986	8.00786253	8.032047817	8.021725271	8.175428156	7.805129353	7.993740044	8.087172309	7.838233084	7.921803692	8.270902618
ENSMUSG00000040533	4.681551573	4.604001646	4.541736655	4.606877515	4.516378623	4.706133857	4.495106947	4.442500009	4.609921754	4.414536431	4.403236485	4.59304133
ENSMUSG00000040537	5.0940917	4.928235731	5.043012338	4.894329965	5.08106557	5.188184012	4.971927621	5.06194113	5.417323703	4.903794637	4.99302478	5.243087711
ENSMUSG00000040548	5.886222618	6.499930866	6.040167016	5.760959359	6.15729195	6.056932066	5.679400929	6.266185409	5.745328905	5.716755008	5.971295872	6.057203045
ENSMUSG00000040549	8.014271401	7.717487629	7.562095574	7.861263303	7.909882768	7.748047221	7.711804373	7.802980269	7.573036931	8.109773747	7.634589123	7.619672764
ENSMUSG00000040550	8.063343042	8.006465321	8.31997706	7.989013889	7.994654949	8.034940703	7.904890381	8.023470159	7.800177065	7.88912327	8.148041098	7.660590327
ENSMUSG00000040552	8.007435793	7.700867136	7.515573316	7.523851045	8.084437074	7.651526964	7.665494762	7.885168443	7.749802308	7.675609328	7.508362642	7.930883135
ENSMUSG00000040554	5.850767856	5.892166763	5.735292283	5.849604312	5.904711069	5.906665614	5.703561652	5.817226189	5.810470286	5.769757495	5.858491554	5.83726577
ENSMUSG00000040557	8.20561557	8.529952566	8.361665434	8.698865425	8.639891472	8.584701274	8.886054004	8.699955062	8.643502244	8.771322111	8.486946136	8.565555762
ENSMUSG00000040563	7.114862908	6.814293188	6.830839061	6.940794755	7.07890681	7.030749123	6.877939604	6.850404634	7.186453148	6.921325526	6.836561655	6.969445644
ENSMUSG00000040564	7.827129114	8.532888219	7.929012514	7.728429601	8.549516642	8.528011103	9.950266119	7.995306424	7.836789376	8.371282807	8.327361613	7.9080522
ENSMUSG00000040569	6.385401779	6.270480182	6.211874636	6.301965798	6.33427079	6.321291791	6.178503818	6.385361302	6.61193365	6.279533916	6.266928673	6.449374886
ENSMUSG00000040583	7.010368919	6.606595087	6.803148217	6.725025497	6.822648498	6.819564889	6.707409434	6.623139023	7.157763765	6.639736863	6.884530696	7.027667161
ENSMUSG00000040584	4.622550469	4.703430818	4.597393682	4.610328134	4.726423928	4.727174696	4.402245321	4.800203656	4.887920009	4.577325968	4.632651143	4.73606508
ENSMUSG00000040586	3.795577316	3.506813218	3.643119882	3.503569701	3.787359091	3.777810985	3.939697767	3.601631977	3.64249468	3.899019629	3.804939	3.750663382
ENSMUSG00000040591	7.369957802	7.243233256	7.360266071	7.433060423	7.492177786	7.413091637	7.616054838	7.345629765	7.402244831	7.535646183	7.234162772	7.366397259
ENSMUSG00000040592	5.169504224	5.108806061	4.912348734	5.070055165	5.192685154	5.220681988	4.984555364	5.194371539	5.292916858	5.147410157	5.233138603	5.382387418
ENSMUSG00000040594	6.702285485	6.662854691	6.54784886	6.540025515	6.760912811	6.839604517	6.469043306	6.496577752	6.987139899	6.67355174	6.440680194	6.665539074
ENSMUSG00000040599	5.100149637	5.064037591	4.83214581	4.97631734	5.021381	4.943398022	4.616132808	4.86783819	4.857159151	5.109801439	4.927303686	4.603711167
ENSMUSG00000040600	6.42393271	6.185875009	6.018941172	6.290674592	6.373677385	6.249696035	6.152825749	6.398151523	6.674772663	6.235933988	6.242875451	6.432925762
ENSMUSG00000040605	5.834513478	5.21288031	5.519583112	5.527710325	5.602807204	5.502784533	5.48900385	5.550029169	5.85834649	5.480331549	5.439813643	5.546086958
ENSMUSG00000040606	6.516847276	6.552473467	6.493509076	6.644009752	6.476007578	6.338255396	6.509292288	6.417616399	6.323638343	6.506118975	6.445412877	6.451439585
ENSMUSG00000040610	6.866138814	6.691279395	6.589872142	6.831380014	6.667002837	6.961719861	6.61570581	6.81426896	7.011848926	6.6935633	6.834855524	6.657676261
ENSMUSG00000040613	8.542079844	8.300052091	8.014732514	8.214092248	8.219991132	7.976047982	7.976404652	8.294433799	8.240648082	7.888634191	7.901959174	8.23758258
ENSMUSG00000040616	7.868397551	8.084183754	8.355362652	7.849441784	7.380981751	8.486981432	7.643394454	8.008443031	8.267192755	8.262815067	8.186686949	8.208183678
ENSMUSG00000040618	7.702694232	8.504911883	7.713276596	8.652786222	8.595291444	8.54844821	9.22889073	8.590848864	8.036653774	9.002301708	8.439670624	7.534807168
ENSMUSG00000040627	5.766426332	5.596278191	5.593079103	5.594533252	5.461996326	5.816495037	5.508583226	5.67885453	5.858613816	5.641536829	5.541648034	5.67906924
ENSMUSG00000040631	7.859543731	7.774075502	8.001692489	8.007133401	7.925516256	7.928046711	7.919695736	7.830391024	7.896033392	7.961583858	7.805872598	7.971205183
ENSMUSG00000040632	6.979466914	6.836203333	6.951909157	6.871539872	6.898395967	6.852153944	6.840064209	6.901214615	7.246337342	6.732231571	6.923422522	7.103533176
ENSMUSG00000040649	7.937562674	7.780796943	7.843578689	7.836666026	7.878856254	7.797476464	7.792156162	7.867234931	7.965799456	7.78165547	7.911744794	7.935393371
ENSMUSG00000040653	7.946270414	7.72271579	7.686481887	7.821702732	7.833194585	7.917942972	7.676722868	7.770125911	8.181456388	7.630783381	7.904584542	7.990127227
ENSMUSG00000040658	7.042013077	7.018614797	6.865284733	6.989397299	6.971598028	6.994387557	7.073972432	7.022282298	6.817864422	7.047053768	7.109570677	6.700998821
ENSMUSG00000040659	9.170446202	8.803745639	9.310784115	8.604187523	8.66127537	9.683915126	8.624055247	8.790572404	9.223942001	9.355716543	9.57671665	9.225709303
ENSMUSG00000040660	6.406641935	6.533318344	6.330163782	6.186218713	6.406253631	6.147637284	6.090783529	6.290186918	6.316364901	6.363080762	6.256972456	6.481630946
ENSMUSG00000040661	8.060234263	7.96019122	7.970338555	7.995255279	7.899754982	8.015189942	8.006114885	8.00201073	7.9948518	7.842419691	7.963974772	8.038324702
ENSMUSG00000040663	6.93662962	7.036123934	7.104487941	7.236234123	7.140867489	7.264805946	7.168723159	7.180242275	7.351111424	7.280063897	7.223435281	7.157548049
ENSMUSG00000040666	5.778096267	6.118832795	6.072962578	5.796976876	5.728360187	5.845425682	5.867884821	5.892236195	5.880447828	5.698490576	5.911895271	6.134986138
ENSMUSG00000040667	8.998576213	8.770817732	8.928342426	8.865553008	9.324206726	8.729900812	8.821255279	9.075148795	8.657310514	9.248627253	8.856220612	8.659854411
ENSMUSG00000040669	7.580952303	7.576844562	7.372243463	7.675191915	7.559118436	7.597635955	7.69089782	7.549845429	7.45892184	7.775522264	7.703205381	7.386554852
ENSMUSG00000040681	6.58987584	6.255540318	6.606936857	6.564875277	6.46650312	6.5545645	6.533327883	6.524505225	6.648495281	6.498052876	6.579668459	6.650433606
ENSMUSG00000040687	7.456723741	7.277663921	7.440093405	7.393490269	7.237075658	7.385912258	7.397219041	7.464912985	7.449480464	7.333122867	7.504249332	7.371471612
