Proteinname	B_395	B_401	B_414	B_421	B_439	B_444	B_449	G_12	G_14	G_2	G_39	G_40	G_41	G_42	G_50	G_51	G_52	G_6	G_9	G_92	L_399	L_402	L_403	L_406	L_420	L_431	L_432	L_433	L_434	L_437	L_441
P55290	46408.46509	214917.875	38290.27881	55133.53479	44884.3457	42088.33832	2962.577271	33179.6554	3385.188965	21440.01321	27911.19775	35860.37402	53147.17578	63345.30664	26767.14722	1251.494995	102076.3047	31123.94336	259969.1328	22736.06787	1692.469482	3337.420776	39975.75781	31614.8584	19431.14087	18368.13611	56254.10742	12517.34875	16563.71303	30670.84473	18767.84668
P55316	6192241.201	 	60522.86157	 	1201700.008	5173103.371	7678.197998	210865.4727	7483.830475	109222.625	161459.6616	679880.9492	1074318.766	2187183.906	168665.2139	1688.791458	836983.0176	 	3630223.125	1522463.388	114585.1328	8245.369629	676284.25	398189.3906	355859.0293	250435.9941	512928.9844	58928.37281	128484.6245	721608.2813	549608.8594
P55786	 	 	 	 	 	 	 	1553.449451	20.0456965	 	1446.75647	68476.78906	8475.501953	 	 	212.0753899	10443.79173	 	134471.1484	7349.814453	 	 	 	 	6.678888321	 	 	 	 	 	 
P55789	 	 	 	 	 	 	 	 	 	 	6564.487793	 	 	 	1989.033691	65.15283966	 	 	234791.7344	2736.215088	 	 	 	1694.555176	 	 	 	 	 	 	 
P59282	5520.252558	729997.875	24158.13184	59056.51172	13250.4541	55012.20313	16007.23047	48970.6582	6878.47583	742.7015038	25698.39453	23512.68945	38618.88867	168.2584686	67738.20898	15211.6731	67556.52148	1.76421237	453953	16796.49329	12498.9209	12836.15039	22400.33496	25409.66113	16175.02051	4758.249512	8681.487305	7609.813721	9105.235352	31741.14844	15605.34521
P59665	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P60174	22835.18693	 	2725.660332	996652.1875	6042.913086	39592.76563	22.19853783	45493.61523	96288.14583	81063.57953	274240.4766	56763.7207	89733.11328	63904.73438	16751.89088	218730.1146	755607.3125	1363288.342	618785.6875	111423.5215	719.36092	46586.52732	14915.64404	17744.7168	4773.594269	86246.8584	4344.127441	119988.3804	63542.4873	15631.46289	19797.61719
P60900	 	 	 	 	 	 	 	49.600914	392.4067688	 	3830.382683	29475.46387	4046.037842	6268.82373	 	33.26352692	33943.57025	 	543842.5469	6769.305664	 	21.47884464	 	8276.900635	 	41.99580383	 	2241.821714	22.04156113	 	5461.474609
P60981	 	 	 	 	 	 	 	22964.52371	1376.501907	 	36.9585495	65772.96875	 	 	 	624.4786377	33753.29297	 	 	31731.15234	 	 	 	 	 	18.63469315	 	 	15.05095005	12354.03125	 
P60983	89529.34041	418352.8516	4375.840424	319109.7592	12412.62988	64857.2876	1883.868225	8761.359375	18539.38037	11993.74724	6885.963196	8903.902344	11124.68115	17861.9375	12024.51172	2722.453827	6247.339111	 	28442.50781	6870.967041	1713.812012	1510.221313	9316.530029	7272.635254	5523.19104	4390.320068	11717.75879	2561.450745	2888.530334	13339.5835	14784.88574
P61077	75452.11735	753432.9844	24804.13983	438858.1389	50477.88672	99330.68555	1639.68927	29554.22162	488.5018444	96152.36615	43447.37769	48194.50391	56738.92578	92312.1875	71406.40564	858.1555557	39665.13761	255732.8594	776587.6563	27370.9364	834.6892586	772.7555542	30759.87109	35804.68945	4369.040818	7456.024857	50751.14746	21489.27966	10164.01581	60224.59961	83195.50391
P61158	 	 	 	 	26593.2168	 	 	32255.37012	504.2096252	 	28332.50586	46956.89063	11017.73047	35768.93359	130.5300751	2117.340485	29631.51306	 	 	 	 	2597.250427	31674.70703	24115.4834	1228.842041	14142.83618	 	 	2008.009155	15357.66504	18169.54883
P61582	23253.67415	628080.0859	10190.34619	794126.7148	9134.393066	34117.00708	2248.90332	1711.915314	223.1025667	3684.114075	3274.074768	14570.57422	23562.25195	6378.043091	3968.795712	5777.808496	23891.98706	56188.89453	14412.58252	5024.625427	5092.163574	701.4413605	17601.80469	2406.476532	5178.527344	6079.648849	5383.936035	1045.222961	5174.312988	4252.746002	10800.91333
P61604	377553.0951	4997723.75	88885.40286	2896362.387	176016.9844	370891.8346	2113.598511	76413.59778	2498.858398	225741.3436	76148.65222	159654.9375	124982.8672	326190.125	189632.1741	4263.288498	93483.41824	514505.625	1315386.375	114463.6523	1580.85437	2123.114563	220360.6953	85951.24609	43883.63562	59235.83777	214214.5	106410.1545	163690.4943	133881.6719	197637.2422
P61626	767868.75	1159895.25	1118308.43	423274.7999	35596.0625	2469670.969	849485.5625	531017.3125	393690.5156	3444772.813	415954.2656	96658.05469	102531.0625	260924.8828	716885.9023	945983.4688	2143023.813	325994.6614	500446.3125	517797.1484	788996.7031	691171.125	67027.03125	31433.93652	209571.0137	388567.6309	50672.58984	616375.7559	816074.1094	52909.22461	60451.29297
P61769	 	 	 	 	 	 	 	 	 	 	 	37095.60938	 	 	41745.43359	60978.79688	165947.1406	 	 	 	 	 	 	 	7192.72168	 	 	9017.222656	 	 	29657.96484
P61916	104652.9792	 	70840.6875	 	64808.99609	241921.8828	30167.0127	79781.03516	68543.87891	428470.9375	128302.7656	140525.5	118247.0938	190900.5156	150080.4922	60964.92188	309978.9531	1413316.125	2503250.25	59309.31836	29931.97168	56495.63477	76528.17969	96472.06641	59303.77148	67244.47852	111494.3828	69865.83203	59970.8877	90323.40234	68352.8418
P61981	47009.85775	833199.75	11467.32666	371329.2318	21275.30176	60597.44385	4097.794922	84566.84961	113966.9375	60227.25488	195441.8438	146202.6953	64292.33594	97969.44531	32087.15332	96318.27246	437942.1563	886540.0742	1870764	11078.49011	13945.65576	21039.79785	64084.01758	44451.03711	22772.94922	28582.69531	46977.78906	27431.65039	45854.38086	38037.93359	55209.60547
P62258	 	 	25998.96729	 	19509.82422	 	2811.55249	62787.20508	65313.39844	 	114917.2715	41569.60938	24027.68066	68375.56836	20762.70781	233118.0313	232441.8906	809980.5625	894610.5313	21427.27734	3798.168213	910.4077148	39062.08789	21254.60156	18057.64703	14346.93359	20598.94971	6006.143066	13038.23389	7941.752441	5670.459229
P62328	488.8279266	 	2338.921318	 	15613.17188	 	529.317627	4861.21286	220.1395378	6478.958435	9219.489807	15438.38062	32622.41504	13713.3645	2224.974609	230.0371094	4203.556335	4033.34082	13939.72559	3826.738449	1477.563354	793.7534685	22538.27344	56884.07617	19472.46021	881.4679871	15145.23438	 	1263.678711	44857.42188	 
P62633	98055.46094	2288526	12575.82764	344912.7813	33513.58789	115558.6563	12623.60596	18349.44019	72225.48389	 	28207.86816	25513.34766	20820.8125	28058.77246	66923.17969	15057.16309	27333.72949	359390.1875	867031.5	35349.62109	7390.943848	6005.205322	9939.013428	8253.884766	4086.159546	13471.18945	10870.01855	 	1414.217163	10331.79883	 
P62937	51589.57031	 	1195.510099	159514.5625	6427.790527	33695.63387	168.3586235	42337.52594	469.6804962	21152.37689	31072.08484	226192.2188	29808.99023	37800.1875	30623.93359	1070.787155	125987.0197	211055.3125	689143.0938	13924.22238	305.4779205	1793.639496	21524.81104	21320.6875	7582.646515	20194.90948	14443.40869	29615.01381	8331.890732	36395.99121	50185.51367
P62942	38069.47168	 	2196.845459	 	 	 	 	29180.83447	4770.929077	289912.1135	99670.67627	220956.8047	77942.30273	625733.6953	703341.5781	6467.966431	154414.25	991292.7722	1616574.25	347991.373	4179.886719	1597.061523	120971.9844	42681.51172	7623.253113	14010.14404	25698.90625	12597.16077	7521.00769	22138.64453	 
P63104	50689.68498	 	8980.201035	 	17049.70654	80033.97534	654.6595993	128064.7793	200134.3828	1014.737	380200.1094	99765.28906	56541.32813	86465.11328	33674.48065	416341.3125	2036818.922	308684.2917	748247.7969	211078.9316	1244.976135	150344.7461	33480.17969	43135.98633	33219.01074	79705.91211	24176.38037	141937.748	80581.78516	35497.53223	32236.78027
P63261	397491.2624	6957842.5	294551.2656	1262762.945	458204.4063	455957.1582	24984.24414	296364.8047	25300.625	347929.5547	219158.9219	669135.9063	333838.0938	418197.1406	347712.9648	54966.24756	788439.6094	1940921.669	1625728.188	297976.8867	53748.45117	82693.32031	928631.5313	665782.125	402300.5313	281829.1641	562545.5469	245464.8535	261463.4648	458175.4688	713127.2969
P63279	57850.06671	130177.168	23807.96478	212725.1807	42604.17578	62793.39218	674.7534332	95742.2605	3580.624969	55216.26973	132381.9333	17303.44287	36168.31836	367857.666	31582.35181	2256.885864	26346.18698	134678.8806	312997.6719	25071.94595	1144.450836	1926.203003	41885.33203	19040.20166	18271.72754	9718.093567	43911.75781	538274.2134	61515.21246	31092.41699	37763.75879
P68032	32880.48773	 	64570.49823	 	227531.25	137933.9688	7206.244873	388166.3906	234075.0039	452.3312683	81621.39526	277326.6875	147382.4414	349360.4844	155437.5156	322615.4375	617903.1875	485292.8125	504365.2813	79918.14722	118016.1572	256420.2109	240577.5156	330191.6563	159895.7813	173090.2695	208992.75	215789.9175	302424.1094	232567.9219	297628.6719
P68104	119929.8123	974622.9688	8994.87978	465496.4761	25102.15039	74707.74927	62.84437466	51210.59454	190.2030945	23561.08551	19403.12461	145755.9648	33185.35059	52892.23242	6606.230873	1192.280075	88409.19212	186454.8306	414537.6563	6469.286598	55.56661987	259.0518799	45250.60938	34724.125	23755.55722	26042.05059	27674.25391	166274.2158	20726.77003	68788.36719	93533.45313
P68363	 	 	5364.157623	 	2517.418823	4920.266602	 	9896.106812	4050.34729	 	9844.396576	8957.522949	4914.448486	10918.32031	13973.01398	4941.803589	37846.22461	 	29753.07129	10687.83469	7.14708519	116446.8828	4596.391968	2254.443787	178.5787506	46754.93176	1215.571899	103549.96	19695.56021	3833.254517	14062.90601
P68871	150313.3561	2037273.938	2039.734573	17847195.4	5958.715698	98744.11328	36.58171749	17217.52942	1644.064728	1750183.266	16583.23926	25624.67188	16730.80664	1653146.25	521893.4453	2461.013306	28518.12015	435702.707	243814.5781	30369.82324	370.8809204	43.78600311	2224578.5	1299452.438	54751.6777	13356.64	57704.38818	95341.74915	24234.61919	21179.10352	1847353.875
P69905	11577.40343	508599.0781	30.45561028	5410183.219	 	13341.28198	12.6816597	3172.566162	4.427245378	1267096.547	3659.016706	35244.57361	3431.683289	1273867.5	182488.4258	429.3686848	2799.810127	98999.26984	55124.78906	12053.67578	388.0855761	8.338360786	1459564.125	867909.2813	37036.52344	1833.687608	26831.33447	23997.15408	1084.633293	11141.76636	1082844.938
P78344	 	 	 	 	11384.90234	 	 	646203.6875	359372.8516	 	 	 	 	 	 	 	 	 	 	 	 	242755.6328	 	18159.39648	145550.146	 	 	 	20441.66406	 	 
P78417	48829.6689	 	10877.2555	160964.4702	23807.68945	32360.60498	435.326889	44712.33085	969.150116	73024.5145	90278.43408	67728.25391	36268.70703	141265.5547	50245.31935	2190.452057	66033.6543	473912.0293	1200281.219	24830.03882	541.7055969	90.93606567	52136.59277	44231.00195	35955.96085	28219.15948	24331.76563	34458.37006	31758.18918	35712.61328	73441.04102
P80108	144294.0308	 	75401.44409	313562.777	418183.5313	113394.1095	19678.04004	48039.26636	5273.54541	117954.1093	21204.44385	189570.9766	122077.9063	171263.9453	61705.32959	1582.003296	64056.76245	35488.35547	124515.7969	92658.48267	10619.45923	8148.444824	119364.2344	285070.5469	149657.7207	54123.28882	287537.8281	132060.4419	91973.05273	331990.7813	454537.3438
P80188	 	 	2898.135498	 	3828.774963	 	 	27600.60449	21179.72266	30589.57129	6365.058594	64305.87891	7823.819824	28634.84863	60013.44043	48406.98633	302238.959	48041.76172	134180.6641	7339.533203	111.8918686	 	14651.20166	2274.9646	24845.27148	103751.5703	15301.25342	1125.495605	15999.0144	4029.488647	5714.557129
P80297	 	 	 	 	 	 	162.2388306	41.27886581	 	 	542869.7832	43470.24414	25032.67383	 	2390114.543	676.2375031	250951.4023	706133.5625	2970526.125	 	 	 	 	 	 	 	 	 	 	 	 
P80303	 	 	 	 	 	 	 	3914.509655	5.269800663	 	 	 	2961.27417	 	11.46998596	16.99806356	1976.690675	 	 	3133.977285	 	 	 	 	 	 	 	 	 	 	 
P80723	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P81605	1517104.991	12232389.5	29027.89484	12333393.59	83388.5332	863351.6396	1429.098999	31759.73982	11997.0332	638.8768311	28459.58862	99716.36133	46514.90234	64851.12988	410405.5234	345.5430679	17170.28196	1286422.439	449551.3438	14876.61683	37894.69482	10454.07717	415.6137085	32957.81152	93189.73901	51164.66211	95144.50195	121103.4055	 	96155.78906	46135.4707
P98066	783956.1563	47743.96484	31915.99885	 	11202.28271	167726.0313	62.32696724	658274.809	2619.520752	440334.3438	204235.765	1151945.906	37126.93262	1005110.094	207962.2031	1954.208176	360715.4487	82226.49377	1424128.313	338603.2051	18929.06274	24.45484257	751766.7969	87801.82422	123371.0513	123763.2119	21208.7627	66754.71299	122400.0101	423418.9531	11021.22461
P98095	 	 	40847.57422	 	41174.15234	 	98749.03711	110498.2832	34807.23828	 	191826.3359	237235.6641	131195.3945	132215.1289	205552.9375	149000.7227	140346.5156	 	819419.6563	43854.55273	19910.45703	24567.40039	33968.49902	62989.84961	35539.1875	20656.99609	134443.2617	25321.97998	35920.03125	44874.84766	40667.01563
P98160	134626.3278	1028877.938	83843.14221	914476.6663	292194.7031	208740.188	24745.47705	98189.24316	92256.15023	185516.2261	115689.7021	337830.9063	264415.125	358429.8438	219748.7852	18383.20361	187553.1816	939943.5786	1602510.375	89485.27832	11669.66992	9900.878418	167334.25	208953.9922	59814.03784	57854.92993	398242.375	116799.6934	188791.1973	279251.4219	334853.3906
P98172	 	 	 	 	4166.502441	29425.14648	2980.396973	20511.4209	8701.78833	 	12932.59607	42586.32031	31452.21875	43860.03125	22267.30396	8460.60376	51570.04346	 	192907.9844	3946.97851	50.94615936	 	 	6924.648438	 	 	20355.3125	1685.097027	5838.544434	 	14357.64258
Q00872	 	 	 	 	 	 	 	 	 	 	 	 	 	 	196856.1504	 	 	 	813939.6563	 	 	 	 	 	 	 	 	 	 	 	 
Q01082	117480.6537	4890206.063	65787.85962	1690669.271	130750.2852	167395.7344	5270.3125	67738.85132	4031.214722	43034.21085	61779.40408	104426.5625	124681.3203	141299.0234	170378.5872	1425.344193	61552.29358	222019.552	737837.8438	64161.09985	20405.03027	1136.278625	128416.5273	96047.63281	38391.24194	56572.62366	177378.3828	43239.80432	73419.06915	274863.4063	226911.4375
Q01459	23252.60254	 	7039.528784	 	18049.20068	40849.95483	37.9917984	12103.06552	550.065999	26040.59679	12911.39565	17997.1499	12461.77295	17927.38354	19656.23872	718.6408844	12858.4088	 	116203.1992	13723.905	28.50416565	17.90434027	25138.7627	10419.26025	3465.55055	4452.284869	18870.81738	22147.72676	8536.258165	23748.30029	18698.09766
Q01469	274556.0352	5005402	31204.57568	1620199.402	59969.02734	405858.0635	11835.58838	109486.7979	18931.12256	158327.4492	107634.4043	358692.625	201584.875	303625.5625	210735.3438	22834.78662	202515.8262	1022923.688	1107167.438	113589.9883	22962.85791	10852.43945	104624.1328	111677.793	76488.71289	72064.75928	149591.7891	120266.7764	61621.27197	178712.9609	190703.4141
Q01518	 	 	 	 	 	 	 	30850.94043	1460.260742	 	10562.0102	61867.7793	 	 	172.824173	1019.759644	52647.06284	 	850934.5	 	717.6082764	 	 	 	 	 	 	 	 	 	 
