Proteinname	B_395	B_401	B_414	B_421	B_439	B_444	B_449	G_12	G_14	G_2	G_39	G_40	G_41	G_42	G_50	G_51	G_52	G_6	G_9	G_92	L_399	L_402	L_403	L_406	L_420	L_431	L_432	L_433	L_434	L_437	L_441
P08519	133037.2481	695522.1563	50860.93274	139178.5049	295643.8125	308134.915	81535.09277	62221.94531	50332.10352	52028.40527	80888.3667	447822.1953	66917.79834	75012.67969	209534.5234	867047.9688	523104.3516	29991.51733	29677.97461	105284.3164	36603.25293	28711.09082	171978.5195	218545.3281	90189.46924	93883.95508	216329.0078	60508.15039	79297.31152	633767.0156	661020.2813
P08571	552877.1276	456485.9141	478718.5508	2190370.328	103228.7305	1182147.314	1055304.5	353210.0469	579550.4844	1223322.33	314260.6465	73455.42578	76690.55469	64524.44141	688991.6094	1479707.875	1459559.605	1668258.656	199943.6719	229774.75	1061139	875223.5313	69121.68359	55822.13477	255910.918	446189.8672	134387.8047	614415.7188	454301.5703	91018.80078	110723.8359
P08572	137293.8398	792897.2813	30651.64685	717608.5	118296.5313	161669.0904	1926.936157	32245.94019	8145.025085	44217.25876	37843.44922	60653.84766	33136.47461	91271.29688	42660.26026	2011.434113	60288.48706	278308.125	196282.9141	30054.12994	1712.44751	489.7043629	131809.9688	84344.87109	37300.20056	31074.3561	171331.7344	66221.22514	71237.38554	87955.22266	197355.3672
P08603	2797562.979	12163177.5	1675076.375	8716411.063	4603902.5	3780304.063	777624.5156	1848299.344	674438.3542	2438919.526	1562435.375	2454920.875	3112782.5	4780389.75	2662026.875	1041566.75	1569882.75	2183330.309	6260301	2800425.188	1084048.406	653813.3125	4850103	5172657.625	4769800.969	2716468.031	4289588.875	4056365	4736337.563	4507432.5	10933647.5
P08670	112432.0183	1951844.375	8080.932531	535996.9868	28708.10352	59048.2262	902.4246445	136161.2834	185.3230209	8959.553711	35358.35553	65573.51953	44216.19824	54621.47266	15229.28159	798.8989716	87940.56445	5343870	319369.2969	7717.707947	673.2373962	431.4161987	32741.54785	42392.58789	10051.73477	38342.42969	56195.32129	25986.55521	14492.19784	65737.23047	76702.38672
P08697	3923121.927	19063140	595465.7461	11174966.35	3621056.625	3234441.938	281657.8281	983563.9219	143608.8737	1358981.023	742964.2734	1638409.438	1602520.188	2786456.75	1263738.156	168705.2656	615631.1016	881212.2998	3737000.125	1566954.125	260854.8828	169771.5625	1905756.188	1816628.375	1154333.141	893890.25	1442144.813	1801298.594	1510906.695	2371773.75	4955526
P08709	 	 	10922.74707	 	14165.54248	 	 	8955.637695	 	 	 	 	2017.361694	 	6003.699219	 	12209.27637	 	 	24998.93164	 	 	10687.24707	14600.39502	15518.3623	11679.16309	15654.87891	7078.878418	20641.83008	13569.18799	10770.66699
P08758	239229.4918	3207021.875	9566.96781	1665165.41	46541.7793	195799.0167	278.5018921	63260.09619	3484.578003	91671.18869	106888.5176	173899.25	92514.57031	179295.5938	88058.86072	5905.477417	108469.1025	680054.1287	2075696.188	34672.00455	1415.563293	1266.739441	106928.0938	65366.61719	18510.58405	31557.33691	71001.67578	39534.42743	60300.20587	82668.01563	89792.91406
P08779	47431.50781	1744531.125	98225.28809	927895.533	379879.5938	 	22865.63867	66596.40332	83016.58301	62256.61871	46285.6084	115571.2891	157555.9219	187074.0664	106853.4102	69122.78857	34545.41797	790183.5635	914967.0469	339614.3203	47960.0957	21622.05078	262717.5703	88081.30859	36478.13672	23822.85449	201477.6563	60384.36328	126799.7188	198017.9766	420550.9844
P08833	 	 	 	 	 	 	 	 	 	102900.8213	2268.146158	290113.3672	 	19759.47266	304589.3594	947.239624	99379.10352	 	 	 	 	 	6086.243408	5131.666138	 	 	22790.73438	1911.793457	29.20293617	 	 
P09104	 	 	11264.97787	 	21499.15527	10034.12305	316.7391357	26898.54517	7251.779785	 	70099.56104	139525.8203	61479.58789	100258.8477	23225.95706	8734.89502	207066.9492	79662.70313	416066.1563	31181.19849	598.0086823	1622.728149	55609.88672	76376.17578	8604.56958	24017.20898	18138.38477	14436.73096	26332.82129	54205.74805	43064.70508
P09172	1391945.742	 	26715.37	 	102961.4141	76640.63354	3806.240173	13910.85883	467.8938599	63358.37567	14413.60461	58481.40234	25401.91797	47988.92383	20515.02386	 	17684.50564	 	121596.9688	24143.6586	8.988206863	2756.980835	16399.88818	116158.9883	9977.256836	 	41008.15234	20304.4292	29705.20099	34098.01172	46820.01172
P09210	 	 	 	 	 	 	 	14982.3075	19.07056046	 	143400.5657	 	 	 	 	64.65769958	85299.48016	 	4718501.375	79317.18578	 	 	 	 	 	 	 	 	 	 	 
P09211	468728.0508	14227912	83478.60938	11636502.92	112975.5469	75771.51611	44231.07813	96464.30469	68829.93294	302304.9909	104037.7012	42603.8125	41075.57422	37166.95801	224962.5391	225569.0625	163739.8457	3102552	259637.5313	100740.7949	128920.7695	95633.26172	25705.64648	25543.3125	26908.44336	87768.01465	129753.7402	77890.23828	69444.86328	53578.75586	71547.63672
P09382	84681.62118	 	20774.91419	53630.40234	25355.81152	98746.79761	30.51650238	56347.53329	452.3909454	12708.16443	41704.77988	308313.7031	22523.03613	87333.94727	45144.50903	1497.244587	227005.894	 	219282.2188	30465.39249	197.6444683	34.45239353	50797.68555	62358.91016	22052.48486	28743.10962	45571.5918	37192.51968	41697.51254	50493.17188	54949.15234
P09467	16736.24726	 	144.5662689	 	5467.741455	14185.86914	684.9219971	21065.63672	12502.23128	37008.07607	33774.84326	20108.95801	22269.55273	30277	6326.843094	9439.834961	31509.40479	112132.895	52338.57031	12715.85614	1000.012421	992.0241394	20303.33496	19186.87207	3851.986877	10985.51318	10772.09229	3010.053818	4652.011353	16366.43945	15958.81689
P09486	53175.38196	 	14967.00536	 	32879.90332	12484.95117	470.1082153	9948.284531	146.421154	18333.49298	5461.811096	15142.83984	15470.79883	15881.76563	44070.42969	122.048563	18005.36859	 	178706.9766	8805.140097	169.7242031	147.510849	25420.91895	34125.39844	7888.35397	12349.53992	28080.71484	8177.267628	21822.64227	25078.64404	17646.92627
P09488	128209.2517	4681306.25	7357.521921	1671010.551	32263.34766	112506.3574	456.1357269	35336.00092	279.4127579	225956.8701	27895.9949	30873.61621	34941.83789	62902.07813	50337.62244	352.4532471	18769.7261	493913.7899	800891.5625	21014.25985	914.6507568	140.0854549	26482.99902	23744.62109	6612.816385	8267.145985	30260.46045	27371.30934	24944.37964	46304.87695	91202.00293
P09493	66914.98685	517130.0469	14714.77777	372312.8616	62502.3125	54959.10492	539.705162	55634.20947	7141.27832	16033.49863	43205.7066	128666.4453	53781.30273	84686.96875	30957.03467	4986.925919	98123.58228	126805.3281	448391.2813	21863.32556	8487.159302	1159.151215	33285.86816	70330.01563	9326.142334	19853.30066	51754.87305	20136.44894	13764.64258	64648.29492	45366.1875
P09525	9133.520599	84789.13281	1291.346025	 	6918.15918	14744.87091	283.4025097	3860.111897	57.88490295	2964.386169	4639.745012	6560.584961	5060.795898	7892.883545	2814.545921	157.5936508	4586.291321	3068.337402	49047.78125	2184.128159	43.41750145	125.0544434	8263.663818	1537.363342	1396.96928	2203.146477	12776.20374	106.0128555	5146.755535	3948.758423	8898.496582
P09603	 	 	106957.0371	 	44379.80957	 	556.6504669	173479.8555	291258.0078	 	1774613.25	59525.6582	61415.92773	66881.15625	301762.1797	60588.39172	847839.957	 	1348489.563	11351.3648	24433.51312	22107.1752	257272.6094	67972.44531	104866.0713	36269.29883	65543.32617	 	34580.80762	45895.92773	52103.07031
P09871	791024.3529	3820099.375	589785.4873	2128819.381	1504011.438	890442.5306	142011.5703	342782.1309	42543.69727	1131322.38	95051.23853	503847.7188	785008.5938	919302.3438	296681.873	17183.30078	431775.8906	1849338.484	2823252.625	442456.6719	93105.50781	49207.96094	602831.0781	636022.6875	656895.9805	510306.2148	950762.5625	668591.5	498560.7314	840765.9063	1874423.75
P09960	 	 	15082.55408	 	350.5037842	15965.74316	19916.77921	31195.4369	9587.644043	67978.98096	32150.3584	43986.42383	45963.89258	44657.55273	33575.49004	3748.160217	34249.14941	458530.6763	621791.2813	20073.89063	94674.43164	22575.28784	68208.01172	66497.41211	35826.13525	18906.73633	30684.06738	57263.4873	46551.13623	58931.23047	57070.33594
P09972	371136.7025	175972.2031	48986.60986	95220.26799	8786.495361	27290.77197	129634.0078	80106.53027	63447.39111	566833.8496	90518.16895	41696.94141	52053.34766	25327.09961	103689.0215	243097.5156	624558.0547	32176.02228	46791.63672	96480.4043	80519.98047	110874.0586	24329.45215	14368.42285	33168.32788	66091.08203	13720.33887	120683.6855	62695.5498	12353.66064	14890.0791
P0C0L4	515381.4219	 	2364853.523	 	145735.4297	3614568.145	3828116.375	1514914.199	2742826.051	316046.4756	1569411.938	56590.18945	65705.73047	107214.4141	728030.3359	4901577.688	1402.873169	70892.24463	82182.92578	1252642.492	1809237.063	3074674.875	111923.3359	21444.21387	506761.5742	1686548.621	61821.26172	3375204.531	3022709.375	66972.74609	255760.5703
P0C0L5	568705.5638	4409204	579238.7422	4286169.409	2214666.688	773121.2887	144494.457	521837.9375	137868.1302	390967.1107	589671.3984	506915.1563	605215.6875	1326867.063	345446.8086	166188.7266	162372.3984	557552.4043	1151551	1048839.484	189799.2227	209501.7891	958871.8125	306519.6953	602798.9531	455118.9922	1390501.563	1643044.5	2364313.047	1013796.781	3996031.625
P0CF74	 	 	5507745	 	256.1578064	 	63724.64844	2925.575562	27074.66211	 	 	5858.456055	 	 	 	 	515641.0356	 	 	 	452.439209	 	 	 	 	 	 	746.1769409	 	 	3906.317627
P0CG47	1289493.667	16538155.5	157176.5508	7711201.5	435903.875	1749781	181854.9844	293457.5977	197335.5703	744630.6406	413048.5078	334752.8828	561419.1094	309436.4844	795621.7969	160343.6484	380282.8281	3681920.563	6419068.5	599218.0469	209349.4492	64647.61719	343888.375	326329.7813	144635.7734	124453.6563	491503.9375	202030.4609	217502.1738	382896.3438	217300.75
P0DJI8	 	 	28424.56592	4288.85498	10421.36621	34195.95313	14243.22632	19013.58392	95926.86458	642212.6436	73101.53027	5129597.25	3090060.25	967390.9063	56374.32919	15671.6615	82006.78223	1540472.403	406970.625	42765.85645	167.5662117	3298.835388	10774.25195	14752.89746	29021.56522	53400.81079	52758.79102	26920.81367	7857.829712	9577.219238	619388.0156
P0DJI9	 	 	59635.94724	 	 	268687.2188	1059.366699	71293.73035	144.824955	15182.8226	2282.555893	2399453.375	1997835.75	644374.125	43311.95659	606.7268677	40606.95661	941633.9255	93500.60156	67492.23517	 	1440.164612	13216.05566	26035.7373	40372.62114	51022.22534	76273.80859	59178.57526	24.81347656	 	68327.57031
P0DMV8	17896.61719	 	 	 	 	17545.32422	 	31655.25146	73667.00781	 	82125.26831	28591.53809	5538.541504	13085.40234	121119.3997	217439.6484	184863.2949	 	 	59840.92834	 	40265.28882	3010.941162	3161.017578	43955.02905	116602.5781	 	50339.25586	40961.745	13703.75684	5230.569824
P0DN79	73381809.33	105428304	32931499	118882972	26269416	105625180	50510534	14212432.5	20716113	67592149	20295625	19565468.5	15074170.5	31957056	18673554.5	44707973	12072222	14814598.5	10946537	32653829	25525828	28030366	17314061	15980023	21925086	27610546	31122876	32303109	44735940	14230846.5	32078897
P0DP23	1551837.958	4352612.625	724631.6563	6422465.25	1829092.938	3308820.25	653624.6875	96641.01172	17258.08936	36151.17026	88865.23242	302860.4453	278822.25	181158.9609	24940.92529	304217.0605	155131.3086	251902.8036	1420911.813	165741.111	485067.4844	352609.9688	1255290.438	2413225.375	1206874.688	1349017.875	2054094	1079575.938	1078631.938	1689155.75	2015297.313
P10451	7574.895996	 	13594.93298	 	35286.74512	12288.5459	5187.206787	42854.32813	17654.51318	23735.23242	30426.50488	44189.85938	13183.45557	60092.30664	45454.69385	3737.841064	79618.88477	 	697721.6094	17651.8584	9829.642578	2855.441406	89986.26953	457410.3906	7895.924438	14304.61523	29690.40234	1534.367073	42254.42676	6375.118042	5633.158691
P10599	123529.2648	2017457.938	104975.8096	567380.0275	447042.9297	82195.31042	36638.54395	68538.01624	3431.180786	292101.4636	103062.0325	157149.9023	79551.55859	114808.0898	194068.9043	994.201828	155098.5286	858744.6487	3379442.25	66703.91833	3333.901733	23125.83008	125822.8359	175489.9297	13384.67105	25696.60928	238090.9219	105253.2275	58024.72052	165156.3711	194212.3477
P10643	2889280.042	5627760	4395771.688	6197922.75	573350.8125	12811274.75	7131592.5	1770668.5	1938683.534	6343552.558	3277123.813	1645928.875	950537.7813	2876317.5	5542590.25	6275464.5	12302554.25	10687031.5	4446356.75	4775065.375	5722183.25	4227015.375	1496128.313	1888625.063	1992906.063	2484496	1855753.25	1910674	2912570.5	1173545.656	2328634.188
P10645	4185.27832	 	5870.126465	 	297228.75	6485.317383	 	177301.9688	110721.7889	159.9759674	8667.025635	495168.9688	415430.248	20443.64258	3441649.211	2384801.375	14971305.47	 	834660.3125	773.536438	2949.744934	150476.124	 	160645.3789	131727.0791	62100.11755	340338.4531	1673.047119	39275.56937	10356.71802	220.5568237
P10909	4581472.833	20490054	2423627	8463027.852	4401130.25	4542098.5	450576.3125	2379991.625	268982.5768	1613216.667	1223375.578	3702550.875	2744245.25	3711644.25	3007025.75	523793.7344	1956484.016	2219156.91	8285807.75	2196556.906	880007.625	503085.375	3981233.25	4298028.25	2180221.031	2104050	5435660.5	2988848.25	2472147.938	5300683	7252091.5
P10915	10247.07715	 	24858.37109	 	21775.78613	39118.19922	31748.93564	99481.15332	96393.1237	24073.68903	83706.78125	69177.47266	31035.45117	71232.30078	241938.8477	276821.1172	106914.0723	388058.7773	149687.2617	103796.0742	129963.9883	53738.20117	27446.04785	9636.330811	46697.75586	4178.098236	14872.06055	65682.08203	76537.3125	23782.58203	43190.08398
P11021	873182.6875	9653772.5	90369.66797	5624731.016	145159.5625	425973.6006	91409.41797	249987.4531	142619.0352	204341.938	204242.8438	117116.8828	180084.0234	180392.0313	362333.125	179406.4375	152396.3359	1066677.938	1364786.688	119350.0898	63234.16406	64503.22266	110871.8086	98569.23828	49054.12109	72310.33594	224943.8438	66640.94727	52496.78516	122631.0742	82294.60547
P11047	91343.91536	56131.23438	50056.64992	205009.043	36801.17383	66333.81189	229.529808	4937.650146	13633.36051	53700.43127	9559.995605	34869.58594	43492.42383	134786.4824	62824.05322	1107.193298	172396.5063	211984.2399	417219.7813	113816.6641	1830.864868	636.5262604	431983.9375	27071.12793	73549.01788	68291.47369	53490.72461	3246.191467	11789.35229	34982.54492	30153.87305
P11142	175464.4414	6576218.75	32112.45215	4911622.893	70900.59961	101083.34	13313.28418	45893.6748	6821.021484	203501.0988	37357.51709	61295.09766	58004.14844	185858.9688	61847.00195	6107.014893	41935.53064	630551.5942	388334.8125	26251.26819	1926.829651	2690.401978	42031.73828	37703.08594	18949.39984	19338.69543	97839.32031	33030.81409	29039.82898	59428.06641	55290.32813
P11226	26777436.67	302187424	1278679.094	 	2595027.625	17818831	2139422.563	911667.1094	156827.9922	4716934.688	1519177.969	2874065	1490667.75	17363637	3301295.219	1180419.469	1194681.453	96709812.5	59365370	1063190.047	931572.6719	346774.7188	5216129.125	1965133.75	1042970.52	1387249.336	3992457.5	5174977.648	5462413.031	1248992.5	2611291.25
P11684	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P12109	53173.14702	394960.3438	21436.13964	 	42474.83203	57023.16772	2150.513565	24367.53802	122.1768932	70335.10541	11329.3984	35438.19629	58850.35742	105504.6016	45660.72946	174.2456017	19246.43795	125008.8408	704982.9688	15919.05205	2405.945587	334.5342484	90965.47461	65293.25195	26191.42063	27754.16513	45226.25195	32566.62057	113814.574	47744.46484	53846.92969
P12110	408279.8457	297668.4375	5424.196732	1669435.125	17397.11328	678584.5	1234.908142	21475.9494	314.8542175	84454.07491	10767.51981	33840.52148	54991.47266	42583.2959	25152.54169	1334.433044	12322.81595	53758.46436	393195.2813	12945.5625	4246.536987	1148.599457	41323.47266	46641.32617	12191.75626	66016.84674	33816.77637	21718.40649	34652.27698	66128	79682.59961
P12111	148796.8425	797957.2188	162922.6658	496187.6377	366827.4688	321261.9387	11861.2749	75934.59119	10262.97705	139517.2512	67587.36206	389635.875	249713.5781	230092.6328	103418.376	2231.584	185959.562	190024.1205	859490.75	77182.00708	3353.869873	1629.778992	306461.1328	308289.2188	80871.14734	63205.6944	326561.3359	167052.7603	353737.5645	245608.0938	210609.4375
P12259	18119.79727	145751.2969	12257.54507	115392.1354	10504.28662	4103.769913	2892.868774	3174.221008	1095.119904	12566.91894	3804.82991	3619.412598	6617.848145	7028.756104	3518.042061	7654.839355	1961.671753	113047.6735	19296.68164	3485.488525	1805.217529	1017.6987	10815.28076	8536.553223	4782.502075	6743.530518	10382.40259	5308.450684	5334.874542	4620.300049	3052.192017
P12277	 	 	 	 	 	 	 	3303.747559	 	 	 	2352.618103	 	 	 	17.09278679	4248.761104	 	 	 	 	 	 	4606.160156	 	1146.742871	 	14.67697716	 	 	 
P12429	145248.7832	3342832.5	8674.751038	1595047.355	44416.43164	148251.2926	106.1874123	15521.8429	480.0560532	105432.1667	20933.72003	91325.49219	44917.10742	74571.22656	49514.31206	2079.063904	29888.86981	634332.8306	1357799.406	19666.53215	372.0869598	32.59327698	33467.9043	38355.04297	10606.54876	10432.81606	68178.38281	24497.96201	24711.29901	35564.84961	52267.94336
P12757	415.6891174	146797.3164	14608.49141	77820.61829	3016.094238	 	765.1986542	38.2490387	216.0255604	23489.30536	84.63926697	4028.092529	1934.134033	 	419.679718	155.9220963	15900.86932	56520.19812	61949.23633	12228.77377	44.40286636	32.28448772	 	2451.720947	5465.214909	30.35377884	15509.28052	748.3759155	44.77075577	1975.515198	11075.67163
P12830	 	 	106099.124	 	13767.04541	 	116888.1074	45755.81104	47124.9043	1283.398193	215088.1082	20312.03906	7896.049316	12640.5459	111099.6338	159630.7266	182701.5781	 	23806.57422	80170.42773	170749.0195	86220.30859	23911.01758	17120.63379	37289.36035	77189.55859	29484.00781	60635.41895	44613.40967	9461.057617	23401.77148
P12883	 	 	1134.61377	 	 	 	 	 	38.15510559	85247.05469	91.54205322	 	 	17007.74219	54224.95959	 	80.80326843	 	1771204.156	 	2453.610352	 	 	 	379.2675781	 	 	71.86703491	 	 	 
P12955	93781.38639	1474220.531	34979.53875	556243.2466	116735.5508	64670.86395	430.7302856	101520.3862	2409.124451	125855.3362	102675.6105	117846.707	144679.875	505976.0156	98375.92523	1932.181366	129940.9244	552970.3734	890909.5625	63023.75452	1029.033569	120.4510717	91425.52344	62117.19531	46023.09446	33941.47688	132038.9961	144901.7208	55063.55231	103690.6289	172324.5391
P13473	13467.41647	354026.7031	8385.246391	108518.9405	11829.27344	17648.29779	154.8294468	8870.561768	114.1303787	14376.47012	8546.091403	5649.593506	12541.74561	18154.88867	8495.058678	250.0124588	5342.128517	42026.83879	56736.11328	4661.877823	316.5163879	766.4420776	20591.44238	9421.842041	4789.233414	6571.160889	17876.02246	4274.284851	10490.53537	15108.67529	9241.337891
P13489	20262.4656	 	10690.9412	913.5814819	116420.1165	16213.91824	122.1071815	13761.64917	7713.561584	543.3710938	10223.27026	65857.58984	7535.341797	11767.96582	2405.587891	263.5338593	37207.94775	 	 	55310.89131	562.3318329	664.8804321	5831.658203	18017.22754	14449.80833	14789.92773	7812.409668	22784.20898	8974.761719	29368.50098	26315.47754
P13497	 	 	11074.11523	 	 	 	46.81319809	4397.699829	8227.421875	 	 	12713.17285	 	 	9160.236328	2797.07251	17867.87628	 	 	13874.3252	 	1320.489014	3439.862793	4042.6875	 	 	5165.725098	 	10689.68555	 	 
P13591	7024910.167	18059847	2430940.438	9725182.75	2458727.75	10592398.5	3946615.875	1310812.094	2690363.5	3402810.625	1606922.75	1539735.188	1308868.563	2499150.125	1653678.938	3839833.5	1202619.375	1489941.063	1105568.688	2613976.5	2094491.875	2156820	1495805.875	1296410.063	1961674.813	2196969.5	2518954.125	2634193.625	3454550.25	1212810.25	2648769.125
P13598	29430.2043	 	23805.75488	 	92269.50391	41144.13391	1784.403503	24680.35327	2191.061401	22740.63446	36200.46753	45060.7168	52534.33398	95042.96484	40497.07664	801.3258972	49310.4858	 	37376.59766	20616.54696	611.6911545	3331.145264	100814.0273	90936.88672	43001.14661	32933.76747	110289.8633	20591.93567	21610.30306	78517.32617	67616.54883
P13611	546564.8548	6285147.25	281149.1953	2352675.927	594625.3125	1197290.75	37262.39844	334284.7744	11289.12354	477418.2891	363274.9639	1191658.406	796087.9688	1239660.125	423491.5181	31785.45166	359398.0732	1470294.777	5546606.25	198203.3105	20862.06348	26495.86426	670256.1875	380122.7656	368572.9731	339527.1084	900964.0938	582109.6992	809189.3301	463122.5781	1127705.813
P13639	14680.99652	2000830.125	4274.266602	4213503.5	3108.176514	20080.65039	29.23649979	6278.54776	776.9976196	12145.15842	4502.147827	32373.94238	3657.003906	30886.14551	1758.935303	2562.493988	28330.04688	158005.2969	85815.39453	2332.838257	31.87783146	443.4615631	14668.18066	8089.4375	2041.415565	5981.888916	710.3184204	6587.791302	7702.850998	9302.63916	17244.03662
P13640	 	 	 	 	 	 	 	 	 	 	608633.5254	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P13645	1075153.167	25496074	354601.0078	8929009.563	525662.4375	725242.75	240654.4531	96345.22656	58238.94092	406778.5202	325963.1875	457170.3906	273681.3203	100398.6328	1709061.313	351572.5781	1083528.641	26729261.19	4656146.25	181455.8867	227743.0078	239284.8672	90277.79297	363351.5547	267926.2422	151874.6328	667534.8438	340169.9375	151094.8828	432955.9688	471516.4063
P13646	 	7268798	 	 	 	77560.35938	 	 	 	 	 	123910.7734	 	 	21350.56699	66.75128174	186.8143005	334750.6563	 	 	 	 	12313.06055	153302.3906	58499.45313	12259.81445	 	 	 	349327.0938	418088.8438
P13647	306790.2761	6165970.125	6847.844849	1001431.436	24040.48438	116348.405	 	25092.70508	57086.64626	137389.9883	47687.73047	65577.48047	27745.70398	50155.125	202867.5942	5887.648849	72812.20474	5159121.147	1625061.961	11384.66105	6382.910767	4214.009949	61485.74609	16058.37402	30424.54968	11209.44458	138892.5664	39396.12402	 	16301.32373	39272.99609
P13671	464175.4609	2227819.5	573134.2148	1830646.109	1262704.625	853603.1484	141268.8906	269312.375	111106.8047	421611.1758	297583.8594	410567.0625	398378.1094	1229836	434514.9102	178551.3438	279505.5039	342147.1887	1115307.813	486395.125	145493.1719	165588.7656	787801.7188	621690.0938	628729.0781	487481.8906	923387.5313	620736.625	582468.4609	934712.4063	1772146.063
P13716	 	 	 	 	 	 	 	4484.738365	164.5214772	 	9594.726505	8478.475586	3377.708984	17101.67139	12.94169426	37.1802845	18139.81764	 	111003.25	1154.948916	 	 	7787.89917	5119.665039	 	 	 	6412.21682	 	 	7806.448242
P13796	197080.987	3644616	43199.10846	1466633.859	156565.4063	195269.2606	4759.395691	57730.84302	1701.492249	174827.4626	60437.11725	205926.8203	124312.4414	238955.4297	132457.7681	1230.808868	82127.79712	808082.8994	1298665.125	55814.26428	4531.58667	983.255127	176544.3281	152745.9219	62961.60611	37585.3634	147208.0859	68810.99298	77262.46521	125938.8047	245359.1094
P13797	108106.6274	1939697.188	21202.64984	910228.619	34758.82031	98009.8717	3214.838135	31701.58618	5912.166748	102242.2542	29254.19556	58779.17969	46632.81055	79974.01953	53745.67041	5331.364014	29532.17285	272824.3304	300888.7656	16597.13916	2690.97229	3406.71814	44659.13477	33350.34082	13392.46301	21752.81177	38903.50195	19182.33972	24303.43359	44863.28125	50019.33594
P13798	 	 	 	 	 	 	21.54884911	29.88593864	730.3775816	 	621.1952591	7860.49292	1477.143066	 	 	248.8767357	8287.837982	 	40129.48047	 	 	 	165.9199219	1838.42395	 	 	 	49.59288502	4.21101284	 	 
P13929	 	 	32686.4585	 	8735.989258	 	18433.31104	22323.06006	9551.893066	 	11659.16309	3835.481079	54702.47461	10756.50928	15171.48438	22758.13086	6855.782227	 	127339.6934	27940.07886	8761.462646	5794.572021	7568.251465	18362.59888	11526.98389	18847.15137	109277.4883	14073.49194	885.6312027	30051.49219	11509.2959
P13942	24559.96387	5534501	24752.84961	 	46336.92188	58769.46033	7016.734375	20143.78882	22011.78483	58594.78516	6227.328308	27099.28809	38970.0293	28888.70117	2848.270874	6486.075439	13060.44434	207878.2751	166153.6719	20641.38416	3748.151978	15210.8623	46304.21094	37780.35254	28025.45117	22072.11523	189838.6406	21010.62744	16711.82324	53170.25391	15463.09766
P13987	121806.2893	 	35431.3724	 	93918.94727	161448.3281	148.1659279	39384.70117	24456.03418	229319.2961	45234.71875	205036.3438	97234.37891	294971.3906	139962.1719	10997.27106	390861.0156	423240.2375	1982500.125	40939.92529	524.503418	2269.603497	63723.75586	79758.19141	47888.82617	32004.17268	171259.8281	38149.39374	78924.59375	82085.00391	99950.48828
P14151	248423.8958	4105304.25	200794.2891	2216127.859	175334.6172	184728.5535	71904.48242	181680.5977	222712.8594	309908.6945	222521.8633	186102.3359	148106.875	220975.0156	119750.8047	115389.3613	147678.875	826721.5339	881283.3125	118291.5547	307154.3242	201186.7578	165439.9219	84920.14063	158461.3359	190588.4805	184213.3438	226973.1094	186014.7422	125186.4414	202860.0078
P14207	256.9277344	 	12686.76483	 	28014.06934	27292.89844	45.61244678	17943.86166	188.3005829	59736.08203	6874.116043	37036.64453	40630.63086	94851.78125	 	107.1398468	20512.47509	 	125197.7578	15619.17685	31.83572292	25.61088562	42914.65234	30582.92578	11084.60772	15243.27948	90826.39844	26765.18663	17711.61645	28271.5293	45565.17969
P14550	43484.74727	136711	6621.098022	492.6129456	36050.19727	25418.77824	1308.989929	6855.781982	87097.51229	226926.6937	11287.56567	50122.44727	24691.76074	36108.94336	15854.12085	3459.490784	19575.4104	 	179075.3281	15371.09045	6058.604492	1002.982513	20163.80469	11715.61426	12477.72714	6259.544189	27321.11035	4495.185791	7826.199097	37645.00293	30032.4668
P14555	21013.32782	 	22324.27731	 	48335.10156	22596.35742	1688.066174	40587.56793	370941.1406	124815.5992	949160.3867	291607.0781	215325.7813	294958.6094	65622.54547	1503598.375	45730.35303	406383.6563	403865.2266	47380.52392	1125.171082	37.43450928	19841.84375	5481.51123	101021.002	3397.801895	54411.20117	19209.02855	35873.53473	95077.80078	151740.1172
P14618	75593.58839	573050.7188	41273.93457	1017385	91823.46094	87823.52881	10564.33838	113897.8232	23937.25049	39663.1709	60771.81738	294964.6875	175464.4531	111355.1289	23470.48193	7754.768616	149876.7446	177189.9141	511004.5781	55507.07397	70991.02344	46205.39648	221211.1016	257256.9375	96939.17578	107153.1387	110304.957	126281.0771	129551.5498	346194.5313	294187.6719
P14621	3716.226074	 	 	 	 	2016.696899	 	224.8473206	69.49873638	4683.349701	58.82736588	7146.861816	10911.30127	5083.985352	40901.46625	227.453537	7324.28236	3896.007324	419494.6563	377.1990967	 	28.5421257	 	 	 	15.33758163	 	 	 	 	 
P14625	6451.327962	 	8453.406494	 	18724.37598	12807.98047	2682.615051	4699.423462	11768.06982	9479.857422	1792.99437	7590.17627	6727.653564	7119.91333	2377.665283	1930.468018	4823.026306	27599.16797	10640.76367	4120.765503	7327.155518	2546.770386	5706.377197	9175.854492	4854.660156	10284.05713	16112.24316	4193.922516	26167.79785	18292.36035	13490.26025
P14927	155568.6458	405505.3125	70745.51758	 	195579.8008	207844.5156	90905.88281	20325.46729	17108.53662	 	4882.265137	14730.93506	9495.333984	 	9232.898438	22497.9707	57005.88281	 	 	17071.50586	160157.0703	226982.2266	126416.5039	430678.7891	310181.5625	201308.5	157523.5859	282631.8477	111713.3555	164853.7461	162035.3594
