,B1_99015,B2_99015,B3_99015,B1_99090,B2_99090,B3_99090,B1_99092,B2_99092,B3_99092,B1_999006,B2_999006,B3_999006,B1_999004,B2_999004,B3_999004,B1_999008,B2_999008,B3_999008,B1_999009,B2_999009,B3_999009,B1_999007,B2_999007,B3_999007,B1_999017,B2_999017,B3_999017,B1_999014,B2_999014,B3_999014
Q02878,13165.78809,2071.056396,12702.19922,2154.0354,4467.589844,18946.83594,6263.585449,2594.563965,17621.8418,2105.68457,4741.904297,25497.6582,4923.436035,7753.617676,22821.63086,3653.186523,5697.826172,30169.69531,5818.472168,11971.60352,8089.987305,3595.473633,3428.793945,39646.23047,2217.969238,10364.17578,22266.57617,5372.262207,3068.361816,33498.88672
Q03252,18487.08203,2047.019287,15615.66309,1946.494995,3871.768555,37906.04297,1820.944336,781.796936,31680.04688,3272.2229,12326.51953,75246.80469,1467.648438,5160.943359,36688.87891,3216.697021,5980.84082,54738.94922,5398.384277,13028.94336,10924.3623,1610.166992,2302.437012,56708.19531,243.4772644,12886.9668,33736.35938,5634.016113,3017.383057,34195.94141
Q03591,26276.94531,4812.380859,2866.91748,24906.19336,42756.87891,25085.91211,13683.71582,14109.43555,15891.09961,6057.204102,7502.428223,12783.03418,4888.089844,6298.375,4350.201172,6694.774414,8458.507813,6391.978027,28356.89453,27656.99805,8815.03125,3314.824951,4998.004883,6800.648438,42201.5,83004.16406,80021.03906,21797.99219,4137.064453,23285.74219
Q04118,2828.52832,45398.68359,5879.845215,23567.18555,6498.209473,2577.25415,8647.777344,13635.92969,8181.485352,23782.80859,7783.376953,6867.4375,46996.68359,5952.987305,838.1231689,22910.39063,15375.45898,4743.577148,8786.177734,10251.28223,5752.297852,9963.138672,14472.57617,546.866333,14764.70508,4431.914063,2854.173096,4456.524414,16923.20117,2219.060059
Q04917,6309.964355,2064.315674,3316.925537,999.2241821,1271.24231,22471.85547,1378.192993,1590.72876,21401.90625,1035.218628,2679.825439,12897.88965,1226.639404,3079.860352,19709.64453,727.3473511,2935.498779,26980.89844,4029.743896,13492.0498,4669.076172,2127.334473,1981.36731,24457.09766,1370.574463,9293.664063,14634.61523,2681.336426,866.006897,7055.611328
Q05682,NA,707.3609009,8787.59082,NA,738.4979858,15887.31348,NA,NA,12443.45605,NA,1423.376465,32403.95703,NA,2059.291016,16938.83203,166.8950958,NA,18219.67578,NA,NA,2386.171875,NA,NA,14876.58691,NA,3366.124268,8486.456055,668.7012939,NA,11029.26367
Q05707,1491.5979,3954.805908,22068.35352,6344.209473,18628.17383,59603.39063,37064.02344,53083.96875,19361.50195,2501.104004,9110.859375,120208.5781,22658.24609,4849.953125,21351.00781,15172.81543,11303.28125,75937.9375,8042.876465,1778.594971,9080.09082,9128.411133,8483.794922,31053.44922,1943.326538,8170.97998,14238.68457,884.0237427,5352.182129,34478.89063
Q06141,NA,NA,NA,NA,NA,2945.957764,2108.85376,NA,NA,693.6611328,NA,NA,NA,2940.834229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2488.983887,6602.021484,6215.018555,NA,NA,NA
Q06828,2426351,3272755,825365.3125,1854561.25,4463091,2071820.875,3163649.75,9697537,1826793.625,10997828,12176962,3898709.25,1868047.75,6873656,2818271.5,10045483,23778520,4403322.5,5686501,7280281.5,864675.9375,2102236.75,2755526.25,2732331,2168346.25,1838044.375,1131317.25,4478243.5,6638477.5,2596610.5
Q06830,62767.86328,13775.0957,46477.96484,12945.81641,23423.5,95985.96875,18086.82422,18907.61914,73259.78125,18895.92578,49459.82813,86910.91406,20957.20898,43643,90549.44531,19017.4082,27498.18945,95855.70313,37791.39844,102519.6016,33679.63281,30798.19531,26216.19141,108536.9609,11676.67383,58923.41016,81129.67969,27624.24219,22118.20313,75538.04688
Q07020,11570.28809,2574.070313,8617.521484,1187.765869,2752.240723,12622.43066,4188.473633,4400.246582,17467.88281,943.3753662,4802.888184,22517.4043,3501.074219,4866.267578,18370.94531,3280.338135,5870.267578,19427.55078,6564.041016,13382.27539,5033.746094,5644.502441,1354.744019,17947.22852,2382.445557,9495.942383,10181.80859,7277.170898,2193.235596,13744.02734
Q07092,19603.80469,1361581.125,46465.75391,133991.3281,176076.4531,3248.319336,27477.98633,37311.88672,7249.751953,408647.4063,132946.9375,12137.55469,885650.875,48568.49609,2916.981689,1105318.875,693500.25,35365.80469,141995.9219,60149.96875,32641.71484,356256.7188,393210.1875,25114.29492,70083.85938,43063.33594,27341.89258,213992.0938,1086770,42476.24609
Q07507,5611113,275434.8125,742673.8125,323152.6563,1257859.75,2099784.25,828092.8125,1065417.875,2061177.375,2269792.25,4124075.75,4718054.5,816504.375,2358538.25,2291740.25,1062662.25,1585250.125,3881294.5,2289354.5,3827337,443883.9063,1302607.375,650052.6875,2934538.25,373532.75,929714.9375,3207466.25,2236623.25,521160.1875,2841659.25
Q07954,44048.88281,4698.073242,15251.61621,26561.4707,13261.22754,7272.160645,1568.239258,43925.03516,29473.75586,2576.834717,18521.77148,20270.25977,25870.07031,28399.69141,18717.34766,20600.24609,2005.316895,46493.37891,3051.897949,24284.89648,7320.178711,15310.61621,19979.64844,48802.17578,29896.46875,39187.94531,31454.82422,69028.34375,4130.179688,59759.32031
Q08257,29743.94531,6591.681641,2598.278809,10661.79883,8131.233887,107421.6641,8333.84668,5942.835449,11787.93945,2627.448975,47925.4375,11375.54297,4205.32959,16992.13477,102050.3828,3293.023926,66001.64063,125096.9688,29011.26953,85994.05469,47416.69141,67656.67188,13373.35059,8251.110352,95198.72656,40014.29297,19951.92773,82369.375,10264.73438,132779.1406
Q08431,1693208.75,349457.7188,87175.09375,228948.5625,983140,1193253.25,824489.6875,1027636.375,1012499.438,425114.6875,1171665.125,208488.4375,567874.3125,1567970.375,943475.625,391584.8125,653156.625,732346.0625,1338433.75,4984218.5,240399.625,321119.4375,380607.5938,1226883,198673.4844,554234.5625,536561.6875,1117346.875,1058674.875,668084.5625
Q09666,237768.7031,130571.1094,18150.24023,103477.1641,102816.8672,87568.32813,62445.00391,138786,68329.49219,154658.7188,65750.77344,15574.20117,57238.72656,133767.6094,68531.61719,80059.82813,295467.6875,59542.35938,353157.75,760860.6875,30199.39258,224393.9688,68455.46875,80579.00781,84543.38281,147827.1875,65748.29688,64654.91406,32244.14258,40368.76953
Q12805,926867.9375,16906.20313,4478.181152,4570.499512,15784.99707,10795.62109,11643.81836,13904.67676,13300.60156,4583.739258,10714.30078,28883.47656,9522.135742,11409.58008,14794.80273,3942.627441,6192.154297,27108.61719,10835.19531,17843.29492,4135.535645,10730.30762,12843.73535,12831.38867,721477.5,361516.875,133164.1406,10198.3125,612.7844849,10156.55957
Q12905,1253.150024,220.3027039,1624.535156,NA,NA,4791.896973,619.8973389,NA,4472.158203,622.9162598,NA,6731.82959,869.0519409,715.6450195,7864.905762,NA,NA,9528.085938,NA,NA,1707.810181,533.6526489,441.6076355,7835.791504,NA,523.3734131,2137.654053,NA,NA,2350.092773
Q13126,554.3647461,NA,767.2486572,NA,NA,828.6066284,763.8778076,NA,609.991394,NA,NA,707.3772583,NA,NA,1243.02771,NA,NA,NA,NA,NA,1105.961304,NA,NA,NA,NA,NA,576.0560303,NA,NA,NA
Q13470,13606.57422,138721,15228.33203,200075.8281,30864.43945,NA,31576.83398,27176.29492,3140.27002,120934.5313,4200.522461,7482.371582,205472.3281,11483.99609,NA,199957.2813,362663.25,NA,33212.91016,10608.42578,8599.630859,72036.64844,57780.60938,3620.008789,63122.34375,6366.286621,752.5831909,12844.05762,144249.3438,3277.216064
Q13642,27322.38477,8490.613281,35453.50781,8704.144531,11094.74023,91796.65625,1805.672241,2449.111084,55377.17578,9075.991211,33294.28125,86075.80469,12045.10938,15318.8877,67605.63281,16713.36328,66146.03906,115198.1328,16732.53516,52049.76563,25356.32617,24609.32422,17421.67578,110846.4375,NA,44025.66406,72179.84375,17100.21289,13090.32422,114191.2734
Q13813,6105.530273,363.0738525,5834.886719,NA,8478.144531,15053.66016,7061.51416,NA,19716.16211,611.7940063,6248.680664,14577.8623,5781.689453,2485.628662,17130.4082,12239.20313,29290.39258,13184.29883,NA,74534.375,2270.554688,NA,11190.96582,16299.20801,28470.25977,2886.126221,4668.777344,304.9203796,880.7493286,11464.5459
Q14011,7127.567383,1310.776245,4196.025391,3485.404785,1946.452393,2350.842041,9279.560547,1166.841919,4430.77002,147.981781,1049.165649,1232.901001,30322.85156,18227.4707,6842.854004,1599.85437,NA,4366.078125,14105.83496,8869.351563,2423.229248,17656.90234,965.9069824,7734.900391,NA,4930.403809,4634.921875,4196.891602,1142.320801,4563.151367
Q14050,41823.62109,525706.25,117834.1172,83064.07813,41797.27344,2686.181152,91971.60938,58434.58594,2137.338379,29948.37695,9276.294922,5083.1875,165725.125,41915.80859,4013.486328,166515,108840.7656,6483.981934,78366.77344,33374.89453,102629.0313,146321.6094,82221.45313,7981.32959,111198.6875,27439.90039,5073.991699,78711.71875,483574.375,12498.58496
Q14103,7437.507813,4748.625488,7719.82959,3166.294922,3518.667236,12197.29492,3302.746338,3434.661133,12838.09668,2646.1521,5775.334473,17698.90039,6279.823242,4954.297363,15185.10449,6991.035156,2481.093018,16602.33594,10815.90723,23128.76172,6281.313965,6798.471191,3807.691406,26685.25391,2503.280518,4790.720703,9778.158203,8169.208008,3074.110107,11383.52344
Q14112,2984.640381,64.63723755,2605.456055,93.57566071,1284.059326,9341.056641,10280.70508,NA,6400.980957,1607.861694,5567.785645,16830.38672,297.3909302,143.38797,5903.349609,3918.671875,NA,13740.62598,109.6205139,245.6911774,1308.694336,NA,152.4805298,10090.35059,1045.831543,2002.842407,9698.44043,397.5603943,41.78245163,7341.036133
Q14195,15157.73633,3531.392822,16025.75977,2015.897949,2223.200195,61570.14844,1755.62854,958.746582,29189.35547,3310.667725,13385.92188,86372.21094,2533.142578,2304.660645,45570.59375,6644.416016,15065.92676,61833.09375,12562.25781,25948.63281,16409.66406,8899.255859,4085.566406,53443.26172,2050.768066,22114.64648,37865.73828,5428.472656,5472.288086,37457.74219
Q14624,24862.41016,1356.636108,5060.22168,5420.50293,28983.22656,20456.64844,15412.08887,10772.0791,31865.92188,5455.36084,11719.18652,17527.32227,7002.73877,12886.2168,18443.51172,4315.537109,3699.396729,28247.76172,8135.219727,4888.246582,2525.441162,6413.255859,8530.233398,13136.41602,34140.28516,32892.42578,187730.5,8560.649414,1002.746521,16099.41504
Q14697,2561.41333,1885.172852,1537.938599,NA,3778.221436,4075.644775,405.0948792,3000.88623,3006.19165,NA,1267.505005,4132.415039,112.4681015,1730.914063,5526.903809,231.1688385,NA,5453.277344,NA,4912.396484,1170.269897,NA,1577.999512,2218.295898,149.5110474,1979.310791,1661.760986,1132.376343,719.5907593,1860.997314
Q14766,66237.05469,729.4813843,200.5041962,1267.304077,NA,856.736084,108.1715012,142.8502197,264.4991455,NA,3156.114258,8196.805664,NA,NA,857.4795532,507.1273193,NA,1.156659007,NA,NA,363.0484924,NA,3182.80249,NA,15300.43457,7547.499023,5270.568848,NA,NA,NA
Q14767,30747.65625,15035.80273,17726.41406,2656.493408,32718.4668,75865.16406,7584.180176,44656.36719,129326.3516,16331.43262,88993.99219,74802.28906,3060.913086,29197.41016,73031.5,16653.9375,72569.54688,110474.1406,31849.64063,636070.0625,43420.35547,9622.316406,33130.19141,74928.59375,8571.655273,158702.0313,136297.9219,27838.48828,78048.99219,97240.125
Q14847,2769.126221,NA,2968.505859,NA,NA,3719.340576,NA,NA,3332.091064,NA,2148.373047,6032.708008,NA,9980.248047,4163.523438,1163.374878,NA,4702.803711,NA,9740.450195,1288.708618,NA,NA,4099.356445,NA,2156.833008,2579.027344,261.1272278,NA,3638.837402
Q15019,1509.872559,444.6142273,2446.161133,NA,NA,3442.854004,223.4965973,38.32626724,2699.480225,765.9514771,850.1439209,4893.368652,633.3118896,1,5160.581055,996.105957,5939.30127,8180.244141,722.5786743,2790.602051,2551.168945,NA,NA,6717.398438,NA,1396.818604,2607.081543,286.6933289,340.1211853,3245.317871
Q15084,3211.510742,1893.345459,4872.716309,1961.441284,2083.541504,6018.310547,3349.505859,3577.067139,5348.670898,1785.681396,1243.659424,6513.385254,3583.094727,3244.815186,8029.373535,3217.92627,1014.495911,8709.058594,2619.10498,2625.237061,3249.528076,2939.377197,1557.77124,9628.579102,913.7268066,4033.136963,4011.94165,3803.670898,4813.628418,4267.253906
Q15113,118891.3359,69964.46875,33521.35938,42179.40625,134649.9844,84270.8125,113002.5859,232078.8906,86817.75781,61098.08984,125710.9922,54096.66406,85262.8125,176113.4063,90449.67188,127012.7031,363792.5313,110402.0234,172008,311573.7813,48116.25391,88837.91406,97447.3125,161167.75,89196.14844,121604.9219,60793.94141,183656.8438,162225.2031,201723.1563
Q15149,106853.1172,43541.98828,82593.45313,12556.80078,82634.78125,79048.375,39146.86719,55861.05078,80902.80469,36609.67969,32549.72266,97447.78125,71652.14063,88425.22656,131252.25,22227.89063,341594.75,49451.53516,109089.8828,334013.3125,26085.46289,93064.79688,42053.53516,17453.33203,9444.655273,16253.74414,22541.13281,9099.113281,1719.233032,46406.71484
Q15404,1358.45459,862.8428955,3040.959229,742.8521118,1517.478638,3638.810547,1016.265015,NA,3841.465576,683.008728,1901.10791,5018.629883,976.1286011,1236.527222,3592.744385,1461.429688,NA,2808.852051,NA,NA,819.4842529,1330.928711,1319.965088,1744.099609,221.1546936,NA,1375.0177,741.4349976,866.3706665,3363.236084
Q15582,192228.9375,800582.875,214557.2344,1527156.25,307785.125,300961.4063,591531.75,253483.1875,724848.625,638377.0625,434181.9375,723369.125,203827.125,192613.4531,330109.5625,1243968.25,233246.4688,1050924.125,208726.2656,201199.4063,279658.25,598529.375,349597.3438,280561.3125,262760.5625,203067.9844,419927.75,257721.8438,12699.82617,176151.2031
Q15772,8706.874023,1670.710693,16296.56641,963.1470947,7368.567383,65493.14844,6857.941895,6644.55957,44743.125,8625.115234,44529.82813,137972.6406,2950.981934,7766.717773,37951.41797,4543.420898,19291.10156,144432.6094,3277.80249,23013.99609,11973.93164,5478.570801,4072.208008,42531.45703,3576.079834,23118.89648,97651.16406,10768.55859,3734.473633,56826.12109
Q15782,NA,NA,NA,NA,3436.768066,1,NA,707.8423462,NA,2589.602783,4259.35791,NA,NA,NA,1,NA,NA,NA,2293.9104,4005.713135,449.3804321,NA,NA,NA,40384.55469,68346.15625,14447.03906,NA,NA,NA
Q15848,12905.98145,15059.72852,9742.196289,23119.41016,7507.665039,19331.08789,5360.899414,18242.75195,32429.64648,12426.16211,26177.36133,32132.66992,15206.69434,8141.14209,20463.22852,6897.27002,116260.0625,52057.98438,16187.74609,13237.62793,9228.669922,15650.74219,6296.024902,76592.79688,7194.688477,11428.58984,13110.49512,6605.445313,10885.82129,19450.00391
Q16181,3659.065918,794.8474731,4103.858887,NA,397.7139282,7161.395996,1043.14917,1229.365723,4997.365234,883.4924927,2509.916016,9948.505859,NA,1958.791992,5716.744629,303.4235535,718.2039185,8408.686523,1329.979492,3065.134521,2424.095947,NA,429.7400513,5457.933105,2197.724121,3086.9375,4881.296875,972.3036499,NA,7530.145996
Q16363,227.6638641,NA,1514.888916,NA,NA,5009.814453,NA,NA,3788.302002,481.1613159,2754.658691,8912.864258,NA,NA,3382.384766,NA,NA,6586.362305,NA,NA,1558.504395,NA,NA,3777.983887,NA,168.5381622,3329.907959,NA,NA,2215.887695
Q16555,32431.92969,8542.582031,47155.52734,4529.764648,7049.59375,101630.2656,6782.366211,4265.395996,100976.0313,9108.335938,36263.46094,134929.4063,7156.619141,10798.95898,128494.0078,12480.71973,44982.49219,164334.8906,14666.41602,43867.38672,31017.93164,13304.40918,10728.18652,100112.9688,4692.392578,38921.78906,78636.64063,11735.39551,15289.30273,68768.10938
Q16627,NA,NA,NA,NA,166.0372009,306.2789612,NA,NA,189.6313171,NA,583.8510132,NA,NA,342.1326599,487.41922,NA,NA,NA,NA,NA,NA,NA,NA,NA,926.9807739,3254.481445,1154.64978,532.6845703,NA,566.0778198
Q16629,2977.186035,351.6603088,2529.066406,NA,480.5978699,5849.723633,NA,387.4587097,5926.438965,499.2402954,1368.87854,7236.565918,860.3912964,822.5028076,7803.57959,632.7172852,548.1643677,9347.222656,NA,NA,1966.922363,NA,NA,7693.406738,NA,2756.965088,6490.217285,901.138916,594.9006348,6391.641602
Q16658,19555.81445,2587.744629,6680.29248,2254.548584,6074.820313,15517.81836,4196.302734,3561.866699,11280.24121,3240.893066,6143.727539,14223.40039,2370.075195,7756.444336,15169.38086,1733.978027,4056.360352,12279.04102,6699.061523,17542.01953,2724.360596,2656.204102,2735.468994,15640.08398,1964.749023,10907.51953,13732.1709,6692.635254,3223.399902,11680.88379
Q17RW2,71856.96094,63055.08203,12315.17578,55647.52734,71493.8125,30013.37109,122223.1875,58789.79688,44183.13672,20201.80664,46543.98828,15510.16113,348407.3438,38704.89453,18277.1582,422153.3125,261752.2969,48224.88672,75883.8125,29545.99805,87326.53125,53677.41797,12420.41699,149695.9844,20428.33203,45848.20703,131436.0938,73727.61719,701364.625,7478.412598
Q2UY09,6879.96875,57446.59375,9243.196289,45443.66797,14275.40332,3701.150146,32246.2832,38244.70703,8007.018066,32510.97656,13967.34668,4874.020508,48549.17969,14250.20996,5110.449219,94086.35938,95094.41406,6025.334961,26084.07031,18333.44531,2822.80249,42369.61719,26454.49023,7936.619629,20088.75977,7335.09668,6985.952637,23432.24023,201540.8125,3216.64502
Q4ZHG4,4781.131836,1333.793823,466.2905273,245.8305206,6497.662109,13801.84473,5385.255371,6150.752441,10562.94824,4750.007324,18674.73438,2594.980225,926.3046265,10868.71973,7977.683594,1277.851807,2647.286133,1113.284912,10847.73926,26195.87695,885.1960449,30628.48047,2503.478027,12163.19336,12800.21777,4861.768555,3755.53125,1942.056152,5554.385742,2869.744873
Q53RD9,18858.50195,1361.199707,1448.789185,1569.905396,11205.89648,7050.491211,6083.250488,10099.9082,7445.836426,4190.447266,10369.18164,4196.25293,980.8995361,6548.322266,4151.621582,3482.813721,2329.692871,3777.443115,16943.40234,37098.85938,3381.556152,2208.625488,3271.079102,2685.570801,2347.526123,11716.2207,11255.17578,7035.932617,4136.494629,3005.18457
Q5KU26,2566.354736,61612.40625,18439.74219,182437.1094,13991.14258,4209.021973,74475.25781,22637.64844,3591.676514,66422.71094,5384.671875,9895.77832,175676,12453.27051,6798.67627,141901.9688,74548.69531,9919.359375,29609.20117,5958.601563,24146.83398,140228.25,68168.92969,13099.78711,42838.03516,12745.16504,7781.595703,28518.57422,138021.7656,16342.71875
Q5SSJ5,22018.00391,3438.238525,12658.25977,1683.475098,4275.849121,28192.125,5032.430664,3785.517334,30590.28711,7166.518555,13764.02637,51821.01563,3651.050293,7766.761719,31811.54883,4279.868164,5979.375488,49174.96094,7545.696289,18398.35547,9751.489258,4040.860596,3330.233643,35186.42188,590.3755493,12367.54004,24685.50781,6210.864258,2159.243164,36384.13281
Q5TB30,40327.94531,4633.167969,1059.43811,3925.318848,13815.81836,8794.293945,9240.023438,68111.78906,22323.53516,1,14756.69238,2052.546143,291.7366333,53537.39844,600.4678345,3485.862061,NA,5805.671387,55474.95313,205316.5,2328.845459,29754.68359,46369.25391,26425.38477,38724.90625,104279.5859,23941.23047,30500.12109,9684.279297,11286.53223
Q66K66,75002.80469,3307.799072,33168.55469,21663.79297,104065.4922,51376.91406,43794.14844,71506.84375,73558.1875,8141.154297,14445.77051,85735.40625,27164.23242,85650.77344,146901.5,29123.19727,48819.36719,108322.1563,35107.42188,22903.02148,9108.389648,68407.44531,16934.37891,101814.4453,24525.00977,39694.05078,67964.46875,30884.25195,1455.893066,207179.2344
Q66K74,3293.870117,308.7596436,1447.967041,1333.698242,8898.004883,1097.542725,2935.732422,3409.280273,2685.730469,623.9142456,1022.228516,861.2451172,2120.003418,1178.529907,986.8061523,1703.057373,NA,2665.881348,1412.315796,7924.838867,444.0998535,1924.832764,2761.133057,3959.716309,1315.447021,4327.926758,4172.509277,2385.48877,705.5179443,2353.213623
Q6NZI2,12534.81543,5276.67334,17069.54102,4375.152832,24287.86133,21582.06836,24878.25977,39608.77344,25500.74609,11289.7168,10753.86816,30181.70898,34007.68359,16131.68945,25256.52734,29199.20508,89126.04688,44030.80859,20641.59961,21861.53711,13274.62793,27847.55469,10927.8252,51230.67188,19037.42383,13086.19141,19377.39844,17429.34961,6567.775391,32010.51563
Q6PCB0,7138.770996,NA,664.5876465,NA,1314.322266,2495.581055,2435.578857,3628.025146,2392.941406,3022.386719,7671.725098,4359.896973,857.6035767,4622.583008,4459.133789,1774.580933,1868.118896,4555.962891,1160.86084,2044.358765,486.5669556,NA,1330.529297,NA,1790.85083,1875.580322,1055.053467,4123.932129,940.9885254,3198.565674
Q6UWY5,5361.143066,14223.67871,6061.915039,1424.441772,10148.53516,5691.905762,3047.22998,6058.649902,7997.062988,10465.30371,32787.22656,44477.01563,2632.059082,4901.865723,12294.24609,8613.361328,6915.574219,14745.5957,9521.145508,829650.6875,2480.271484,27393.04102,4191.547363,11700.35742,2136.236084,3663.028076,8354.479492,3265.658203,1145.714722,13610.31445
Q6UXH8,60117.78516,686807.6875,66057.03906,210843.6563,65699.61719,8449.707031,178547.375,17670.84961,3643.623291,118512.6094,84196.84375,6984.175293,81748.01563,9634.3125,10942.56543,680471.6875,108690.625,11352.38184,24091.35547,9133.280273,55553.12109,129651.0469,46530.58594,8434.744141,113422.5781,20548.69141,8066.122559,40437.63281,1196579.875,11261.88965
Q6UXI7,711.4329834,162.3262024,890.7367554,1070.474976,2750.752441,1650.890137,2152.744385,3031.095215,4802.480957,4074.434082,6987.518555,5830.803223,2657.192627,3496.001221,4711.990234,2306.102539,NA,1457.581787,9511.915039,16199.99414,2290.731934,6496.231445,3382.86084,7033.723145,801.7199097,1972.09082,583.3724976,3661.7854,1101.962891,1177.261353
Q6VMQ6,2419.770264,153953.75,10263.44922,50716.83984,2070.225586,557.2296753,25201.81836,16379.73633,NA,24854.29297,6273.236328,1715.723877,81724.74219,6598.737793,4983.274902,5165.246582,645.9464722,6418.228516,5468.873535,NA,403.6261292,12501.65723,516.1121216,4145.845703,6466.409668,925.6975098,NA,4214.056152,27442.14063,5940.130371
Q6YHK3,7649.343262,4171.01123,1622.020996,1611.014038,5503.451172,13009.7168,3644.250244,6151.924316,9188.896484,4051.323242,6873.387695,5724.234375,2980.465576,6434.486328,9746.84668,2944.128174,4099.428711,14358.80371,12208.0498,41008.98828,4604.851563,3151.805908,5037.717773,15463.1377,586.5714111,7140.892578,6099.751953,6221.099609,7568.104004,8004.051758
Q6ZMI3,NA,13586.13965,186.3952484,3491.14502,1001.208862,NA,440.9450378,NA,NA,1244.662598,NA,NA,2714.747803,NA,NA,1506.15332,2494.165039,NA,553.1430664,NA,863.4262085,664.6937866,811.378418,NA,788.7554932,NA,NA,431.6628723,9829.762695,NA
Q76M96,3893.371582,774.737915,43.74092865,NA,968.3568115,951.6508179,1388.934082,3348.0271,2027.783325,NA,NA,NA,525.6113892,1594.692505,1864.015869,NA,NA,NA,788.4897461,3310.779297,158.0435486,NA,927.5935669,1168.946045,7996.76709,6169.253418,1480.0354,2421.07959,2241.683105,1548.2771
Q7KZF4,7645.899902,1267.616699,3581.919434,505.4500122,1382.776123,7267.95752,1701.774536,1697.461914,7703.043457,757.8777466,1744.628174,10686.59277,835.6113281,2713.102051,10547.19922,1210.804199,2269.220703,11291.21289,2155.695068,3232.704346,2438.776611,1510.701904,490.6972046,12458.4209,780.265564,4132.783691,4959.456055,1188.321289,663.5180054,5160.352051
Q7KZI7,1904705.375,249313.2656,454635.375,358414.9688,1156046.5,1106712.25,929763.8125,1399450.875,2225306.25,820593.375,1632140,2359925.25,453988.5313,1891710.375,1748737.5,1055714.125,3540661.75,2813148.75,1415564.5,2296074.75,593016.375,974678.4375,831423.5625,1273260.125,256913.2656,641249,1212799.25,1189414.875,205341.125,1010841.875
Q7Z304,111849.2656,15572.01367,16416.85938,1913.789429,8961.504883,127495.7188,16291.20215,19450.32617,128924.2422,88140.04688,346467.5,122194.1719,10909.06055,16653.11719,53022.58594,33674.65234,68427.53906,257276.5625,34529.34766,129003.2891,51521.48047,11942.13281,19209.26172,154538.2813,15005.85547,64435.07813,271961.625,19074.04102,22014.85156,69459.17188
Q7Z401,13400.75,353.366333,7637.836914,19775.66797,11299.76172,11151.95508,7686.492188,4074.408691,21699.15234,2570.130371,4613.777344,19705.91797,1539.452148,10350.28906,16317.03711,3766.885742,1394.47998,30993.2168,2930.151367,5926.644531,1773.583496,9253.964844,5542.416504,16645.05664,5334.145508,15321.69531,18715.75781,4507.728516,NA,24648.47461
Q7Z5L7,321.9162903,NA,3362.111572,NA,199.2262726,2402.886719,NA,NA,1671.985596,722.256958,618.9143677,7097.670898,NA,NA,2834.505859,NA,NA,3082.161377,205.8541718,NA,1288.97583,422.4220276,255.9260712,6873.029297,NA,817.8760986,5048.703613,482.0593567,NA,4625.681641
Q7Z6G8,14360.72168,458.8276672,3620.739014,1156.067017,2497.376953,15630.12305,6996.274414,8519.323242,16617.39844,9226.119141,25493.54688,9060.863281,3141.842773,10976.48047,22716.43164,6335.393066,NA,39545.92969,11396.40625,NA,3430.77832,4489.856934,6494.998535,56435.53125,2698.753418,17526.55859,27540.30859,9230.991211,4009.013184,28524.08398
Q7Z7G0,2590230,355473.875,151058.9844,467519.1875,614489.25,618937.6875,376763.4688,578704.125,696206.75,911532.125,2162735.5,990292.9375,397459.7813,793189.9375,478454.5313,438874.8438,422913.9375,841948.75,737216.1875,1574790.5,222916.0938,715510.8125,591660.75,1147469.625,87570.61719,346750.75,445394.1563,644043.9375,418785.125,697844
Q86UX2,3048.043213,740.2573242,1457.06543,344.4754028,2761.919189,6105.711914,700.9481201,1220.499634,3578.053955,3220.056885,7068.444824,9164.625977,678.0834961,2260.751465,8623.388672,3160.840576,3927.044434,10704.0791,3013.091553,6405.814941,1217.494629,566.0654297,786.8237915,6155.49707,1479.067871,1564.421875,3002.450439,1615.952271,1459.014893,4800.893555
Q86VB7,1134.417969,NA,6758.130371,NA,1.141776085,6539.800781,5881.123047,209.8275909,3570.912842,672.0140381,940.7381592,44716.73438,NA,154.9125519,14537.17383,3764.498779,NA,6370.390137,1808.832642,518006.6875,1979.50769,NA,1648451.875,4170.5,3549.99585,9828.455078,15219.33984,183.483017,NA,14720.51563
Q86Z23,1730.065552,89536.55469,18729.05469,10991.86621,5180.398438,159363.0625,6321.366699,8933.602539,8816.387695,51215.90625,100420.0938,214325.2656,32603.7832,12150.7959,43446.05859,14141.2334,62838.68359,324422.7813,14180.68164,96518.02344,29134.68164,18384.56055,6323.461426,152077.4375,19602.5625,7218.032715,65089.25781,5254.390137,97312.86719,245327.5313
Q8IUE6,42631.07422,16118.83496,25531.25195,9672.94043,36568.26953,77188.65625,39805.40234,98026.90625,753624.6875,20360.83984,46742.91797,93872.05469,19138.52734,53964.34766,73026.11719,18159.77148,NA,85338.85156,25577.83984,61303.85547,224919.7344,22440.55469,13618.26465,44716.94922,5208.178223,38599.23047,46723.51172,24806.1582,3737.944336,142964.4688
Q8IUL8,96104.79688,37238.03906,7786.588867,38185.15234,165322.6406,100748.7422,61618.99219,167510.5938,74765.41406,147366.5,198942.4375,42674.82813,41388.375,188983.4531,83010.08594,99661.95313,72394.78906,70494.96875,93428.20313,378164.5938,27501.5,13538.33984,71922.71875,95100.22656,54849.99219,103987.5703,36915.11328,75764.80469,116104.8047,50450.1875
