proteins;G_12;G_14;G_2;G_39;G_40;G_41;G_42;G_50;G_51;G_52;G_6;G_9;G_92;B_395;B_401;B_414;B_421;B_439;B_444;B_449;L_399;L_402;L_403;L_406;L_420;L_431;L_432;L_433;L_434;L_437;L_441
Q15746;123529.6484;36252.57813;79621.10156;46528.30469;69982.95313;42725.52344;21682.94531;61609.40234;52851.9375;44874.67969;16990.80469;38424.02344;37405.89453;234963.6094;1244929.5;57757.83984;1017772.438;54794.56641;310436.375;49636.66797;80065.96094;47978.42969;38610.01172;42652.31641;50786.73047;64677.8125;64961.65234;31877.24609;19549.0918;82175.51563;21149.67188
Q15782;2310.525635;7770.212402;2277.906006;;254467.4531;;3072.847168;;;2584.605225;70883.85938;277163;;;;6062.512695;;5009.160156;10019.42383;8735.633789;3573.802979;2833.337158;;7733.437012;3417.970947;2756.022705;2215.306152;8647.110352;15646.85254;5038.80127;
Q15819;85430.95313;54519.76563;142507.2344;78971.59375;57285.80469;72077.35156;81049.73438;110079.9688;54570.69141;64100.80078;151485.5938;279064.0938;57099.42188;197244.1875;882517.375;41448.87109;762733;58890.09375;253738.4219;73552.48438;64316.27344;29377.08203;50614.73438;49221.61328;30421.52344;40990.11719;45918.20703;50382.17969;34148.19922;64674.48828;58441.11719
Q15843;;10643.70117;11171.17578;34662.83984;;;;68159.10156;709.0582886;17335.24219;38092.03516;108058.0234;7488.119141;20167.63086;26278.12305;;65736.66406;7798.927734;22416.23242;8715.839844;6509.098633;4511.777344;;;3898.904541;4048.845459;3080.205322;1217.640991;;5209.987305;
Q15847;6098.210449;;3458.353516;;4971.572754;;;7547.62207;;7106.697754;;;;;;;;;10216.01465;;;;;;;;;;;;
Q15848;163095.9688;54548.99219;32156.30273;317848.1563;54550.45703;94781;41923.57031;55829.57031;81906.80469;244669.5938;30528.19531;104938.7344;32201.10742;50300.53516;171408.4844;38520.18359;71950.48438;75507.52344;73935.57031;38425.18359;54045.34766;62646.9375;117481.7813;19320.61328;63148.45703;53406.84375;111959.0078;26710.50781;16098.21582;75245.51563;21507.16602
Q15911;86065.22656;42434.86328;320772.5;126789.2188;130603.6563;89406.99219;148847.2656;130324.9219;224715.0469;81771.30469;1286980.5;724241;47955.20313;216101.0313;2409556;106320.9922;2086353.5;79404.53125;243684.25;86981.23438;80453.07813;52491.59766;163782.0156;51684.46094;51303.14063;107109.9688;139367.7813;86100.98438;53744.79297;59984.89844;95052.54688
Q16270;48125.6875;21109.76563;55464.17578;41350.69141;58985.52734;34164.91406;45869.25391;76054.14063;34542.76172;62111.9375;82711.91406;172467.3594;21266.44141;40359.83594;183390.8906;30555.00586;126368.3672;20742.43359;59128.07422;22428.38086;25357.60938;15862.88574;31611.51563;25323.39648;17961.01953;24838.59375;46510.6875;10360.27637;17268.08398;25453.94141;10282.16699
Q16555;19935.29297;8189.628906;2907.885742;20320.40625;23443.50977;8789.864258;10497.41895;1943.999268;19055.73828;48909.5;;18681.02734;5880.444824;3360.337402;;;;1361.65625;2288.229736;799.5762329;;4447.45166;5887.665527;7382.895508;4200.779785;8250.620117;962.5974731;4130.676758;5921.743652;8523.091797;5437.305664
Q16610;334434.3125;287889.2813;502167;198461.4375;174460.5625;266133.1875;187190.7031;307252.4063;257532.1875;160718.5;162176.625;186310.5469;317050.3125;303374.9375;932143.75;770832.9375;833865.25;513392;645113.0625;588503.9375;582960.375;563834.5;760576.5625;640227.8125;565017.125;460045.5;450437.6563;472201.4688;519831.8438;553508.5625;407607.9688
Q16698;25903.3125;15975.06836;58285.83594;19595.51953;16322.76855;18602.19141;16364.70508;16116.4375;16718.85156;10133.51172;;41134.80078;16215.19531;41034.89063;148677.7188;17311.99219;108703.1719;8856.332031;48382.24609;20307.77344;23522.45313;24320.50781;14360.72266;11568.20605;22164.60938;20115.29492;13125.05469;21549.07031;16995.22461;25113.93359;30143.06836
Q16851;4507.04834;8089.447754;6805.644531;7999.582031;10398.18848;2384.503906;3458.767578;;5042.306152;18297.0918;;10791.08594;;;;;;;;;;;;5338.766113;;;;;3099.164307;3222.273926;
Q16853;33671.95703;23864.09375;11243.5918;25292.42969;18606.19727;28883.76758;24452.50977;41857.87109;15042.53418;21848.74414;29081.02344;68138.125;28403.18555;37434.57031;42927.16016;13465.75195;;16951.62305;50044.69141;17370.55664;10264.06445;20644.16992;26934.50586;20977.84375;17954.21289;24385.74805;16490.09766;24488.47461;14943.31836;24310.91016;13100.08301
Q2M3R5;463783.9375;1915616.875;1647615.5;153032.0938;239648.5469;388032.8125;761954.5625;616212.375;241863.1563;349149.5625;6261275.5;3276286.75;2075537.875;13520219;9549064;282865.125;6794848.5;246663.6563;15737990;289532.3438;339508.5;1763932.375;378255.0313;215117.9219;166029.8125;243283.0469;328738.6875;2360935.75;213345.2344;3156180.25;427657.875
Q32MH5;;;;;13713.67871;;13025.56055;17956.10547;14131.61328;;;;;;;;;;;9376.060547;;;;;;;;;;;
Q53GG5;;;;;1068.122925;1633.635376;;35665.92969;;;;24698.44727;;;;;;;;;;;;;;;;;;;
Q53RD9;14561.70605;24254.82813;13745.75684;17327.60352;13761.06543;23369.34961;17322.39844;17992.49609;15835.42383;19898.98047;;;48907.91797;9484.393555;;21212.64453;;27851.08789;;42241.05078;13427.74902;31779.63086;16589.23633;29345.89063;28135.70117;22247.42773;19593.12109;34386.85156;47849.53906;15994.70313;52389.25781
Q5D862;;;1829.492676;;323.1202393;484.9180603;;4923.395996;;;31066.04688;;;;5019.01709;;;641.9643555;;;;;;;;;;1447.71582;;;
Q5T749;;;13769.46289;5735.761719;4563.621094;5666.04541;;35910.74219;;4386.318359;322158.3125;;;;69927.58594;;;;6784.067871;;;7103.254395;;;5492.318359;;;1898.849609;;;
Q5T890;11113.63477;10508.74707;6519.237793;7812.101074;8004.448242;8313.955078;6746.508789;6002.213867;5333.14502;13887.99219;;;10073.43848;;;6699.625;;7586.094727;;8550.390625;5632.595703;7263.495117;5461.040527;5413.539551;7084.927734;3199.547607;4791.357422;8430.157227;5061.066895;8905.482422;6677.967773
Q6E0U4;;;;;;;;;;2096.418701;;;;;;;;;;;;743.4578857;;;769.718689;;400.4375916;;;;
Q6EMK4;63212.14453;73119.19531;49935.81641;64168.47266;83481.42969;50715.67578;50324.50781;62459.75781;58441.40234;74509.32813;50004.80469;109414.7734;45009.54688;59210.04688;76402.45313;54539.51953;67188.28906;53878.51953;73609.32813;50334.875;46727.57031;39352.48438;63712.58984;45687.73047;39302.30859;50436.66016;45992.11328;54809.09375;44887.55078;36463.10156;45106.28516
Q6FHJ7;5466.63623;4848.564941;18576.14844;;2578.205811;3576.447266;2521.944336;;;4252.604492;;;5401.051758;;;8817.326172;;5037.805664;9453.601563;8343.214844;3649.835693;3620.617188;4009.973389;4575.314453;3394.386719;5475.999512;2137.644043;2733.048828;2157.945313;3523.039307;
Q6JQN1;27033.30078;14416.61426;;11595.1123;9188.805664;28259.13672;28889.00586;7710.652832;3874.892334;30765.50586;;;17321.29102;;;13250.2832;;17641.55664;;28679.00391;12503.4707;9738.893555;14466.1377;14243.24121;10353.25;5533.743164;25066.46875;11912.18848;14164.76367;6754.308105;30295.7832
Q6NZI2;1270.23584;;;10862.2959;10385.21387;898.4920044;;29881.17969;;18376.82813;;;;10845.66895;;;;;;;;;;;;;;;;;
Q6R327;9089.730469;;15610.39941;;7957.676758;3122.893799;30292.50977;;17374.99805;;;;;;;38233.98047;;29539.61914;5160.535645;8219.788086;14178.7168;17755.89453;42984.80078;15020.62305;16549.31836;16351.90137;;;30762.87891;6985.732422;4772.669922
Q6UB99;1510526.25;1201872.625;4589648.5;902008;876628.5;795179.4375;1699596;780872.9375;726249.375;1084861.75;2974623.25;1160529.375;900379.875;2583738;9585888;1409394;18890850;1116325.875;2452449.25;1563746.5;834876.375;1453873.5;1863940.625;1260842.375;1396298.25;927727;1672295.75;860160.125;1376639;1666109.25;1358865.5
Q6UVK1;9212.901367;5388.719238;17090.81055;3449.957764;13122.85449;11459.87598;13318.20605;7341.206543;6441.039063;9499.789063;10453.00781;117796.1328;236227.8125;4049.317383;;15388.09961;2066905.25;9092.166016;14078.46582;12720.7666;11221.86719;7757.218262;18638.60547;21026.25391;8138.324219;11234.79395;7749.976563;8295.336914;20227.42578;8098.078613;4946.540527
Q6UX71;27097.60938;10801.45215;15913.26953;18199.95703;13855.55957;14000.24902;16046.78906;14113.74512;16607.57813;18919.21875;19342.99023;16274.29102;9429.710938;10524.12402;42226.125;13203.51563;37547;7401.414063;11949.98926;8989.053711;12649.11426;8383.663086;14543.48047;12913.88281;8033.655273;11606.27344;11717.34863;9074.331055;11343.57617;9786.34375;6262.518555
Q6UXB8;30444.41797;21677.54297;16961.98047;8988.021484;18044.79492;15935.11426;8794.62793;6433.962402;20499.05469;18721.00391;9767.688477;14924.46875;12353.75098;16364.09277;23615.71094;23250.25391;39437.875;15111.13574;28799.6543;14025.1748;10483.78809;15521.7832;14682.53027;15009.6875;17284.62109;9535.233398;14324.57617;21109.34766;18188.63086;10573.56934;9778.194336
Q6UY14;3921.888916;2346.932617;3167.884521;;4646.789063;4177.783203;;1426.406006;1850.39502;4262.092773;;;;;;5746.857422;;6253.431641;1981.789429;2718.911865;6434.155762;6022.100586;5574.246094;3935.570557;5832.587891;2888.551025;1818.027954;5213.23877;;3001.317627;
Q6YHK3;11691.45703;5187.835449;24092.93555;10504.41992;7156.480469;16396.12891;13402.2041;11465.94141;5423.010254;14178.2666;24990.05859;29829.5293;4941.014648;;25569.27734;7430.202148;10435.74512;5270.689941;26154.50781;5002.8125;3047.56543;4490.48877;9438.130859;9906.28125;4454.157227;4267.687988;9666.59082;2008.60498;12102.04102;7985.196289;6167.545898
Q70CQ3;;;;93941.20313;101661.4141;;;29567.85156;285365.0938;;;;;;;;;;;;2626.638184;;;207.7884521;;16264.51855;;51729.37109;635.230835;24835.40625;
Q76I76;704802.4375;196991.0156;1056280.25;18724.53125;47286.625;445636.125;1050086.5;20045.50781;3483.223389;536108.1875;73672.92969;390398.875;424305.9375;2018377.75;;223702.8125;84166.98438;599784.125;197836.4375;382240.75;788154.25;48061.58594;258198.8438;312699.5625;40919.15234;49432.21094;29122.08789;35012.64063;503722.3125;52786.3125;20194.24414
Q76LX8;;;;;;;;;;;;;;;;6242.156738;;4890.67041;4841.885254;;;5057.494141;;6709.971191;4464.089355;3907.268311;;4247.968262;2108.883057;1797.495239;
Q7RTV2;238175.9688;156489.75;541282.4375;252084.7656;196068.5938;220566;321018.8125;346704.875;252505.9688;141608.125;1394756.5;1222457.875;160424.5469;522926.375;1977872.625;128779.8281;2061646;133397.75;698656.8125;148602.7656;187349.2031;97464.27344;244583.4844;112999.6641;98308.45313;192951.3438;154818.2656;162471.8438;133361.0781;168368.3438;145384.9844
Q7Z418;162506;411759.7813;155267.8125;138039.4844;87858.08594;109956.3047;166855.3594;53571.03125;126508.8672;295172;113867.25;212328.9375;332194.0313;261262.9375;;70072.46875;99462.49219;407622.8438;408477.625;125953.1563;234654.7188;222778.4688;147133.7031;188139.8438;213935.2188;252478.5313;177650.1094;121265.2266;173838.2031;325585.1875;118130.3281
Q7Z794;25162.64258;44174.67969;1157593.375;454929.8438;304591.25;221133.0625;38354.14453;1595384.625;240372.9375;295152.1563;13296454;9289564;208605.4531;192895.5313;4302191;131938.2188;2024608;151990.8281;1422666;130161.7734;105154.8906;478059.2188;92714.38281;51976.83594;537060.6875;152996.5156;1180586.5;578236.6875;40292.92969;190770;236479.4688
Q7Z7G0;154585.125;71940.67188;169522.9063;147168.4531;174899.0781;185725.1563;132386.7188;197491.75;131755.8438;99121.49219;328791.625;415582.125;45244.32813;123114.1875;260125.9688;109546.4219;218651.75;70411.10156;184496.3281;92019.77344;81776.25781;68877.03906;81977.96094;78600.10156;69592.59375;99745.03125;94691.61719;85334.10156;106998.6328;93605.60938;87628.39063
Q86TM3;16053.17969;14255.19727;;;;9609.262695;9120.250977;;6501.724609;;;;9881.526367;;;3792.13208;;7210.303711;;;9088.776367;;;6744.325684;;;;;;28772.07813;12133.56152
Q86UW7;14425.07715;24417.56055;13807.62109;17299.66992;13733.25879;23371.17969;17571.79297;17945.87695;15847.78027;19430.28125;;;48808.51172;9482.286133;;21299.42383;;27753.36719;;42212.36328;13367.62793;31804.88477;16593.32227;29157.24023;28403.03125;22174.50391;19453.89453;34373.16016;47883.53516;16104.48535;52494.44922
Q86VB7;140671.8438;119489.7031;133115.0625;197181.4219;212604.1719;333978.3125;228623.1094;159255.6875;174672.0938;158155.9219;641707.6875;319550.4063;76528.71875;67312.14063;145784.0313;77526.4375;185501.1563;97959.48438;134039.7656;86860.19531;111533.2891;115589.8359;256099.2031;178047.7344;113936.1094;103293.7734;136874.6875;107868.5859;119033.4297;101741.3594;115014.7344
Q86X29;7865.628906;14222.14258;;10205.46484;2858.178711;7383.513672;6545.424316;;6410.047363;6062.005859;;;6658.786621;;;5507.339844;;6383.604004;;7018.185547;56127.48828;;3586.33374;111773.6797;6885.299316;20163.23633;697.0354614;60562.22656;;25354.34766;
Q86Y82;23105.86523;;55252.97266;;15445.52441;24929.94141;17430.75391;38095.64453;;10237.33887;82381.63281;57070.26563;11034.6377;67791.57813;266085.1875;14207.80859;830532;;78594.96094;;20024.6582;;27547.18945;;;;;;;;
Q86YZ3;1116.067871;;1596.966064;6453.033203;3404.287598;2391.783447;;3254.334961;;13451.18359;36139.72656;21657.09766;2297.828369;;8635.896484;821.1051025;22194.18945;3813.827148;12077.61133;948.0947876;870.1107788;3478.527344;;;4113.910645;422.4561462;3208.497803;3791.366211;390.716217;2989.097168;4876.310059
Q86Z14;94260.69531;80631.14844;39705.02734;85939.25781;40314.47656;68717.33594;87732.25;93016.82813;91049.48438;121138.4453;110301.875;151010.2344;80614.95313;84982.875;286649.5625;34754.63281;112293.4922;89389.95313;75594.78906;68724.75781;54875.76172;54037.53516;39774.63281;60467.59766;52239.09766;47338.38672;67495.07813;91772.52344;36634.44141;114606.3906;135496.8594
Q8IUL8;49939.07813;34520.07422;85518.21875;54317.15234;35939.18359;50904.14844;46020.15234;40676.01953;22412.08984;30153.10742;404842.4063;145694.1094;54498.89453;53392.26172;157678.2031;19137.93359;149688.2188;20206.76563;67487.64063;28216.16406;25152.20117;33797.62891;35203.51172;15900.87402;39753.38281;36202.00781;37625.82422;33287.05859;25994.14844;35965.17188;22391.85742
Q8IV08;23847.33594;63581.78906;84328.8125;22658.27148;21780.07031;38480.55469;25695.1582;36374.34375;19572.42969;21548.10938;237472.4063;114577.7578;35704.51563;183949.7344;773533.25;8388.266602;441146.1563;16220.59473;74142.6875;13802.0918;17143.00781;8143.037109;14837.04199;10127.09473;8818.712891;24157.91797;33378.09375;24017.67578;13073.76367;30057.76758;38571.01953
Q8IVF4;324385.4063;;72223.77344;240015.8281;290881.0313;363887.7188;407426.25;272429.125;239723.5;44496.57813;269053.5938;248869.9063;551943.625;195225.5938;;440477.6875;206178.9844;323511.375;499355.4688;42406.85156;526269.625;;478379.8125;169525.8438;497791.7188;;347452.25;282966.5938;305022.1563;212911.2031;333356.0625
Q8IWY4;14193.03613;8763.071289;;7809.206055;9398.1875;15390.21484;11681.0127;11017.7793;9500.422852;16875.87891;11810.09668;18547.58398;6211.916504;5315.849121;;2722.849365;;1984.075928;6491.106934;3115.211914;;;;;;;4287.511719;4342.469727;;1896.534546;
Q8IX30;60351.65625;60016.04688;37464.23438;56923.30859;30523.73828;42735.08594;52340.60156;57414.77344;39334.45703;48318.55859;77848;104291.5703;58913.40625;77683.35156;207933.3438;22906.90039;115522.6016;49722.84766;72958.44531;42910.60156;61525.75781;38611.01953;33629.09766;28224.60938;40135.6875;38458.79688;34367.23438;45936.75391;24322.02148;69826.23438;81012.74219
Q8IYD8;;;;48572.23828;57708.81641;;;;;;;;;;;;;272566.0625;;;141381.1094;18552.71094;;;;;;;;;
Q8IZP9;9551.642578;6669.223145;;6855.628418;5580.280273;6296.896973;4042.647949;4163.654297;6290.84082;5513.356934;;;2985.662354;6212.513184;;7676.841797;;4083.905518;7007.878418;5006.165527;7332.185547;7103.285156;10712.22754;5822.172852;6876.052734;7968.4375;3130.914307;5076.908203;4738.704102;8024.487793;3639.172607
Q8N0T1;8512.467773;10238.56445;7123.530273;8224.160156;6811.862793;8227.574219;6935.370117;12832.52051;11449.44727;11154.29199;9627.498047;;4726.274902;;;11760.26953;;12526.64453;16781.61133;6825.272461;;6247.951172;11468.52734;23694.28516;5626.023926;7259.569336;10199.68262;6447.323242;14851.77539;11382.97266;4923.398926
Q8N109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q8N3V7;;;;;;;;9240.114258;;;;;;;;;;;;;;;;;;;;;;;
Q8N9V6;191034.3125;;51030.36328;;101902.6563;;;;120278.3906;;;;;;295293.0313;;;;;330179.8438;;;179289.6094;479675.8438;;;225775.9531;;221497.75;;
Q8NBJ4;8778.125;10818.63867;16547.09375;5175.015137;10990.13379;5111.864746;6934.492676;8367.412109;8267.679688;15418.78418;6972.074219;37859.17188;2733.118896;13691.29199;13469.25977;63984.94141;41236.45313;20829.07422;18904.24219;29927.79688;20182.69141;35443.50781;30575.58789;29783.33789;31071.48242;26164.73242;25784.14648;11439.20313;13890.55078;14537.52051;3077.996094
Q8NBS9;640.8560181;;;;880.3080444;;1286.362793;799.4465332;646.9347534;4080.317383;3992.987549;;;;;;;;;;;;;;;;;;;;
Q8NFQ6;37358.65234;127090.7422;17924.89258;73240.05469;70632.48438;62323.57422;25673.14648;8346.318359;45527.72656;37077.67969;13316.90527;;14775.32031;10334.56738;13335.61914;14789.56738;;17281.49609;;11184.88672;17745.05469;12854.1416;20849.5332;67430.90625;14613.11035;69531.32031;30050.04883;9789.604492;70821;9867.894531;14925.97949
Q8TD55;;;;;4498.508789;;;2206.374023;;;;;;;;;;;;;;;;;;;;;;;
Q8TER0;;;;6731.791016;7860.918457;5002.25293;8232.105469;4530.09082;5001.321777;359.372406;;;322.6073608;;;9826.894531;5127.862793;6542.591797;4575.837402;5196.986328;;3986.117676;6069.125977;3771.812012;4286.952637;4327.943848;5766.392578;4876.535645;588.8252563;4569.760742;
Q8WVN6;2993.561768;;;5048.081543;60953.36719;;8842.208984;41810.36328;13863.25293;45538.26172;;128135.1172;3832.025146;;;;;;;;;2557.656006;;3725.632324;;;8922.380859;;;;
Q8WVN8;19336.69141;17158.84766;19221.89063;24488.62891;33180.73047;42812.69531;13101.45313;10002.33594;49557.85156;65611.0625;;;34249.97266;12304.31543;5876.381348;;13078.69824;12495.3291;12235.71582;12993.1543;19365.60352;7426.908203;;11142.71094;7194.956055;14985.75488;13365.99023;5258.825684;16448.86914;24167.37305;5100.315918
Q8WZ42;;;;;;;;6207.415039;;;;25433.86719;;;;;;;;;;;;;;;;;;;
Q8WZ75;15034.6875;11129.16797;26630.52344;17438.52734;14014.62305;16138.37891;9590.871094;10060.02051;12008.81445;23688.88867;;;;8242.769531;7551.349121;13513.05078;;13855.08789;10583.35156;16416.61328;5121.810547;8522.200195;14375.98828;9068.048828;8117.899902;10991.27637;17949.53516;5258.295898;5926.652344;7910.434082;8832.419922
Q92520;6854.025391;5116.073242;6562.510742;4216.749023;13046.52539;3951.042969;4141.426758;7897.120605;7922.260254;31983.94141;12110.60254;24802.79688;3985.362305;3002.266846;;3053.143555;;3183.826904;2246.060303;3274.723877;2960.004883;3856.479492;2801.970215;3160.623779;3059.996338;4673.873535;4674.262207;2569.612793;2466.620605;3101.661377;
Q92743;18579.51953;46458.80078;37925.28516;8935.818359;43056.97656;13059.85156;10172.33301;15257.09473;20059.86133;10656.32227;2005.38562;38890.30469;20072.4707;27133.50586;52367.59766;60837.48438;37962.15234;30410.74414;62988.85938;40687.03516;161201.375;47859.93359;72923.13281;95783.82813;45691.46484;92680.96875;43816.32813;73237.14063;58877.92188;126187.9219;58501.10156
Q92820;8188.108398;12960.39453;4318.751953;3479.640137;5312.944336;4863.933105;5632.588867;7233.226563;10220.65723;18580.01563;;9148.229492;7450.978516;3106.144531;32503.7207;2841.955566;;4621.0625;;2486.140137;1828.885986;5801.494141;4210.754883;6280.100586;5324.064453;5638.725586;12544.49805;6440.901367;6429.214844;8868.318359;8225.462891
Q92954;580862.9375;317661.0313;644656.875;369037.9375;462550.8125;441992.3438;465488.9688;668959.3125;424471.9063;163191.1563;285461.875;870164.0625;280695;202020.0625;575678.375;237753.2813;311461.25;142915.1563;426621;169253.0313;282977.0938;231970.6406;376844.875;281303.5;226021.0938;291174.625;388062.2188;388384.6875;165359.6875;464935.0938;542476.6875
Q969E1;14656.95605;20072.7832;29693.99609;18575.68555;56558.37891;18409.85547;24536.58398;363093.1875;14657.4834;49237.38281;29919.67578;21368.45898;11165.15527;;;;;;;;;18587.70703;9556.470703;11461.69727;18813.31445;6986.708496;39055.3125;;2955.906738;7299.365723;
Q969H8;7251.57959;7824.222656;;18297.75977;19506.40234;7986.50293;12557.10547;32388.29883;15579.3125;;113297.3281;133515.125;;;58620.07031;;;6105.814453;;7003.978516;6998.399902;1573.97583;2258.904297;2118.893555;1795.806396;;9421.204102;;4209.38916;2346.747314;7881.55127
Q96A22;81127.88281;164902.7656;197898.2969;179414.1406;190461.75;172581.1875;241841.0313;50444.76172;;107195.1797;;132046.0313;86673.96875;;;106916.2266;;;;277507.9375;109181.8672;105723.1172;;77676.83594;103985.1484;;200172.6094;90410;88016.03906;95787.14063;148326.5
Q96BY2;258401.1406;71792.74219;482774;84864.92188;81040.10156;176583.0625;250934;79924.17969;72452.92188;109125.8438;;15890.21777;66579.84375;435858.5313;;233758.8125;304474.5313;121864.6484;412266.625;102296.5313;146977.7031;305906.5625;160581.2031;128041.8359;280445.2813;261323.6719;158786.8594;50423.68359;295384.75;111969.4766;168768.9063
Q96CX2;13558.45898;4244.479492;11392.25879;8742.356445;8214.961914;9814.685547;10762.77148;3662.723389;7290.509766;16168.22461;;16250.74902;3408.174072;;;10162.38281;;6437.853516;26192.30664;8503.875;7831.51709;10979.00684;13767.75195;12797.75684;11270.22266;12407.36133;6041.958008;7580.327148;8028.884277;7820.334961;7282.501465
Q96EK6;15607.37012;10239.50977;46932.57031;9482.125977;7944.366699;8388.874023;11301.11035;12126.56836;8345.023438;8567.824219;53683.14844;50452.63281;7507.041992;46684.69922;413860.5;6526.087402;159004.375;5379.366699;37056.75391;3596.978516;7422.901855;4109.697266;6931.099609;4943.117188;4150.600098;6902.554199;10301.4209;9737.166992;7294.750977;10237.04688;15701.51953
Q96EN8;;;18178.63281;10201.90918;19543.33008;15251.2793;3797.356689;12208.22266;13795.30762;3757.686523;10333.55859;;25838.80469;51800.52734;34639.28516;55641.48828;72371.67969;73552.02344;128848.5547;67988.48438;100163.9063;77702.96094;101898.2031;44575.11719;87767.53906;219029.375;33420.35547;44881.41016;37434.68359;48069.00391;23933.18359
Q96FE7;40629.08203;20104.26367;11156.60254;35470.14063;24425.63086;32015.41992;19533.67773;83606.94531;22052.7832;283139.75;42508.79688;134547.9219;25773.57227;26016.86719;;30403.88477;47770.03125;20653.88672;34413.31641;21332.5918;24915.05078;14280.21582;11524.54199;18262.94336;11243.41504;8854.59375;24401.36914;6681.350098;3766.146973;13874.31445;
Q96GK7;6911.518555;5014.74707;16876.00977;10166.75488;6080.27002;6284.915039;7227.578125;11889.72363;4961.117188;6423.606445;62385.84766;53663.35156;3490.929443;33553.70703;238668.9375;;115740.1953;2709.060791;40436.27344;6764.135742;;;;3094.50293;;6673.945801;4286.272461;4936.260742;;;
Q96HC4;6436.117676;2585.126709;30196.1582;5148.108398;4010.353027;11224.26172;7552.212402;21151.4375;4053.219727;11071.90137;33305.89453;94221.79688;2958.998291;;;2526.345215;;3443.145996;26387.82031;3331.072998;2674.548828;;1664.616699;2986.533203;3351.275391;;6000.627441;1556.452026;2715.491943;3758.694824;4942.518555
Q96IY4;95873.64063;54253.91406;154640.9375;60000.28516;32845.26563;71816.17969;135371.7813;71195.39063;71420.95313;106862.0781;115012.7734;102538.9375;60504.58594;128002.8594;649430.625;36524.50391;274936.0938;79648.76563;96251.29688;59066.30469;93449.13281;49688.15234;57165.89063;47730.14453;47624.71875;44475.56641;128875.7031;112229.3203;52870.01563;101860.2188;152283.0938
Q96KN2;27672.33203;26039.88477;57348.41797;13690.79492;15176.51172;25028.95313;27567.42969;92682;35787.83594;20155.83594;31095.10938;15502.85059;40715.67188;54493.13281;262425.2813;32868.125;109042.2422;56407.73047;57744.03125;44983.99609;19235.80859;34521.85938;26973.36719;30573.86914;33841.34375;41364.625;41654.67188;30331.76563;11954.4707;69714.85938;70850.82813
Q96KP4;14489.39844;18568.44336;2508.700684;34233.45703;17171.21094;14045.45215;39129.82813;7276.79834;21050.88867;62057.32813;139102.375;127141.0938;8373.952148;9755.005859;;;;1788.132324;7760.046387;855.9524536;955.3893433;5318.916016;6651.475586;11200.71094;5771.928711;9422.288086;;4437.382324;4772.607422;6645.266602;1859.756226
Q96NZ9;27674.30273;8761.320313;23961.42773;1927.527588;9416.918945;8172.162598;3991.800049;64784.67969;7398.291016;60906.08984;;;15193.60156;10347.59082;;15446.00293;;8603.303711;7097.268066;12665.16797;23003.64258;12838.25781;8342.289063;22522.76367;12095.7793;27071.82813;47437.73438;3000.697021;5137.754395;9584.021484;437.1540222
Q96PD5;693751.4375;577116.0625;636178;438212.4375;538120.3125;466546.25;641371.625;309815.9688;486427.75;280757.5;237832.8125;405965.2813;657847.75;665858.75;1218437.75;598611;819693.8125;827659.3125;964865.25;893343;681503.3125;561253.5625;937982.0625;790177.5625;583103;991939.0625;529124.6875;721749;789793.625;826372;780513.625
Q96S86;821.6901855;1560.985107;;;1586.358765;523.4519043;;327.813324;778.2874146;835.1121826;;;;;;;;;;;;253.1210327;;933.6965332;;416.2145386;;2070.473633;2275.128906;;
Q96S96;32160.60938;22703.92773;26724.70898;14092.91211;21183.82422;14547.3252;23091.71289;11962.51172;18078.48633;172800.0469;52946.73047;59375.53906;20348.04102;35745.63281;97604.17188;10039.75977;24875.375;9845.658203;16319.24316;8585.701172;16860.57031;12435.8125;8553.100586;4354.728027;12252.40625;9897.664063;23407.55469;12039.69141;2746.383057;22119.10156;8133.820801
Q99497;143852.8594;68733.14063;323967.6875;115555.9844;130584.9766;82228.67188;63185.99609;139194.625;83643.28125;196496.5938;331643.125;411806.4063;65789.67969;270257.4688;1928720.125;75227.5625;1851703.875;57392.86719;363519.5313;40651.6875;115822.0781;80547.78125;53082.25;46586.68359;67473.70313;77481.50781;47335.71484;109607.5234;24657.89453;97517.79688;80743.54688
Q99536;8448.048828;1850.304199;;;2913.068848;2232.304199;3809.54834;1078.705688;677.5516357;10317.36133;;;;;;;;1706.862427;;;;;2049.478516;2407.289551;2019.746338;;;;2456.298828;;
Q99538;;;;;;;;;;12015.34961;;;;;;;;;;;;;;824.1695557;;;;;;;
Q99715;6433.694336;4073.220215;32862.63281;;3095.960449;6836.901855;7903.63623;9440.439453;5859.182617;6567.685547;89346.24219;73287.08594;4516.699707;29714.63477;604943.5625;1732.521973;315219.625;2863.209229;34951.43359;4213.178223;3884.376465;;3702.230469;;;;;5510.974121;3198.473877;8390.008789;7050.745605
Q99969;12365.51855;11645.47363;14727.86523;13036.60352;24144.66211;12704.18359;24641.79102;2650.149658;11530.3252;43510.48828;16939.44141;30050.20703;11180.79688;22093.70898;17489.37305;25566.15039;4040.971191;13967.89063;16699.70313;17421.66992;19883.81055;18358.88477;13468.34961;11196.11523;13987.79395;20955.69922;30420.93555;12339.72559;32144.93555;15559.37695;17678.72656
