proteins;G_12;G_14;G_2;G_39;G_40;G_41;G_42;G_50;G_51;G_52;G_6;G_9;G_92;B_395;B_401;B_414;B_421;B_439;B_444;B_449;L_399;L_402;L_403;L_406;L_420;L_431;L_432;L_433;L_434;L_437;L_441
P52732;104250.4219;329657.5625;;167763.625;142725.8438;88065.53125;;;191248.7813;65644.60156;;;95445.75;;;91625.125;;;;86787.96094;182363.1563;163140.6875;193800.9063;;;156199.1094;;101465.8438;12981.63965;;55380.96094
P52758;72477.15625;42402.14453;159122.75;86833.88281;74339.32031;93961.52344;118087.1719;139723.1563;90313.45313;57935.01563;605247.375;495466.0625;14022.2832;149064.75;418746.8125;32136.26953;675113.875;47712.1875;142351.625;47868.39453;35225.31641;33500.21875;62805.50781;30881.05273;30589.15625;44806.05078;59236.0625;66569.09375;41111.24219;37991.91797;68929.55469
P52895;2476.503662;3352.877686;;8069.884766;8744.356445;2571.468994;;;1909.093628;18176.12891;;25210.57422;1685.791382;;;;;;;;;;;;;;;;;242.6178589;178.5967102
P53396;;;;;649.4440918;;;;784.4276123;36064.41016;;;;;;;;;;3500.524414;;;;503.0410461;2419.674316;39892.375;;;;;
P53999;30530.27148;25376.48633;34523.59766;36742.82422;20462.34766;28961.09375;13398.06055;31075.97656;21537.07813;21477.73242;162353.1875;287104.7813;14613.44727;79994.19531;413864.2188;18790.45703;435313.9063;16644.20703;103256.3594;17844.35352;25953.06836;17234.46289;15504.38965;17952.98633;19163.57031;22387.39844;22404.57617;9513.080078;6819.709961;19835.94336;4192.494141
P54108;29298.94922;25944.86328;14746.36133;23151.42188;13496.88672;31582.08203;17804.91602;21411.14258;30256.98438;18467;36365.10156;45582.55469;20432.69336;42081.46094;102528.3203;19565.47461;86459.64844;31622.28125;36750.41797;12044.15918;21924.52734;15220.71875;14975.12402;15066.6875;15674.68555;17886.23438;34439.37891;19752.58789;13656.83203;59799.40625;25625.99805
P54578;8174.040039;4422.519043;26556.09961;7420.033203;7298.73584;7433.604004;10144.58887;9612.373047;6585.609863;12160.78027;59817.60156;37685.14063;3970.469238;28699.23438;282616.5;4002.900146;184482;4473.969727;31876.51758;4971.952637;1796.255615;1545.974365;5091.398438;2556.975342;1161.807617;4643.883301;7363.835938;6032.132813;4190.365723;5398.713379;4852.078613
P54652;160277.4063;86334.60938;271964.4063;319894.75;92400.39844;118235.9063;75383.83594;155164.7969;97954.22656;123106.9844;179406.9063;411107.9375;89107.83594;500669.5;1194752.375;139994.1875;1182167.125;62295.79688;575910.625;146108.4219;159101.7656;102213.9375;126004.5234;66363.25;110087.8594;118065.6094;132109.8125;89634.01563;62740.14063;171960.7188;44426.72266
P55058;130062.0703;75784.20313;177461.625;98747.89844;117071.125;116016.6797;90704.10156;106622.0625;56686.16797;126725.6875;126072.2969;141444.7188;50761.53906;111340.0625;293806.9688;159471.875;196184.0313;97517.21094;172079.9688;105938.9375;203976.125;161701.0313;146655.5313;127167.2266;173218.8281;169102.2969;205757.9375;207360.7969;90219.89063;174465.6875;200414.0313
P55196;53333.69531;45296.24219;23906.38672;35150.54297;31554.19336;30791.62109;32444.08789;18809.71875;53921.72266;33136.1875;17936.26563;7756.508789;44880.57813;33530.94141;82924.60156;48050.07813;24025.62695;39803.61719;22117.3457;50065.50781;27591.17578;40700.27344;34388.42188;60197.63672;39820.55078;44318.97656;68814.35156;58840.33594;71908.21875;49090.33984;68663.65625
P55285;7451.598633;1626.009888;3579.143555;;4079.779785;1528.182617;3241.850342;;3434.787842;5610.089355;;;;7340.98877;15259.26563;6219.782227;9270.000977;3657.414795;;2242.763672;3579.271484;;4465.108887;5867.177246;;;;5730.898926;4075.58667;;
P55290;23521.125;16576.8125;14877.30078;21287.42969;21453.27734;24168.00391;16969.89453;17947.29883;18872.43359;66213.38281;31931.26563;50978.66406;11624.06543;27314.19141;51979.21094;21224.86719;31771.66406;11703.35156;23767.34766;13492.55273;11549.01074;11780.43848;14120.72949;13578.7002;11547.19141;12775.87207;18268.08008;8432.783203;9889.40918;14260.26758;4524.057129
P55786;3090.478271;1216.273071;;;1836.237183;1860.721191;;;591.7875366;12004.21973;;;;;;;;;;;;;;804.7245483;;;;;;;
P55854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P56182;176902.6875;148268.8594;602906.875;290582.6875;235671.4219;261672.9531;358208.25;182161.9531;232774.1563;74244.04688;1934580.75;1936650;171838.5313;710693.75;12243388;231611.9531;8318226;215396.7813;608821.1875;178063.7813;395553.7188;36918.67969;361364.5938;134355.7344;105688.2422;94950.375;361064.5625;219295.0313;352600.9063;157450.4844;455846.5313
P57721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P58546;8225.408203;1776.552734;5600.922363;7067.330078;5518.310059;;;9187.713867;6476.456543;7822.058594;;;;4625.861328;13429.82813;;28814.73242;;;;;;;;;;;778.0175781;;6228.704102;
P59282;17525.13086;10936.65723;13127.45117;19686.82422;15971.21875;21439.29883;10481.00391;38440.76563;20102.72266;11018.06738;59139.01172;105328.7422;10486.35645;32615.67188;154859.5781;12499.16895;100975.8906;9152.238281;44386.47266;12009.7334;12410.22461;6299.603516;10093.66602;9539.023438;7410.774414;6809.935059;10156.6709;6780.28125;4321.100098;15519.64355;4296.467773
P59665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P60174;42212.22266;44728.96094;34376.125;131335.9688;98232.17188;120062.625;64078.15234;28289.04102;74064.51563;204809.9375;380982.5;780352.1875;38322.49609;22818.50781;48830.32422;7176.233887;48229.73828;7499.219727;34291.75391;6117.146484;6407.043457;10342.43945;21441.56836;23160.91016;9778.826172;22140.05469;6089.677734;19279.50781;22870.46094;17896.53516;16062.0498
P60709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P60900;1828.750244;2912.106934;4294.250977;6663.623047;4742.705566;5569.385254;3652.898438;1221.40686;3189.500488;17930.49609;15107.69629;25992.07422;1955.279541;;;;;502.6802368;;;;1465.325195;1989.057739;3184.887695;4340.251465;28487.81836;;1112.70813;1825.496094;1678.109741;1823.38623
P60981;5638.734375;1505.112915;;4883.538086;23672.17383;;;;4763.021484;14352.31348;;12100.78125;;;;;;;;;;;;;;;;;;;1882.658203
P60983;18639.44141;6795.208008;62337.5625;9397.146484;11702.16797;10119.16406;10395.98633;14234.27246;9822.226563;11348.33789;37506.28906;24860.48047;7652.481934;54660.51953;369876.5625;11703.04004;510524.875;7994.922363;130451.9219;12982.95703;15299.18652;8114.686523;12199.91992;9372.851563;11619.73828;7364.225098;12836.88281;7065.35791;7388.433594;10731.92773;13143.56836
P61077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P61204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P61604;74133.91406;39822.77344;118411.7109;69478.58594;59075.73438;72641.45313;72092.07813;111204.5313;61068.44141;70640.75;206398.5313;294317.8438;38699.22656;168464.5;884209.75;51880.39063;899669.0625;45849.16016;188188.2031;57909.95313;66189.70313;44526.69141;51843.70313;46083.97656;47159.48438;47251.55469;61031.62891;45877.38672;31354.41406;66043.89063;41020.625
P61626;86986.05469;84391.53125;181615.2969;56687.11719;187541.2656;147679.625;256484.4844;114619.3125;124584.0547;165757.3906;220348.1563;516035.25;57012.70313;107256.4219;639337.5;53028.48438;356094.4063;46356.16797;93248.86719;74951.74219;94545.57813;44990.51172;104095.9453;60203.80859;51628.08203;52980.08203;67844.46875;55680.04688;90399.86719;63556.00781;62364.5625
P61769;86902.58594;43359.375;93829.16406;59039.07031;160270.8906;86006.26563;143247.5156;259593.0469;92225.86719;489697.75;277905.4688;615267.75;32615.37109;41594.67188;65930.66406;36773.25;57251.67188;41034.62891;28634.43945;36615.125;32092.67383;34417.71484;34668.92578;36753.67969;32453.87695;17992.44531;90217.8125;12615.41309;21931.08594;36210.20703;27775.94922
P61916;27115.7207;13689.44824;52931.41016;20951.41602;27497.66602;25549.05078;37358.61328;36041.05469;27219.09766;70624.55469;86185.60938;134094.4219;14913.66016;19152.73242;46561.57813;18260.0293;54721.67969;8908.890625;31381.47852;17505.04688;11300.71387;14315.08008;16825.25195;17854.45313;13213.5293;17639.19922;21460.16211;13053.86035;9988.570313;20181.17773;7539.790039
P61981;16863.19922;12899.92969;12771.72266;21102.17969;26044.23633;14172.64746;17494.14063;6244.383789;13233.98047;70688.51563;101058.6094;164538.5;6636.757813;14884.16113;43625.03125;4570.148438;34797.92188;4030.126953;22550.70313;4100.30127;5687.12793;3302.158203;13183.33691;8136.526855;3665.942627;11399.55859;3513.063232;5124.85791;5880.219727;8415.978516;6086.361816
P62258;11342.42871;8150.647949;6481.89209;15806.42188;10824.86816;10918.05762;10402.58301;2317.69043;8383.390625;55646.9375;46229.72656;79802.29688;3969.867432;;5299.477051;4291.547852;14136.36328;1772.201416;6710.612793;2398.285889;3038.465332;4698.429199;5587.405273;5808.168945;3886.138428;7405.626465;3015.821777;2324.57373;2518.804932;3264.042969;3156.820801
P62328;30050.83008;32661.39844;68464.01563;109403.6719;123163.0391;48796.72656;35789.16406;114730.2266;28525.375;44004.03125;234280.2188;380583.5938;38334.93359;46929.76563;;17493.32227;93398.64063;11976.00098;22422.38867;16270.83496;14259.05664;14282.64746;26446.59375;11306.69531;11665.13086;13887.7666;5191.46582;3645.930176;8810.351563;7907.75;
P62633;11925.57031;8744.355469;11402.96582;12244.77832;8244.838867;10044.28711;4890.355957;16488.32422;5183.728516;11131.59668;35226.57422;87670.96875;8273.182617;14202.22656;30974.00391;4935.695801;71946.82031;5108.069336;20730.53711;8424.729492;7896.232422;4142.925293;7060.445801;3550.040527;4356.14502;5308.919434;2543.861328;1917.296143;1871.577881;4625.391602;
P62736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P62820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P62937;45979.82422;11205.54395;25389.33984;20433.42383;48184.15625;12045.95801;7615.637207;18739.29297;27078.74414;86053.50781;53529.53906;211656.3594;7588.365234;20519.07227;107128.8125;3748.461182;87781.875;4345.194824;29008.39453;2478.41333;7229.619629;10963.7793;5579.297363;11669.05957;12588.26758;13626.29297;4179.698242;12021.13574;3851.338623;19387.69141;10807.27539
P62942;15395.96094;18023.44922;35106.92969;38669.55859;55570.71875;20586.03125;14546.69824;53057.61328;27846.92188;50012.73828;146755.5938;188216.1094;16131.27344;13642.81055;14795.98828;6904.958984;21906.75;10331.25391;17355.05859;8089.54834;3768.025635;7288.763672;10493.24023;8468.922852;8200.503906;10584.66602;8166.029785;8517.556641;8931.094727;7870.782227;6006.35498
P63104;13168.35645;6500.567871;7030.766602;14252.15332;12457.98926;11643.02539;11385.66406;2613.294189;6475.74707;59007.16016;35959.14844;50121.57031;4309.002441;4631.490723;10553.31641;7186.966309;58995.98438;2145.37207;13510.90527;2947.882324;11343.65918;3414.833008;5505.127441;5845.438477;3713.43335;2789.92749;4219.189941;1798.991577;4273.084473;3095.104004;3891.621338
P63279;19977.25391;12640.9248;23197.23438;28451.99414;14878.7666;21508.79297;14701.52539;42389.28906;13350.71875;19880.51758;47706.49609;84247.71094;10924.50781;26077.91406;100901.8984;8110.076172;106743;14444.00195;36142.51953;24604.24219;11160.0332;9378.807617;;10799.06738;8862.177734;8149.099121;;13684.09473;;14889.44043;12099.90527
P67809;1221.353882;;;719.4187012;1472.321533;989.5674438;;5037.940918;;2178.736328;;73892.73438;;;;;;;;;;;;;;;;;;;
P67936;14730.98633;5064.158203;;7958.076172;10983.50098;4735.840332;;2994.36377;11095.69629;17655.44336;;3320.207275;5192.703125;;;3501.28418;;1667.906738;;441.2171631;2944.494629;4919.162598;5885.078613;10323.1123;3774.788086;4895.871582;;1998.260376;3107.177246;5921.318359;2829.470215
P68104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P68363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P68871;14023.24414;5551.083984;1278805.5;9241.119141;13137.44531;18876.64648;534190.3125;182246.2813;37247.01563;64372.26172;105931.3906;73773.21875;3379.261719;31342.52344;138422.6563;34108.50781;3051102.5;1683.031738;31360.95117;40824.01563;12839.19629;9372.091797;1574619.125;804224.25;5058.944336;14093.55176;;46190.22266;5198.490234;7772.351074;563621
P69905;10349.29297;2606.513428;1410973.375;11164.65625;9417.287109;3933.19458;638381.375;141137.9375;20487.57617;29444.89453;96112.89844;35526.83984;2265.105225;17809.37695;184257.125;3659.540039;2327306;3242.525635;19063.16406;3019.571777;10915.37598;4295.188477;1652769.375;759378.6875;5162.499023;6791.764648;5328.661133;27115.96289;6189.606934;4647.305664;547885.3125
P78417;78937.04688;47896.67578;87647.48438;113191.2656;68859.67969;48777.11719;61989.78906;39096.03125;67134.72656;143735.1406;149623.4375;282973.7188;48258.30078;78229.0625;99858.22656;43962.55078;135862.7813;39812.64844;35706.89453;5015.646973;60631.12109;22015.23047;36754.88672;55368.65234;19469.89453;24096.44336;11097.44434;77315.23438;29864.59375;42477.45313;36345.47266
P80108;56142.50391;46089.47266;114754.125;31469.98242;45030.72656;40252.87891;61413.5625;50582.9375;46167.08203;45297.00781;43067.76172;26285.11133;66879.20313;63405.92188;92046.71875;81408.92969;67974.42969;86395.35156;74450.74219;106743.3438;90024.67969;87121.57813;60192.16797;67951.375;77651.6875;64281.46875;54446.42969;89271.15625;55377.28516;95548.53906;52939.05469
P80188;4497.527344;1421.034912;16495.41211;3065.526123;28958.18555;2398.594482;10384.93652;8367.383789;4818.650879;32063.80664;29780.6875;42630.37109;2115.074219;4692.560059;;2522.13501;;1516.172729;;;;706.9515381;7690.520508;1180.918457;8128.015625;2630.267578;7982.90918;1057.124878;2193.443848;3330.290771;2930.096191
P80297;284.0006409;;;11342.24414;7201.208496;3616.627441;;7655.427246;4614.466797;3885.674316;19472.09375;122459.5703;;;;;;;;;;;;;;;;;;;
P80723;5078.878418;5604.569336;4237.888184;5457.650879;5635.852539;7016.406738;5758.572266;9315.879883;2287.70166;15673.96191;22984.90625;36970.41406;4363.217285;10402.23926;16195.10254;9873.058594;48954.20313;4367.183594;8828.679688;5200.664551;6471.214844;5906.995117;4798.306641;4353.453613;5890.112305;5025.286621;5586.655273;2523.767334;;2376.852539;184.85112
P81605;35507.6875;6661.986328;119004.0313;38713.18359;31681.64844;25883.02734;25920.77148;87861.60156;12479.6543;21433.48242;565736.125;126395.3438;11724.65918;357708.5313;865379.4375;38332.29688;7493678;20992.97266;1237221.75;29324.01563;76391.41406;34076.83984;5278.878906;10792.02832;36742.89063;53968.48828;29898.20703;60369.63281;;26111.85156;12889.86035
P98095;10246.90723;9478.551758;;28042.28516;19904.48633;12897.98828;18289.75;11981.92969;13223.37695;10090.2959;;50283.47656;5461.58252;;;;;4977.327637;;11647.91699;;5221.14502;4386.010742;2164.250244;;5370.768555;12100.30566;;4280.59082;;
P98160;73792.41406;52951.07422;92089.03125;37990.375;115967.2969;49176.83984;103394.1484;71061.49219;57054.69141;295663.5;111634.0547;257132.0938;45219.04297;46618.55078;119187.7656;58009.78906;63801.61719;40408.35938;60348.72656;50125.79688;40443.79688;25940.39648;45109.24609;35803.82031;26233.58789;30880.81445;85326.49219;43195.07813;50604.22266;37369.08203;37636.06641
P98161;26381.31641;22798.42383;;6155.220215;3718.087402;5365.539063;18699.22852;12390.80371;14709.40723;30884.0918;;;29181.28906;21303.17969;;22368.72656;;20125.72656;15389.88379;10235.8916;39949.36719;23012.63867;22160.9043;26990.78125;24314.07227;13077.68652;37755.53125;9586.873047;16481.73438;31520.43164;13117.60645
P98172;5695.491699;;11253.22363;19222.55859;27276.90625;13779.42285;;7463.940918;;33284.28516;21437.67773;22723.21289;7842.610352;;20167.81641;11077.20508;23236.96289;11211.33594;17506.43164;;;;14239.5;;;;3208.352295;;5654.606445;;
P99999;5748.424805;4342.496094;;9683.716797;4713.726563;5922.216797;5656.607422;4482.647949;6343.991699;41642.79688;;75600.94531;3074.886475;;;3271.353516;;2261.88623;;2156.612305;;3182.654541;1633.935425;3323.208496;3065.449951;1071.761719;;;;2314.460205;
Q00688;8690.061523;5725.944336;5904.23291;9856.017578;3971.831543;7600.183105;4398.533691;18008.80469;3657.633789;5165.112305;30805.44336;77647.88281;4585.922363;14985.87012;19760.13867;5269.366211;69814.26563;5540.007324;19865.5918;5116.057617;6127.325684;2852.810547;4169.79248;3116.118652;3024.043213;2745.759766;2985.172607;1727.850586;1716.079956;4016.370605;741.7140503
Q00872;;;;;;;;66536.48438;;;;112208.4219;;;;;;;;;;;;;;;;;;;
Q01082;17088.84961;11567.5293;19129.20703;21339.38867;14861.75684;18847.44141;15570.5459;26376.18164;16746.52344;15477.60645;95642.42188;99784.03125;8665.831055;45371.46875;223937.4063;9362.330078;197952.5625;10324.51465;45443.94922;13470.76367;12411.14844;10203.54102;12563.54102;8331.472656;7372.145996;9215.24707;14559.88086;7306.800293;7354.498535;14725.21387;9805.009766
Q01105;3029.019287;;;3065.581543;1739.216064;;;;1190.57019;11491.40234;;5388.925781;;;;;;;;;;;;;;;;;1314.767334;;
Q01469;69162.65625;48005.95313;81905.02344;55720.54688;104697.6406;46121.3125;41203.72266;87681.65625;71862.95313;97112.03125;88007.375;121900.125;28975.01563;105665.8438;1014025.75;21610.59375;383551.25;15778.93262;99578.42188;20485.43555;31070.97461;20025.89258;25359.58984;27798.76563;24035.99023;32916.75;30760.73633;30130.47461;23655.80859;48799.82031;28370.23828
Q01518;14148.99121;9576.753906;36125;9445.445313;9613.296875;;10057.47363;;4624.435547;23108.9043;;13163.97949;;13270.72168;15367.82813;;;;;;;9570.023438;;5199.616699;5422.509766;7804.820801;;1891.391479;1930.377808;10539.20605;8492.193359
Q01995;11070.18066;5809.249023;17498.41602;10304.43652;58964.04297;6822.515137;16236.29883;14523.30078;8337.485352;23677.17188;34100.45313;27334.17383;9659.146484;9675.78125;31757.62109;3500.895264;33285.02344;5866.849609;14920.59668;6839.355957;3021.850586;2017.056885;2735.492188;5115.738281;2942.834717;3348.512695;4773.155762;2650.412598;2505.760742;3371.224609;1975.737427
Q02413;;;2899.257324;1267.682495;;903.6533203;;13168.09766;;;59821.83594;29793.61914;;;56506.14063;;10371.25781;;;;;1255.556396;;;1480.260498;;4970.144043;1041.81958;;;
Q02818;38953.98047;27395.95313;14401.35156;12237.18262;21562.95898;13509.8457;16173.97656;6000.288086;20729.80664;21082.33203;;73281.44531;20194.67383;;19336.10742;16592.11523;;5336.947266;8645.882813;7769.430176;9364.09668;9024.462891;9667.96875;10628.08398;8533.5;11480.26563;10030.04492;3734.911865;3694.313965;6957.862793;1506.633789
Q03154;6947.166016;2416.516846;109824.0078;9765.224609;1868.631836;6430.153809;9834.644531;1933.237061;496.6655579;44143.44531;34144.04297;76521.70313;8065.233398;;;;;1088.625244;;3336.103027;;2194.217285;2539.883301;3235.161377;1996.177002;738.0402222;5213.39502;1183.332642;1298.669678;;2502.939941
Q03167;13401.72656;3396.406738;49021.22656;4190.854492;12484.70898;5592.558105;4218.855957;5129.035645;2748.891113;7034.703125;;;2044.360107;6863.06543;;4746.213867;;3365.074707;7959.756836;3099.435059;3577.574707;5060.281738;5751.144531;4869.57666;4521.596191;5045.352051;4834.439453;5050.832031;3760.791016;5282.460938;5136.989258
